,R,Q,A
1083,3.631369837843001,2,0
3313,2.9328729539729887,1,0
53,5.884382845969192,2,1
6643,6.92141448085969,2,0
8658,1.56048978114351,1,1
8927,4.362882005572336,3,0
4647,2.508156150524542,1,0
3916,1.2084414186642418,0,0
5474,3.8651756831483235,1,0
3882,1.781564890510406,1,0
4789,1.680007861144139,2,0
7166,6.2008238226250025,1,0
4258,0.7527715212058872,0,1
8521,7.819643104069302,2,1
7255,13.30249166245475,3,1
75,1.2987366582230593,1,0
8708,19.16632494134967,3,1
1121,1.0006479480819317,1,0
7667,0.9163429338775408,1,1
7225,6.422030192216264,1,0
3860,0.797919756184845,3,1
367,0.4392736723102866,1,1
9850,13.25838941937169,2,0
1041,4.497654799915746,2,0
4384,3.1665076660907427,1,1
92,2.301644250862679,2,1
3154,5.229491371353755,2,0
501,2.7512859130515155,2,1
1204,2.4711676877792073,1,0
949,8.690607727744709,0,1
3761,1.7458559876332727,2,1
291,9.513252982951112,2,0
9678,13.217909645101447,3,1
8102,3.236263810214703,1,1
1851,3.4774781350413972,1,1
9751,5.718583121536355,1,0
905,13.80102534371963,1,1
6349,2.7709578182274686,1,1
4064,3.286649934118374,1,0
5702,6.320880556011576,1,1
7552,3.9871860762997233,2,1
1329,4.81392739230757,1,0
8489,8.253875390199939,2,1
3232,2.614356140192097,1,1
8930,5.690707983524059,0,0
1836,2.0788974341776614,0,0
534,1.9960329587234258,2,0
4480,1.657125359265291,2,1
5762,15.211790484510548,0,0
4915,1.3800973602885234,0,0
5920,3.219418166550059,3,0
1089,11.152800641285406,1,1
194,9.807281728659609,2,0
9543,10.190535346591215,2,0
5817,0.9246087557189688,1,1
8199,6.552886618609014,3,0
8596,3.985117460697131,3,1
7141,1.7444705310615358,1,0
455,8.131125615351932,3,0
3596,7.154933366857412,1,0
7639,7.765352439472192,2,0
4875,0.9262891119340897,2,0
3755,7.6629063241373,1,1
639,4.280146820799024,2,1
5135,3.086302423914108,2,1
7006,1.7925214054117615,2,0
5932,6.159229254223032,1,1
5191,5.429072827431453,0,0
5298,1.1962123020269042,3,1
3053,2.1316851740357365,0,1
3411,1.1250237850816205,1,1
4901,1.5911833002441051,1,1
1840,6.575334818232264,2,1
2315,3.3148728480093164,1,0
4482,7.625260333826841,1,0
9320,11.720991399074894,0,0
6811,8.629695776597211,3,0
52,8.949317180722751,0,1
7312,3.851127100708551,1,1
997,1.4320743718847084,2,0
4400,1.8994492489268664,1,1
2441,0.2877875634314715,2,1
8284,7.163808915493981,0,1
6257,1.8592476273534169,2,0
4953,4.904030516645174,0,1
4499,0.3025978702055967,0,1
965,8.44194982855829,1,0
1155,5.303795114655918,2,1
5611,4.485056370799521,3,1
9099,1.5911751478876879,1,0
5347,6.475909985218208,2,1
6174,4.507828826370088,2,0
7178,10.356483178936536,2,1
4106,3.3501712427338877,1,0
609,1.7963877524371175,2,0
4833,8.000231060063973,1,0
1581,2.495889583136294,1,1
7301,7.524240486693285,3,0
6194,4.117732409376843,1,1
957,7.583407138405072,1,1
1195,0.45417417027028173,2,1
329,1.5237654147266766,3,1
172,2.5471317518963104,0,1
2578,6.600224822255026,2,1
7306,20.588834865859045,1,1
8039,2.6284555351909114,1,0
9973,1.3167468223151997,2,1
7124,0.7531304385997993,1,0
6278,4.4233697529555,1,1
652,4.359203381022559,2,0
3996,4.058026919508821,2,1
5689,2.4176299942206954,3,1
4516,9.448125763241618,1,1
2681,7.0958241913321345,2,0
5355,3.4140377685285923,2,0
8551,7.454983117691904,2,1
6130,3.004796502069438,1,1
3112,2.4710795027807193,3,0
3218,11.215788976198168,3,0
8953,2.482142190056888,2,0
7229,0.21123333046758697,2,1
6586,2.8869559508951825,2,1
4640,4.375166511008129,1,1
6271,2.7287523856517053,2,0
7845,7.55624383760213,2,0
6980,12.33331989329296,1,0
4535,10.306991830023305,3,0
7980,3.601893971606625,1,1
176,1.9275158114965691,1,1
8053,13.528737832737999,2,1
3276,11.416900810853635,2,0
4030,9.592288893932983,1,1
8304,3.7905049801710335,1,0
1722,1.715210963760636,1,0
5389,12.313235819194347,2,1
5488,10.16526565087419,2,1
4872,2.6429208861916598,2,0
9118,5.708519436826775,2,1
8840,7.161341985396767,2,0
5886,11.544160023534044,3,0
6261,10.023208012368102,2,0
7816,8.906876620640773,2,1
8536,3.402772381654467,0,1
6155,9.200847517965473,1,1
2842,2.7693230604468635,1,0
4066,0.15180174627989862,0,1
2041,9.006869976671394,1,0
7696,11.371301360590126,2,1
549,5.300397010074153,3,1
2726,-0.09064364291133681,1,1
8507,11.821741245590115,1,1
6966,1.4987910081723805,2,0
4100,6.22705333001963,2,0
1257,8.781509040388706,2,1
5579,7.68998730003096,1,1
5436,2.76417167443707,1,1
1258,3.041025827750917,2,1
7383,11.535572897196772,1,1
6544,1.096520382676423,1,1
1285,6.032969394525466,1,0
7527,13.43422913618902,2,0
6492,10.584090593555104,1,0
5574,3.6337961971525132,2,1
9480,5.766563605348793,2,1
2494,6.474101613031678,2,0
1621,5.3785342741240605,0,1
320,4.842914473135959,2,1
3806,34.40495967743729,3,1
7827,12.793478599506631,2,0
5990,6.393239867227418,3,0
3063,3.7514666572652455,2,0
9822,5.288151257420374,2,1
8696,3.2610115323826907,2,0
1224,5.074526264638501,1,0
2721,6.440617922532109,2,1
6209,2.879557826986017,2,1
855,4.54314106840093,2,0
5402,7.895025466525041,0,1
7882,5.40947846224868,2,0
6031,11.056331870827186,1,1
9745,11.092600934337689,0,1
9945,2.1840441229123626,2,1
2549,12.421869743578451,1,1
9356,21.01107945433754,1,1
9276,5.072059369385032,1,1
7690,2.739036254167053,2,1
5672,4.759863409682231,2,0
831,2.9906415933251003,2,0
6411,12.443917307494022,1,0
8511,4.787774350232784,1,0
6479,8.717017794088799,1,1
1201,6.985875940737937,1,1
2572,1.9919922708633289,1,1
6341,2.4065534236147914,0,1
5700,15.367452976771919,2,0
9052,5.31570513902637,2,0
2387,3.029986606896172,1,0
1939,1.8149929569874415,2,1
7692,11.400818211766563,3,0
1479,7.188070354748798,1,1
9203,5.5870223792771005,1,0
3968,4.689483850106129,2,0
7825,6.143590193376049,1,0
3696,3.158640471877147,1,0
2096,5.734547585954315,1,0
9208,6.343567379333551,0,0
9091,8.758347810033795,3,1
6915,4.5764692078905185,3,1
6406,5.660175040700341,1,1
4045,5.9961804211175975,2,0
5407,1.9579137667674482,2,0
9933,8.770346284416533,0,0
9161,1.927123684679021,1,1
7727,3.039976682148094,2,1
6817,6.528693421447393,2,1
3243,2.920378921359864,2,0
2562,0.04994275594493469,0,1
7594,3.936614652074498,2,1
2058,7.181824243602168,1,0
808,9.127847567753562,2,0
1022,5.303591340532131,2,0
3161,6.205504500241849,1,1
8576,5.885406320716898,2,0
7701,2.3900475731709516,2,0
5974,5.6126167244089835,3,1
4913,1.3595955308467889,1,1
5025,7.553260493538589,2,0
2372,0.61100154957703,1,1
2963,2.250299869441227,1,0
8974,6.124884298819913,2,0
530,6.107843547256029,1,1
2017,1.3074172265920916,2,1
7637,1.462430461363236,0,1
6888,7.922891918220813,3,1
2813,2.2344100359331467,1,1
567,4.102483023934838,3,0
8787,2.2420335909001503,1,1
9867,8.205091686025888,1,0
5053,4.140471932431239,2,1
9577,3.893452907804053,3,1
6562,2.9199195193932868,1,1
9962,0.7087645257212452,3,1
2064,3.6976905688846404,0,0
8080,2.263717116199441,1,1
3804,15.259675210664229,1,1
9590,5.265910864933776,1,1
2922,1.1556450948738106,1,0
7118,2.08556686367184,2,1
5682,2.0392044346030325,2,0
2320,4.940435734988684,2,1
8898,3.459798637715478,0,0
9581,0.7677397590534936,3,1
3236,3.2499555297189335,3,0
640,10.620160459245263,2,0
8656,7.422030159037485,1,1
9344,6.555400731860892,3,1
9766,1.3210918617980076,2,0
5033,5.52723742153071,2,1
4093,1.7681531434816073,1,0
4136,2.3351850595433628,0,1
8823,4.574962518951951,1,1
801,6.736008633044903,0,1
5948,4.309076663452827,2,0
5158,0.6488855490557264,1,1
9532,3.671145067784292,1,0
3398,7.864107749629291,1,1
5897,4.558887793105619,1,0
4918,5.71631685915392,2,0
166,13.50143141616952,1,1
7430,0.29925565860802816,2,1
3286,2.7065327646392596,2,0
2178,2.5259963373576397,1,1
4607,7.041533271301759,0,1
521,5.5293859401502985,0,1
7984,0.8714878737978939,0,1
4252,3.601944758273409,1,1
1842,8.479849332286133,1,1
3777,2.619616389566753,2,0
3836,9.347357575543871,1,0
9292,3.9462012160412367,3,1
9194,1.475958724708177,2,1
1159,7.708615996245248,2,0
5807,2.680985299595214,3,0
4681,0.8457117534743221,2,1
3568,9.934383925431078,1,0
8968,10.8541964048755,1,0
8714,10.654054317768558,3,1
6316,6.748327693921674,1,1
4803,5.589023185580591,1,0
2356,0.0695598167259961,1,1
8132,5.4555985200712565,2,0
6098,15.210217450137673,1,0
213,6.722774377717734,1,0
1176,3.6658660947988215,1,1
8944,3.7979419982879676,0,1
1286,7.237163441883418,2,1
7762,5.329207339210621,2,1
2753,1.1474517894113823,2,1
3012,3.183749554975255,1,0
5296,0.18826522031951087,1,1
1118,5.37241233741734,2,1
3106,3.8757905754023385,2,1
5462,2.4205107777055046,2,0
2880,1.3781563917288875,2,1
2035,4.182719932800507,1,1
6489,0.4197988580832571,2,1
180,6.932308355434266,2,1
1374,9.913225713853432,0,1
939,3.63102693585558,1,0
1441,4.335972840439519,2,1
2828,14.684335413416953,2,0
5608,16.393996284204377,2,0
6366,10.369316813997997,1,1
6070,22.474865717021192,1,1
2812,2.2142285308929837,2,1
1435,4.297073498301697,1,1
7751,1.278258820474629,0,1
8154,7.141772043054328,1,1
1078,3.405703323665299,0,0
6828,3.7870384849691217,2,1
2226,14.097997723611577,2,0
2227,8.794458828351695,1,0
4215,2.04686308242231,0,0
787,1.3869455890758067,2,0
79,5.270271880824442,1,0
9186,18.885119453654873,2,1
4648,12.614164328276473,2,0
85,1.0874141709024805,1,1
535,8.27581222746131,1,0
1140,3.3345500234704146,1,1
4377,10.719284106705562,1,0
9583,2.6918280240503014,2,0
4576,8.771693909115347,0,0
4388,3.1678276241803305,2,1
7666,2.1781650293604162,2,0
8949,5.540299577879864,1,1
8016,2.341095437546146,2,1
1274,2.9084210583839827,2,1
8346,3.409384620412334,1,1
495,6.190881482923267,1,0
888,4.3632275511574,2,1
7518,3.0539356115227427,2,0
7216,15.899099968488088,2,0
6555,0.6742584781785879,0,1
5385,1.6268787348740261,1,0
9310,4.3013957094084105,1,0
1049,11.98533466516121,2,0
8958,0.5269764199719317,1,0
18,4.447907436820794,2,1
3214,-0.2442523415237523,3,1
4382,17.834867832929966,0,1
4867,12.26380676862209,3,1
1571,9.664332255180526,2,0
7869,1.2419175309141726,2,0
5665,11.092736068283175,2,0
7356,9.315646634432412,2,1
7167,16.739245114417063,2,0
3123,0.831751961502823,1,0
6211,3.88203615943071,2,0
3509,11.726435468587603,2,0
1568,8.539532069520803,2,1
8040,7.681779785273196,3,0
3353,2.0693756554773763,0,1
7362,1.547221747903802,1,1
4615,5.3673933752722505,2,0
6041,10.77001416214524,1,0
1126,1.0723324237422305,2,1
8000,2.585921080578238,2,1
573,12.113715813111355,2,1
3267,1.3370612859149036,3,1
9494,0.7810504070097751,1,0
7351,1.1427015366150992,1,0
4781,8.692111087402875,2,1
8428,1.2772435619133748,0,1
5271,18.36430992061012,3,1
6741,6.595023313572476,3,1
1501,6.15270484404784,1,1
8844,11.711977389062715,1,1
3315,8.993608199842528,1,0
687,3.4424517250133393,1,1
629,5.965578496530882,2,1
4944,3.401944450952392,1,1
4337,0.931982362058152,2,1
5214,4.844375844504735,0,0
4621,2.4075085906391775,2,0
5958,3.2377926353186934,1,1
4664,13.131814494474,2,1
585,6.810590741996732,3,1
6188,8.760931590403068,1,0
8052,4.95516888013346,1,0
6065,3.850375087188068,1,1
8038,7.081929983672849,2,1
7856,7.159973612468299,1,0
7799,7.454218558934761,0,0
6180,1.7664276518903805,2,0
1666,16.45327417770019,0,0
4742,4.381356927051601,2,0
3195,1.0843952184466499,0,1
2515,2.1139295181451683,0,0
7274,5.366555176343169,2,0
2506,3.699334749569683,1,1
6829,2.621080385439978,1,1
2396,10.113793051615863,2,0
6798,2.8763330222684553,1,0
433,5.250575114116373,1,1
2956,4.009425504359571,1,0
7009,2.2719531932112,2,0
9489,0.9681859331392364,2,1
6089,4.392271309564499,1,1
9395,7.202989244446248,3,0
1867,12.987496698780301,0,0
7764,18.214085589826063,1,0
724,2.0318642911462304,2,1
9448,11.186390583692992,1,0
8815,14.658377712961103,1,0
1974,3.9340862787486666,1,0
6520,2.527588254908288,1,1
6264,2.8335818577181224,2,1
1304,7.724284756560051,1,1
2234,9.550512714346466,1,0
8337,6.548387938840732,0,0
8921,2.7950282916975615,2,0
8310,8.322086972468629,2,0
3410,3.916169025840216,2,1
4,13.949143236691953,2,0
5646,5.643492642280319,0,0
3729,0.8702201966398355,1,0
8198,2.1274502461270206,1,0
6532,4.873712642934496,1,0
582,5.306341024247329,1,1
9645,3.1083265740188697,3,1
875,4.1731439045591605,2,0
1473,2.2439182285162103,1,0
4408,2.412880900369721,2,0
3651,1.9739109451675958,1,1
6778,9.076283585079914,1,1
9918,6.990268612487181,1,0
7474,4.404810665673272,0,1
6633,3.852880220435967,1,1
8110,1.7549381581820263,1,1
1693,2.361665488343708,1,0
9830,2.756338316366111,2,0
5614,4.588602935419754,1,0
8698,2.6967311880054203,3,0
3310,10.424586963142414,2,1
812,6.652780389017704,1,1
1264,6.471041255736976,2,0
6172,3.6131167144947813,1,1
892,5.242709631027016,0,0
6080,0.6122649509030222,3,1
1726,10.260676787294349,2,0
5759,13.860800946238353,2,0
7988,1.7225286015160899,2,0
9791,8.390211982618723,3,0
3443,3.7199359528838762,2,0
5316,10.23513443901375,3,1
8942,5.078920211428111,3,1
2401,6.234581859585802,1,1
5336,3.9198559575144643,0,0
5155,5.794983614371334,1,1
8101,0.3370934507290898,2,1
1695,3.6187666934218683,3,0
6439,5.463703496156171,3,1
4503,6.087133901498313,2,0
5371,4.5253012060606554,1,0
8124,5.421290080651458,3,1
852,1.7536324710632103,2,0
5843,3.2456945022943304,0,1
9352,2.9539771688134024,0,1
3130,4.290830844571848,2,1
4226,4.341898366164725,1,1
2875,5.601465394354106,3,0
2962,0.4685908209233336,1,1
1929,4.218012172786558,2,0
8174,7.223191139900981,0,1
2719,14.607971064539669,1,0
7492,13.198796601910782,1,1
5122,5.520569582189525,1,0
7032,8.13992273838218,1,1
8345,5.1125656142510785,1,0
5784,4.910606775346943,1,1
5478,11.953131474104701,0,1
8817,21.53618117048988,1,1
8342,1.7557725768280912,1,0
5954,3.2507220976994935,2,0
7876,2.572283247387959,1,1
6436,0.9040657539879535,1,1
1788,1.8936442187149085,2,0
9251,2.811418547739126,1,0
7724,4.7025126386689555,2,0
6391,8.874576321463987,2,1
854,4.186566530692188,2,1
6498,3.8535148672155177,0,1
3721,3.3052800440975973,1,0
6879,8.079687211678698,0,0
971,4.9251646805895115,1,0
9758,0.9117976311686926,1,1
2628,2.8402587622994977,1,0
6273,4.603742792064943,1,1
5368,5.076276599137246,0,1
6148,16.190402532593126,2,0
7730,7.038334203880444,1,0
6120,6.351199241441732,2,0
9734,0.6424945176611727,2,0
6540,7.245082762574933,0,0
2094,7.022754489411006,1,0
44,4.362525894666712,2,1
9591,8.0371852536771,3,1
3272,11.11045725669483,2,0
4417,2.6646847634955493,3,0
3663,6.590702767203038,2,0
2966,4.298799380221186,3,0
1544,3.572001153904213,1,1
4813,3.6293717215864696,2,1
6122,1.1169988111567473,3,0
4914,4.535352589023383,2,0
494,3.6437351815320773,1,0
9966,14.11237382648001,2,0
9181,1.9060850551497102,1,1
6793,1.9930793384332048,1,1
668,2.6114822324498173,3,0
145,6.721902909777327,2,1
2005,6.488551019913093,1,0
5410,5.627398917625443,1,0
4275,7.802448217158467,1,1
9793,3.737213090436848,1,1
1133,6.724292851677634,1,1
7157,11.175867492443896,1,0
531,13.344340789777096,1,1
3423,3.236907477268136,0,1
4218,6.6126096063998485,1,1
5076,6.11610222544969,1,0
555,2.9633737211966062,1,1
4402,7.602429746221956,2,0
4573,2.193702348302467,3,1
795,3.3514969671984485,2,1
3055,1.8626605952694257,1,1
8919,9.067415890194809,1,0
1593,0.4902816286492343,1,0
3143,3.289534520690699,2,1
6985,5.788563388496319,2,0
9074,11.735632538164452,2,0
9121,1.9230025225265597,2,1
3343,7.192564858794782,2,1
7682,3.8632802551685614,1,0
8046,2.564025636225427,2,0
6992,6.271949878582432,2,1
8436,2.8853917839881777,1,0
5200,0.7705219032367134,2,1
2495,2.2665283319715934,3,0
2761,7.792374376726405,2,1
5957,4.132248566534126,2,1
7817,5.908088126709835,2,1
3993,3.471191905035656,1,0
856,1.4898365645559015,1,1
8248,13.502180222220833,2,1
9129,2.720224178086915,1,1
4884,0.8559016001182287,1,1
1423,1.51147855952581,2,1
140,2.877134751088927,1,0
5571,7.444979753975645,2,1
1612,3.2000356350240384,1,0
7122,2.9500006925238127,2,1
2430,8.549445538266939,2,1
9122,17.285950928435106,1,0
6564,11.239561873173942,3,0
9187,10.809411359988966,2,0
8107,2.1732303197204934,1,1
8390,2.459472120089675,1,1
5367,3.3481102294911538,2,0
7574,5.332478812947716,2,0
302,5.394663625371583,0,0
6525,2.8322422475436158,2,1
7066,5.995341586519821,3,1
8512,6.542234740125178,2,0
6551,5.949354670939767,3,1
1390,8.728278921849991,0,0
1760,1.827887624491526,1,0
3707,9.941030899257063,2,0
7529,8.909026901765543,2,0
1163,12.998770188437927,0,0
8262,-0.23345769638985053,2,1
6015,3.730816496088517,1,1
1132,7.081145643054015,2,0
6859,4.66270564883691,2,1
1248,8.156956375244757,0,0
171,2.455268713605878,1,1
778,3.338388098417573,2,0
2304,4.464111764140722,2,1
7803,0.8282174055173459,2,0
6189,2.104405699102963,1,1
8899,9.079001918984797,2,0
12,13.095530602450586,2,0
2493,2.2324623468266727,2,0
31,3.1519564409759626,0,1
2899,6.827954476324404,2,0
2379,5.173776099243891,2,0
3266,7.941887751272699,3,0
6964,3.81727629709312,1,0
1243,0.09301680075914609,1,1
6334,6.8207340029173436,1,1
6077,3.8404860527558,1,1
5038,5.454277167206919,1,1
9803,1.879639300766998,1,1
4711,9.113276629290565,2,1
8584,3.247742414428716,1,1
345,2.0865441104532656,2,0
5946,3.6350435194841957,0,0
8210,10.98497524276436,3,1
1062,8.214175336480174,2,0
7588,5.07883134349934,1,1
6240,6.9267645083657285,2,0
5215,7.380522040863177,3,0
8860,2.047973514773571,2,1
2185,2.986238234186551,1,0
6421,9.454281177933478,2,0
6776,7.2682068127963015,1,1
915,10.457945218738674,0,0
2135,4.280791802234165,3,0
4331,13.050807524492946,2,1
6137,0.12107724317821356,1,1
6363,4.526808436929096,2,0
9928,11.305042087955401,0,0
136,10.514437668084888,1,0
6156,2.8769289347370233,2,1
772,1.7964323459646359,0,1
5504,2.4393437766071795,1,0
9084,6.557207054554314,2,0
8281,2.441500343078838,1,1
7685,13.743978850624536,3,1
9411,2.2227780412011806,1,1
1031,4.518515473161919,3,0
8728,3.592639793547576,2,0
1283,1.1455784949297587,1,0
951,1.5402443255252845,1,1
6869,5.0033918976371305,2,0
3347,3.515676535496767,1,1
4235,7.411820960934808,2,0
7786,7.674049000372852,1,0
919,10.143876612990704,2,0
5331,4.972695342595713,2,0
9041,7.08522526788467,2,1
6896,4.636997467625198,3,0
2193,11.849442242775227,2,0
4639,7.772124121637129,3,0
6990,5.575891255676856,0,1
6714,6.856571989915098,0,1
9807,7.411583922491123,3,0
9643,14.049395737498742,1,1
5212,5.205594131716671,1,0
6630,2.7402404949364096,2,0
5673,5.88359544391721,2,0
5705,0.6896432229844232,1,1
1606,4.325795082691675,1,1
9305,0.366434484442577,1,1
4188,1.0471605570522962,1,0
2860,3.55993751337012,1,0
5168,1.9005831837951277,2,0
21,1.1055443388371202,0,1
444,4.217225411512469,1,1
5233,8.37817588892187,1,0
6752,0.3653534765134776,3,1
2522,1.5904454810962636,2,0
878,3.521735535186526,3,1
1072,0.08446071594012416,1,1
196,6.275848953166944,1,1
7602,1.6989129580436382,2,1
6878,8.565339916056224,2,0
410,4.955578013082209,2,1
318,6.579591191266082,1,0
6280,12.286296448526233,1,1
5311,4.1244263850937255,1,0
3891,6.505415132118932,1,1
5583,0.5907929040275637,2,1
4169,1.7789832922617568,1,0
8807,3.5404972855383336,1,0
6576,1.3175886798022238,2,0
3933,3.368274822846992,0,0
1660,4.80612402094087,1,1
7959,7.4720778975964155,2,0
5769,1.8545004488856405,3,1
1614,7.652605829586239,2,1
2082,2.093901277960217,1,0
3733,1.6392032480880712,1,1
7580,5.44318196354517,1,1
5455,9.351977368128232,2,0
4084,7.727716621652505,1,1
3307,6.2829913291812405,0,0
8019,3.243740363639966,0,0
6983,0.26965210749442337,0,1
4810,5.722031065189608,3,1
1522,13.257739907671002,1,1
2164,4.168951834549286,3,1
9394,4.553667732276015,1,0
3845,5.953842628448986,2,0
5178,2.8763605528982095,1,1
4527,4.192916813143431,2,0
3401,2.2206996498320564,2,0
1960,1.3122684856692812,2,1
2877,10.9715545665942,2,0
2768,14.096325790572607,2,0
5795,3.1236275253928634,1,1
8754,0.8743040851072578,2,0
1540,3.7443371212495364,2,1
9549,2.1730135974925973,1,1
2622,1.8347811211711775,1,1
356,2.020844921777965,1,1
9245,7.57497528804722,2,1
4917,3.7111395316717517,1,0
1115,2.0160749867144268,2,1
3322,6.029681078715349,1,0
5782,4.4624098201585625,1,1
968,10.495578144080419,3,0
1678,5.274364100873103,3,1
7684,0.7358636676276051,0,0
6530,0.13149291008084818,2,1
6982,14.754261699963,1,1
5328,7.335341147936319,2,1
1112,10.395374916144007,2,0
6207,1.4199500064576593,2,1
5835,3.9432406113183474,1,0
7646,2.9357088010681687,2,0
2581,10.122126111833053,2,1
8920,7.71238713313627,0,0
418,5.297507280951539,1,1
7560,8.886114890038659,1,0
8498,6.019725364328062,3,1
1313,5.581605430184525,2,1
5294,7.192858951362771,1,0
8895,10.268160543024212,1,1
7917,1.8243065673927523,1,1
4251,0.9100996343766912,1,1
5597,7.979588172466956,1,0
8791,2.2423109306381637,3,0
9278,7.607206999532462,3,1
8923,2.7836369703967794,2,0
484,2.712529667257148,2,1
77,3.111801133326681,2,0
3546,6.655094460142558,1,1
4676,3.1430296830456808,0,0
6197,3.1340940133617545,2,0
7253,5.714821040564971,2,1
6229,6.302623850200369,2,1
8348,5.28971287667057,2,1
8956,7.919420860521822,2,0
9794,6.060545423316235,2,1
7813,9.564048459354256,2,1
7268,4.185801333093448,0,1
1655,4.039648802507599,3,1
4605,0.9259792806630478,2,1
4611,3.8196755205671904,2,1
5342,5.025405751706778,3,0
1397,7.433152911962127,1,0
373,15.623632356191784,3,1
2368,3.5117276300338096,2,0
3880,5.127477957124332,2,0
1327,6.077325611988418,1,0
7018,2.0424557518243396,3,0
967,1.6816573557477712,2,1
7291,2.8471410331350056,2,1
9363,1.4523811533698896,0,1
5045,1.0460376185740472,0,1
7170,10.888241922380402,2,0
5644,2.490567774476127,2,0
8965,1.0501580882290424,2,1
502,5.917772648108545,2,0
8388,12.532734935445532,1,1
3758,13.643843782669377,2,0
3187,4.926814249557399,2,1
8372,7.5917874917824175,1,1
6861,0.991613754703091,1,1
4205,9.912919802741976,2,1
6043,5.858134379845862,3,0
2220,3.2510496607990547,2,0
4208,8.254044658779844,1,0
6468,7.693347678246373,2,0
7015,3.8111923127232155,2,0
4669,3.3545151229530803,3,1
4578,16.659069153723948,2,0
8541,16.123484618563044,3,0
7883,2.4449136644428737,2,1
8680,15.490081563032309,2,1
9388,3.305664152505334,2,0
1364,4.244306431310224,1,1
889,2.1604468326341784,1,1
1864,5.220501652753891,1,1
1742,4.583525048784622,1,0
8893,1.6286303346741418,2,0
4145,0.5296984452225479,1,1
6602,0.4975459708712987,2,1
8146,9.437377033394133,1,1
5241,4.094076911141485,1,0
6354,3.518762730273373,3,0
9901,5.29292934792575,2,1
6567,2.5147824875869733,1,0
4549,3.849909548953343,3,0
3871,13.670604341775782,2,1
1718,14.495455028162366,3,0
465,8.797566801163907,3,1
414,5.691383328759463,0,0
5918,12.814309729444805,2,1
9818,2.0793530781592757,1,0
9436,6.341791954651136,2,1
2024,3.731185359860116,2,0
1652,5.314473266009553,3,1
9260,9.634910531488545,2,0
5447,10.334403194834298,2,1
4099,2.9488084075846857,1,1
6599,10.808070695919005,2,1
4873,2.8043624411915973,1,1
1210,5.250168917183654,2,1
4164,9.097382564898634,2,0
5310,2.987062835630401,2,0
5280,5.6172252280022,2,1
8300,7.152226641049044,2,1
4063,0.9903301853610484,1,1
2560,2.6886304744570007,2,1
6142,8.093131034747081,2,1
2458,7.527403569236737,0,1
348,6.778237027764629,3,0
8824,3.846479762357114,1,1
3676,2.1790887545764663,1,0
3084,2.333037311313641,2,1
8204,10.36376606667151,1,1
8562,2.3628025032456472,0,0
3201,0.47700556133167127,2,1
760,4.179029541954932,2,0
8057,4.093680071191115,2,0
5020,7.889485459223618,1,1
5291,9.108682796416343,2,0
4651,2.530430989616251,2,0
9958,2.163812555906301,2,0
8724,10.615987416402056,2,1
7870,2.4811087326322694,1,1
5163,2.545599062472522,1,1
9487,5.768409823818722,1,1
7906,0.9427770245567608,1,0
1297,8.062980679245358,1,0
5005,3.271202910642388,3,1
2056,0.9608133986535519,3,0
122,5.228846626557877,1,0
9999,2.8695655502033706,3,1
6153,2.458614452208161,0,1
