,Y
1610,0
5169,0
4517,1
2308,0
6450,1
4967,1
2806,1
4995,0
5342,1
5792,0
4683,1
6555,1
4661,0
1762,1
3929,1
3705,0
445,1
5364,1
936,0
7150,0
1040,0
3834,1
851,1
3836,1
557,0
2896,1
7057,0
5172,0
66,0
2346,1
4780,0
4130,0
1063,1
4050,1
3893,0
1172,0
3790,0
1663,0
6594,0
2407,0
845,1
224,0
5737,1
5748,1
7118,1
1510,1
5862,1
1749,0
2493,0
173,1
7363,1
7337,1
420,1
7168,1
5876,1
1392,0
582,0
3865,0
616,1
6438,1
641,1
36,0
5606,0
664,1
3033,0
6723,0
5084,1
236,1
2920,0
2655,0
5715,1
5893,0
5511,1
4430,1
5547,1
6506,1
5909,1
3401,0
1804,0
4948,1
2778,0
5287,0
6172,0
5020,0
3704,0
834,0
4118,0
5626,1
15,0
3454,1
4215,1
1694,0
4721,1
7068,1
2341,0
4455,0
5514,1
2017,0
2224,0
3642,0
7446,1
4918,0
6050,0
1281,1
3956,0
2525,0
7309,1
4770,0
6151,1
3833,1
3102,1
6060,0
4508,0
4853,0
3272,1
4015,0
6921,0
3826,0
741,0
4570,1
2469,0
521,1
5071,0
2763,0
3944,0
6039,1
5095,0
4319,1
2606,1
2444,0
3061,0
3097,1
3816,0
7453,1
4372,1
526,0
3892,0
4244,0
964,0
7450,0
7398,1
6063,0
2840,1
6707,0
796,1
6281,0
2425,1
3851,1
4704,1
6493,1
6256,1
2249,0
1653,1
6970,0
1918,1
6540,0
207,0
4722,1
5666,1
3583,0
6680,0
5767,1
2890,0
5462,1
529,0
7306,0
4339,0
5887,1
1148,1
4162,1
3492,1
855,0
373,1
2579,0
1349,1
3327,0
2437,1
2002,0
1526,1
991,1
3804,1
6173,0
5695,1
3289,1
1537,0
3937,1
482,1
6924,1
5840,1
7241,0
83,0
3775,0
7237,1
1893,1
186,0
5251,1
4558,0
7143,1
7288,0
7226,0
3236,0
5452,1
4960,1
1378,0
6291,1
1722,0
7255,0
6376,0
1620,0
5815,1
2560,0
7172,0
5712,1
116,0
7055,0
6251,1
977,1
306,0
5035,1
2722,0
1490,1
7294,0
6074,0
7103,0
6430,0
4143,0
2700,1
5541,1
4773,1
6467,1
6733,0
3823,1
3999,0
6216,1
6086,1
2429,1
6089,0
943,1
7442,1
1687,0
2963,0
9,0
6347,1
1756,0
4061,1
4706,1
5780,0
7081,0
7347,1
2731,0
6843,1
505,1
2709,0
4728,1
7275,1
3083,0
7090,1
2292,0
6126,0
5348,1
777,0
1176,0
4954,1
4410,0
2676,1
3541,0
3028,0
494,0
3988,1
3229,0
6768,0
194,1
7268,1
4685,0
3402,0
3242,0
5743,1
5710,1
1082,1
374,1
1265,0
4252,0
6781,1
4355,0
2416,0
2351,0
1016,0
4556,1
3052,0
4677,1
6483,1
4651,0
6326,1
5382,1
4581,1
1524,0
1406,1
5771,1
6275,0
6627,0
1240,1
1714,1
5724,0
5608,1
4808,1
2665,0
5345,1
5325,0
2961,1
5986,1
2230,0
7020,0
5607,1
7413,1
6742,1
803,0
7066,0
6735,1
479,0
719,0
3977,1
4220,0
4525,0
3337,1
47,0
1987,1
175,0
5059,1
238,0
6562,1
3213,1
229,1
6088,1
3321,1
292,0
919,1
6852,1
649,0
227,1
7136,1
4151,1
1382,0
5282,1
1622,1
6234,1
4549,0
3662,0
6489,1
691,0
6091,1
163,0
1994,1
285,1
462,1
3067,0
2244,0
6177,1
3489,1
6503,0
6254,0
6922,0
5075,1
4582,0
6308,1
3513,1
4102,0
4717,0
2834,0
3333,1
3433,0
4797,0
5336,1
4332,1
781,1
696,0
3314,1
5119,1
3576,1
147,0
3702,0
2970,0
452,0
7430,0
5195,1
6508,0
4923,1
4952,0
2024,0
7177,1
7219,0
7238,0
7342,0
2135,0
6596,0
5927,0
2130,1
6591,1
4528,1
4397,1
6884,0
6626,0
4505,0
4764,0
1298,1
5860,1
3140,1
6539,1
2882,1
85,0
6179,1
1674,0
2766,0
1396,1
3722,1
276,1
79,1
1583,0
3014,1
6545,0
6663,0
139,0
945,0
2315,0
7156,0
5646,1
4458,0
6753,1
1940,0
2112,0
3210,1
7201,0
310,1
62,1
6312,0
6473,1
2538,1
918,0
5469,1
4168,0
5970,1
2720,1
5335,1
6157,1
6093,1
2442,0
6615,1
2494,1
4803,1
5333,1
965,1
4782,0
6588,0
4951,0
714,0
191,1
6036,0
2519,1
4379,1
1971,1
2064,1
4956,0
6928,1
6702,1
889,0
4224,1
4804,0
5687,0
5233,1
2868,1
6273,1
6139,1
4601,1
721,1
1165,0
4173,0
701,0
2610,0
5625,1
7199,0
422,0
2582,0
7229,0
2826,1
3477,1
6428,1
3647,0
866,0
4043,0
4823,1
3714,0
7291,1
2656,1
5531,1
7079,1
424,0
5982,1
1220,1
2552,0
4541,0
1738,1
5900,0
2440,0
4459,0
5237,0
477,0
4363,0
1605,1
1326,0
1205,0
3105,0
4744,0
4408,0
1263,0
5636,1
3258,1
3164,1
566,0
5811,0
4617,1
7305,1
6354,0
3112,0
1061,1
1841,0
2229,0
6268,0
563,0
153,1
1444,0
4647,0
7235,0
875,0
314,0
2480,1
5744,1
1304,0
6585,0
2513,1
4164,1
5919,0
6178,1
2279,1
5851,0
3013,0
1316,0
2146,0
6336,1
870,1
4887,1
2664,0
2214,0
6858,0
6470,0
7459,0
4447,1
5012,0
6815,0
5996,1
4320,0
7344,1
6437,1
3887,0
7352,1
4891,1
5487,1
4579,0
3132,0
5732,0
252,1
4195,0
4024,0
2578,0
852,0
5032,1
4649,0
2909,0
1693,0
1724,1
5639,0
5137,1
3348,1
1681,0
377,1
2639,1
5911,0
3789,1
7026,1
4873,0
7077,1
672,1
4213,1
5760,0
4204,0
2094,1
2157,1
432,1
4662,1
1896,0
6759,1
1048,1
4810,0
2912,0
4260,1
5145,1
848,1
4336,0
3697,1
6621,1
2765,0
1492,0
3003,0
1167,0
3561,0
7451,0
7335,0
4190,1
1343,0
6349,0
548,1
2280,0
6871,0
7411,0
4323,0
5902,1
2058,1
3027,0
166,1
5657,1
1193,0
2097,0
1603,1
1654,1
6986,1
1336,1
1486,0
4616,1
3679,0
4481,0
3592,0
1145,0
944,0
4149,0
6801,0
5624,0
4862,1
3354,0
121,0
230,1
2068,0
3992,0
1773,0
3676,0
5949,0
4979,0
7387,1
5162,0
412,1
1555,0
6670,1
1540,0
6214,0
5872,1
520,1
1377,1
2413,0
313,0
2481,0
5052,1
949,1
3963,1
2236,1
1499,1
3740,0
6795,0
5655,1
2628,0
4851,0
5536,0
1935,0
2083,1
3840,0
33,0
4426,1
6519,1
7416,1
6384,0
6255,0
5255,0
1948,0
2475,0
577,0
894,0
821,1
1435,0
6945,1
7060,1
910,0
1076,1
4924,0
1347,0
1272,0
6278,1
1034,0
1989,0
1007,1
1068,1
3791,0
3641,0
2175,0
1824,0
363,1
2297,1
3464,1
3057,1
5041,1
3813,1
4158,1
2739,0
6000,1
5244,0
593,1
5501,1
2281,0
4781,0
7047,0
3693,1
2284,1
634,1
5569,0
2631,0
5629,1
792,0
3411,0
6824,1
5108,1
6096,1
6345,0
3415,0
4714,1
3653,1
2257,0
1237,0
6334,1
896,1
3555,0
1567,0
5601,0
1903,0
4580,1
4445,1
4578,1
990,1
3920,0
6212,0
3527,0
971,0
5493,0
6140,0
2363,1
5965,0
2802,0
4326,1
1227,0
5001,0
1381,0
1334,0
3007,0
6026,1
3382,1
1292,0
3923,0
3744,1
328,0
4640,0
1317,0
2782,1
2103,1
3219,0
4286,0
6391,1
1532,0
3947,1
617,0
4105,0
7249,1
1631,0
5786,1
2193,1
6059,0
5278,1
1070,1
3436,0
7400,0
2955,1
1628,0
3931,0
6650,1
1679,1
6560,0
5835,0
6783,0
5497,0
440,1
6252,1
5238,0
3584,1
4755,1
1606,0
6978,0
4673,0
3190,0
2220,0
6838,1
6227,1
4700,1
5677,1
3792,1
5206,0
1035,1
4025,0
6118,1
1598,0
2125,0
3178,1
7040,0
3631,1
4245,1
6099,0
4331,1
2042,1
428,1
947,1
2299,1
2060,1
3629,0
1449,0
5403,0
7253,0
1830,1
6202,0
6398,0
698,1
6929,1
6737,1
5077,0
7023,0
2430,0
6454,1
6790,1
1153,1
3726,0
4202,0
5332,1
5632,1
1469,0
3630,1
6739,0
3264,0
7123,0
6047,1
1297,1
93,0
7038,0
7111,1
2205,0
2025,0
4771,0
4533,1
2289,0
1253,0
2751,1
5129,1
208,0
2539,0
3076,0
4634,0
5410,1
5103,1
835,0
2851,0
5123,1
6007,1
324,0
1960,0
6564,1
3984,0
5800,0
6469,1
6065,0
1065,1
3794,1
312,0
770,1
3456,1
4283,0
3721,1
2152,0
5503,1
2291,1
4467,0
825,0
7001,0
55,1
1012,0
3508,0
7368,1
3266,1
2818,0
6412,1
2446,0
2339,1
3106,0
5299,1
2689,1
404,0
5576,1
406,0
4441,0
3795,0
4325,0
555,0
3909,0
1232,1
7327,0
1588,0
724,0
994,0
2215,1
5697,0
1445,0
6610,0
6706,1
4377,1
7035,0
3009,1
7345,0
1255,0
2744,1
7215,1
2879,1
6592,0
2644,0
2004,0
1102,0
5293,1
7357,0
3504,0
1584,1
109,0
6243,1
4233,1
111,1
5159,1
7247,1
786,1
6135,1
1241,0
873,0
807,0
2101,0
3624,1
7063,0
4665,1
3728,0
6002,1
4699,0
3286,1
1022,1
504,0
6937,0
2943,1
1010,1
5954,1
6464,1
3025,0
1072,0
2708,1
7349,1
5199,0
6408,1
6908,1
5575,1
4787,1
4201,0
113,1
6818,1
5856,0
828,1
4191,0
1159,0
527,1
4858,0
5921,0
7131,0
6699,1
3845,1
2967,0
4861,0
156,1
7187,1
743,0
6745,0
4869,0
7041,0
3516,0
685,0
6895,1
668,0
2894,1
1348,1
3509,1
6688,1
463,0
1324,1
3876,1
2254,0
1678,0
7445,1
1808,1
613,0
6276,1
2357,1
3755,1
1222,0
2003,0
2901,0
6477,0
243,1
3890,0
5513,0
6352,1
4784,0
1890,0
6569,0
1320,1
3295,0
2564,1
764,0
4830,1
6055,1
739,1
5433,0
6511,0
6796,1
6906,1
6938,1
5956,0
7002,0
2381,0
289,0
752,0
4745,1
226,0
1785,1
5324,0
7356,1
1411,0
5109,0
4564,0
5104,1
3844,1
7059,0
4559,1
86,0
56,1
4470,1
6488,0
6904,1
7178,1
3169,1
3011,0
3530,0
4639,1
5181,0
4229,0
383,1
6628,0
6390,1
5903,1
544,1
4230,0
1599,0
1028,0
2488,1
6220,0
5310,0
7155,0
1389,0
473,0
1875,1
6776,0
214,1
57,0
6444,0
583,0
7396,1
6339,1
2148,0
3649,0
7062,0
2797,0
5649,1
4831,1
7120,0
3604,1
3183,1
1472,0
636,1
3841,0
3638,0
1261,0
1566,0
5228,1
94,0
5248,0
5867,1
1665,0
7367,1
3431,0
3537,1
1946,0
1731,1
5805,0
6419,1
3832,0
5926,0
3810,0
3086,1
6941,0
5753,1
1570,1
4535,1
3212,1
1379,0
4536,1
6461,1
2325,0
7163,0
4391,0
415,1
1457,0
4095,0
4009,1
5178,0
4625,0
5413,1
136,1
5033,1
5533,0
5056,0
4702,1
5311,0
3430,1
1970,1
3078,0
2768,1
217,0
6704,0
2393,0
5051,0
6860,1
5112,1
782,1
3122,0
7466,1
4527,1
2529,0
2911,1
2903,0
3733,0
2237,0
2166,1
416,0
7158,1
2174,0
5346,0
4929,0
6301,0
7353,1
6715,1
3623,0
4973,0
6052,1
1607,0
4368,0
2650,0
7174,0
12,1
3441,0
7232,0
447,0
4991,0
4626,1
110,0
7105,0
1069,0
3578,1
2287,1
6404,1
1936,0
4475,0
6977,1
1922,1
302,1
6482,1
6774,0
3762,0
5338,1
2269,0
914,1
2350,1
5014,1
1871,1
5733,0
1026,0
6892,0
3200,1
315,1
5460,0
7296,1
6209,0
3949,1
3186,0
3601,1
3412,1
6146,1
3087,1
5813,0
6277,1
4222,0
5440,1
1372,0
6595,0
427,1
5730,0
3667,0
799,1
778,0
6249,0
2786,0
847,0
4898,1
1836,1
3902,0
5366,1
955,1
1473,0
250,0
4080,1
349,1
2270,1
6944,1
7101,0
6576,0
6526,1
4901,0
1124,0
3882,0
5936,0
5684,1
525,0
6932,1
3925,0
4262,0
2995,0
6415,1
3539,1
5869,1
5555,0
5844,0
1408,0
1929,0
3487,1
6378,1
4018,1
1550,0
4306,0
1117,0
3035,0
5798,0
6959,0
177,0
6190,0
5559,0
6905,1
3351,0
1006,0
1412,0
5397,1
7033,1
2041,1
293,1
1920,1
6857,1
2503,0
800,1
369,0
2385,1
789,0
4560,1
1357,1
2853,0
6533,0
7438,1
4198,0
1563,0
4845,0
5604,0
3968,0
6954,1
2144,1
7164,1
5934,1
3241,1
4736,0
5708,1
7144,0
3346,0
1611,0
3316,1
5448,0
77,0
2361,0
3262,0
2510,0
7281,0
5585,0
3805,1
5485,1
2884,0
3614,0
3717,0
6505,0
1864,0
1250,0
3506,0
1759,1
4405,0
6750,0
4240,1
5124,0
1905,1
1138,0
6194,0
5157,1
2652,1
255,0
5859,1
1488,0
6189,1
4006,0
1862,0
5280,1
6879,0
4001,1
4783,0
5652,0
6296,0
5128,0
3326,0
2951,1
5566,1
7252,0
4485,0
5269,0
119,0
5885,0
6877,1
2678,0
2450,0
757,1
4335,0
4177,0
3154,1
4637,1
1067,0
6330,1
5405,0
3383,0
929,1
6761,1
5100,0
2219,0
5038,1
1234,0
1095,1
2743,1
340,1
1059,0
5651,0
6337,0
3143,0
4980,0
2436,0
4955,1
3075,0
3309,0
6989,0
5441,1
871,1
4816,0
3922,1
3701,0
5620,0
5049,0
141,0
198,0
5878,0
319,0
4607,1
7427,0
5201,1
5901,0
162,0
1648,1
2061,0
5368,1
2944,0
514,1
174,0
2075,0
5363,0
4762,0
1104,1
2695,0
6925,0
4193,0
6441,0
5328,1
5321,1
1529,1
3019,0
347,0
643,0
1817,0
5219,0
4820,1
3862,1
4748,1
39,0
5459,1
5998,0
2723,0
1177,0
6043,0
1141,1
6226,0
5477,0
4343,1
6798,1
6176,1
6197,0
5894,1
2985,0
421,0
2049,1
7102,0
3901,0
3985,0
3458,0
1096,1
2198,1
2217,0
1309,1
731,1
277,1
4315,0
3184,1
4417,0
4867,1
6832,0
2965,0
2568,1
3311,0
3565,0
3000,1
5017,1
2608,1
6982,1
339,0
6811,1
5819,1
2006,1
5317,1
4498,1
6728,0
3962,0
523,1
3544,0
4490,0
3543,0
6462,1
6383,0
3696,0
3930,0
5720,1
993,1
3610,0
533,0
2543,1
3378,0
5799,1
1285,1
4439,0
4120,1
1393,0
6193,1
4253,1
2752,0
1829,1
6443,0
5070,1
4446,1
1420,1
3785,0
750,0
2238,1
4916,1
1642,0
560,1
6359,1
3771,1
184,1
6130,1
6641,1
967,0
402,0
4390,1
4539,0
3994,0
3118,0
1183,1
3799,0
4420,1
5937,1
2794,0
5599,0
1707,0
1394,1
1370,0
3590,1
2741,0
5772,1
2872,1
2614,0
2478,0
2170,1
1173,1
4971,0
1967,0
1789,1
4425,0
4270,0
5978,0
7054,0
6521,1
4877,0
2117,1
3619,0
3476,0
1198,0
1092,1
2332,1
5525,0
917,1
7338,1
5187,0
6474,0
1531,0
4457,0
1271,0
983,1
6127,0
2014,0
4619,1
6726,0
1262,0
7469,1
6867,1
703,0
1795,1
6740,1
1849,0
2728,0
1246,0
359,0
6807,0
2670,1
5194,1
6957,0
975,1
123,0
3857,0
1973,0
4795,1
5788,1
5188,0
2532,1
760,0
744,0
201,0
3811,0
60,0
2855,0
678,1
4005,0
1422,0
1228,0
2958,0
5406,1
5779,1
3745,0
3307,1
2980,1
4071,1
5507,1
1091,1
2946,0
2499,1
5170,0
1853,0
6757,0
5941,0
2993,0
1677,0
7333,1
44,0
3580,0
1680,0
3486,0
4308,0
1659,0
5043,1
2841,0
822,0
3517,1
7295,0
4365,0
5797,1
6155,1
1636,0
1938,0
4958,0
736,0
6942,1
3869,0
5009,0
7239,0
3425,0
1103,0
1668,0
1330,0
3691,1
551,0
295,1
446,0
6420,1
2306,0
3655,0
2,0
6116,1
3427,1
4057,1
5211,0
5947,1
7154,0
3256,0
1404,1
4596,0
3975,0
5612,1
1763,0
316,0
3320,1
3941,0
7418,1
3936,1
546,0
622,1
7458,0
1593,0
3180,0
3018,0
7231,0
5002,1
6058,0
6888,1
2272,0
3017,1
4894,0
6710,1
6322,1
3340,0
4798,0
4511,0
387,0
5750,1
108,1
37,0
1673,0
5933,1
367,0
5777,0
6847,1
2477,0
5343,0
7200,1
2158,1
4026,0
712,0
6409,0
1952,0
1986,1
1615,1
2601,1
4473,0
5761,1
1351,1
2266,0
2893,1
3217,0
1427,1
2204,1
562,0
409,1
2758,1
3884,1
7328,1
1513,0
6031,0
4609,1
6934,1
1538,0
1110,0
2043,1
7162,1
1800,0
2223,1
3420,0
4575,0
7371,0
2150,1
5176,1
4166,0
1725,1
1509,0
2800,1
6633,0
2311,1
4758,0
5990,0
2132,0
6764,0
6122,0
2098,1
6984,0
99,1
2001,1
1860,0
3392,0
5538,0
5245,0
3818,1
3872,1
601,1
2881,0
1031,0
980,1
105,0
1132,1
903,0
3044,0
4034,0
7212,1
3718,0
6674,1
5854,1
3080,0
2837,1
4576,1
3155,0
5295,0
6581,1
5016,1
249,1
6677,1
2571,0
2996,1
2595,0
2203,0
2133,1
1666,1
1684,0
3139,1
5018,0
6385,1
4373,0
1706,1
3290,0
4667,1
2302,0
2790,0
5040,1
7313,0
4356,0
4690,1
4014,0
5562,0
6207,1
4992,0
5690,1
4284,0
2599,0
1502,1
3490,0
5822,1
2592,1
2524,0
1425,0
1726,1
6327,0
4618,1
1155,0
4604,0
2504,1
6082,0
2188,0
4566,0
7009,0
2815,1
4037,1
7434,0
2559,1
2438,1
5215,0
5529,1
5711,1
5301,1
5396,0
23,0
4688,0
1602,0
2928,0
1641,1
3468,0
1416,0
69,1
7093,0
5766,1
833,1
3821,1
6486,1
4389,1
3299,1
3531,0
1787,0
2997,0
1669,0
5518,1
7339,1
7428,1
5857,0
2248,0
1400,1
4039,0
3381,0
4170,0
1543,0
2026,1
1877,0
3768,0
1906,0
7129,1
6460,0
1084,0
6546,1
7153,0
2600,0
4243,1
233,1
7359,0
7188,0
5227,1
2721,0
1771,0
2013,0
6940,0
4707,1
2645,0
6658,1
4127,1
2585,0
222,0
4207,1
5093,1
2637,1
689,0
3754,0
5671,0
2925,1
5545,0
6976,0
7464,1
3202,0
1645,0
5791,0
4847,1
4013,0
1058,0
1571,1
726,0
7209,1
2021,0
6766,1
6453,1
1066,0
1807,1
2862,0
6304,0
6551,1
5870,1
1801,0
6827,1
4049,0
251,0
7203,1
332,0
2691,1
3240,0
1798,0
1478,0
81,1
4506,1
486,1
1413,0
4150,1
2465,0
1087,1
1778,0
716,1
204,0
3924,1
2275,0
1776,1
2329,0
3010,0
902,0
1501,0
3103,1
574,0
3015,0
3032,1
4461,0
223,1
3054,0
3041,0
7198,1
1245,0
3955,0
1236,0
4395,0
3842,1
489,0
5619,1
3518,1
5704,1
3520,0
200,0
1109,1
2265,0
2211,1
3119,0
209,0
963,1
6245,0
4935,1
5400,0
1433,0
2396,1
2129,0
639,0
145,0
909,1
6355,0
771,0
6919,1
1367,1
7134,1
7161,0
7107,1
5589,0
146,1
801,1
673,0
2335,1
6622,1
5166,0
5050,0
7463,1
6520,1
4860,0
7417,1
7303,1
2899,0
1482,0
2228,0
5138,1
4116,1
5549,1
3173,1
2577,1
927,1
4469,0
2905,1
5729,0
6468,1
3996,0
591,0
2027,0
5082,0
7220,1
838,0
4293,0
6283,1
3659,0
6011,0
3665,0
4084,0
7083,1
6775,1
3636,0
4070,0
2331,0
6955,1
2810,1
3900,0
3073,0
5707,0
654,1
3997,0
4749,1
5689,0
2932,0
1353,0
1225,1
5063,1
4710,0
4608,1
2654,1
6578,0
710,1
2662,0
7160,1
1116,1
3368,0
1930,0
1876,1
3853,1
5106,0
3047,0
2518,0
4892,0
5951,1
1331,0
7409,0
7377,1
6515,1
2033,0
1775,0
6405,1
4934,1
3913,0
2349,1
5099,1
5192,1
2285,0
5846,1
4370,1
6124,1
5209,1
5468,1
3161,0
6449,0
2892,0
3142,0
261,0
3889,1
1273,0
7094,1
3500,0
7402,1
4747,0
4358,0
2073,0
1733,1
3847,0
969,1
2635,1
5340,0
5365,0
1020,0
3176,1
5425,1
4591,1
7298,1
7242,0
1126,0
5357,0
4846,1
2464,1
2964,1
3409,0
1013,1
570,0
4137,0
5212,1
5330,1
686,0
5239,1
5241,0
6605,1
5065,0
4054,1
572,0
2822,1
337,1
1760,0
958,1
1709,1
3226,1
580,0
6703,1
3121,0
5512,0
6332,0
7277,1
6785,0
4145,0
2792,1
860,1
7147,0
6846,1
5171,1
4212,0
388,1
1753,0
1312,1
7244,0
5964,0
4605,0
1180,0
2323,0
2811,0
3470,1
1301,0
1310,1
669,0
2891,0
844,1
3324,0
2154,1
5841,1
6174,1
6765,1
6738,0
2549,1
2056,0
299,0
3871,1
3896,0
6048,1
155,1
2187,0
5976,0
2454,0
2460,1
3627,0
4040,1
4776,1
5478,0
6494,0
1558,0
3609,1
6624,1
1750,0
104,0
1460,1
3404,1
6800,1
2476,0
3031,0
3426,1
1975,1
2821,0
1376,0
7392,0
6284,1
5054,0
380,0
2110,0
6572,1
6138,1
3388,0
6793,1
3788,1
3082,1
3633,0
3906,0
3406,0
3932,1
1596,0
4852,0
6265,1
4730,0
3283,1
3864,0
5895,0
3450,0
6582,0
241,0
2581,1
2527,0
6204,0
1619,0
3331,0
346,0
2971,0
6760,0
5685,0
3469,1
2138,0
4219,1
3125,0
4067,0
3410,0
3159,1
6451,0
652,0
4642,0
1950,0
5015,1
882,1
82,0
5110,0
1463,0
5776,0
5369,1
2386,0
7166,1
3964,1
2981,0
4362,1
4989,0
2641,1
1279,1
4742,0
2261,1
4915,0
651,1
5616,1
2976,1
1741,0
915,1
1160,0
5831,0
2298,0
3660,1
3443,0
2681,1
2761,0
6897,0
3709,1
667,1
4077,0
5250,0
585,0
1956,0
715,0
702,0
35,1
95,0
6016,0
2183,0
2354,0
3532,0
6964,1
1992,0
1327,1
4614,0
2966,0
5849,1
4392,1
6145,1
3870,0
2497,1
2180,0
5381,0
2374,0
2406,1
1450,0
51,0
6182,0
3685,1
5114,1
5121,0
4686,0
5915,1
4436,1
4265,1
3115,1
1892,0
2111,0
351,1
1019,0
4974,1
6371,1
4500,1
4660,0
5174,0
4237,0
7325,1
7304,0
4565,0
7424,1
4046,1
352,0
2472,1
5686,0
3680,1
4096,0
2506,0
7214,1
2931,0
7358,0
2047,1
1346,0
334,0
5654,0
7308,1
4027,1
2673,0
5836,0
1456,0
2317,1
6917,1
3986,1
1996,0
4468,0
2640,0
1736,0
2942,0
4209,0
6402,1
1344,0
5597,0
1869,1
5989,0
4289,1
6080,1
7473,1
281,0
620,0
5153,0
6343,1
348,0
3074,0
3748,1
2137,0
3282,0
506,1
594,1
1387,1
1712,0
6635,0
550,1
2118,1
6893,1
5271,0
519,1
2860,0
187,0
5326,0
3967,0
4546,0
2947,1
4701,1
5688,1
3801,1
6098,0
7380,0
737,1
7042,1
6780,0
4774,1
1107,1
762,1
4106,1
1686,0
3523,1
354,1
3582,0
210,1
6183,0
5628,0
4499,0
1819,1
1219,0
2850,0
1587,0
2398,0
2957,0
7324,1
4452,1
6071,0
220,1
2005,1
484,0
6351,1
4994,0
2536,0
4687,0
2053,1
4463,1
849,0
6502,1
1508,0
2365,0
6667,1
924,1
2556,1
4792,0
2867,0
7000,1
3594,0
6747,0
1328,0
4969,0
952,0
6109,1
5656,0
7113,1
6782,1
59,0
2615,1
3699,0
3914,1
183,0
5571,0
6333,0
164,0
2690,0
1818,0
7457,0
7091,1
3533,0
773,0
4903,0
5524,1
772,0
2067,1
5973,0
2781,0
2143,0
1943,0
1904,1
6340,0
