,P,Q,A
9208,6.876854045767249,0,0
9091,6.989143194240802,3,1
6915,1.940846302819795,3,1
6406,3.3421151329285363,1,1
4045,7.0019699822186166,2,0
5407,1.647954687026787,2,0
9933,12.311165940504,0,0
9161,-1.2943764491386562,1,1
7727,2.410622507515884,2,1
6817,4.404138223288104,2,1
3243,4.558404109683968,2,0
2562,-2.115589636714077,0,1
7594,1.814586523419845,2,1
2058,6.958517290570241,1,0
808,7.6704433961439324,2,0
1022,2.6696293229391412,2,0
3161,6.252263458042969,1,1
8576,9.219894266863005,2,0
7701,-0.3874445496490999,2,0
5974,3.3042285008733847,3,1
4913,1.9080155385305648,1,1
5025,5.073248436166722,2,0
2372,-3.0980534725225817,1,1
2963,3.1019549269830202,1,0
8974,8.644142755821989,2,0
530,-0.3388955149819499,1,1
2017,-1.532282139976297,2,1
7637,-1.582357757510546,0,1
6888,10.15518307844335,3,1
2813,0.2864979152890974,1,1
567,0.7214851262583917,3,0
8787,-2.6971904634535013,1,1
9867,12.390899995024299,1,0
5053,5.327578214794926,2,1
9577,2.1084449694029574,3,1
6562,-0.0014442695796928473,1,1
9962,1.2992783350304116,3,1
2064,3.18602833899294,0,0
8080,-4.110916666848719,1,1
3804,12.157063386506525,1,1
9590,0.45159703125053063,1,1
2922,2.1274364003458195,1,0
7118,2.8596579154108634,2,1
5682,4.609251934508479,2,0
2320,-2.2561766253190245,2,1
8898,3.4052489914596467,0,0
9581,-4.914792490075493,3,1
3236,1.9344899313021913,3,0
640,11.490490405139418,2,0
8656,5.468332463331966,1,1
9344,2.301798531490627,3,1
9766,-0.38676394514217605,2,0
5033,4.975530360706687,2,1
4093,3.797573237455658,1,0
4136,-3.872157646658897,0,1
8823,-0.6972635534268807,1,1
801,3.4488138631881564,0,1
5948,4.474048830260259,2,0
5158,-4.537767344027561,1,1
9532,3.3138596105252334,1,0
3398,5.882279737577451,1,1
5897,4.803323667488532,1,0
4918,4.622950137235799,2,0
166,12.383231009522017,1,1
7430,-1.634050329459374,2,1
3286,-0.5012060422290108,2,0
2178,0.15657669132453375,1,1
4607,7.653701406589748,0,1
521,0.7317063370624926,0,1
7984,0.43719378215155325,0,1
4252,1.907643731177512,1,1
1842,4.753227082638959,1,1
3777,2.832294803335417,2,0
3836,15.20692460737472,1,0
9292,1.0810607458057522,3,1
9194,3.0943750507237677,2,1
1159,6.937910648078363,2,0
5807,5.056207887185249,3,0
4681,-0.9907577740797617,2,1
3568,11.270926362240614,1,0
8968,9.323049879416775,1,0
8714,6.14439134903511,3,1
6316,3.3332067181698144,1,1
4803,7.338308766220607,1,0
2356,-2.776435937127436,1,1
8132,5.964818842122305,2,0
6098,16.45914771580541,1,0
213,9.472300648949872,1,0
1176,1.24977666805812,1,1
8944,1.5793801846300477,0,1
1286,4.424214805330928,2,1
7762,1.5136510765629427,2,1
2753,-0.6157199289174552,2,1
3012,4.876246007389778,1,0
5296,2.5636933432856592,1,1
1118,2.130902885613236,2,1
3106,0.6176390461540892,2,1
5462,0.693357562395079,2,0
2880,1.226384191181768,2,1
2035,0.9045077873803316,1,1
6489,-3.6312288257481686,2,1
180,4.427511044521525,2,1
1374,7.919149547678817,0,1
939,4.492887634557186,1,0
1441,1.4462938613792753,2,1
2828,14.237607092345852,2,0
5608,12.527659098005671,2,0
6366,7.975959674386422,1,1
6070,20.405593198608447,1,1
2812,0.3979890349191083,2,1
1435,2.884352427052959,1,1
7751,-1.938410638579818,0,1
8154,4.090765495490725,1,1
1078,2.904677482035545,0,0
6828,3.2891833418572003,2,1
2226,13.742581405347847,2,0
2227,7.79914108222531,1,0
4215,-0.341190143877411,0,0
787,4.189662894441969,2,0
79,3.4430594664625103,1,0
9186,17.605444338297318,2,1
4648,12.892473473344587,2,0
85,-3.840839565996232,1,1
535,8.407934916110877,1,0
1140,1.0028936421255799,1,1
4377,9.057149313461352,1,0
9583,2.2849238602089597,2,0
4576,13.03698497252197,0,0
4388,2.6753792205659157,2,1
7666,3.59454470280601,2,0
8949,2.509387646108423,1,1
8016,0.02786690571609901,2,1
1274,2.033715142296966,2,1
8346,3.94795944958204,1,1
495,7.708879750744037,1,0
888,1.1936362102881033,2,1
7518,3.229766881132757,2,0
7216,15.737320131294071,2,0
6555,-3.4749160023513617,0,1
5385,1.2417004861292547,1,0
9310,8.233005563632323,1,0
1049,11.19534875799561,2,0
8958,0.26974896838813134,1,0
18,4.218606530971986,2,1
3214,-1.8106224374633744,3,1
4382,15.85442316746241,0,1
4867,13.681455397326776,3,1
1571,10.28045297395483,2,0
7869,-0.058413946941858086,2,0
5665,12.505611482148732,2,0
7356,9.359148475437289,2,1
7167,20.24822008664494,2,0
3123,2.13200391519993,1,0
6211,3.0408482074994683,2,0
3509,12.01442926452075,2,0
1568,4.747622715475844,2,1
8040,9.361502238431697,3,0
3353,-2.8154595790407804,0,1
7362,-3.6693336203770497,1,1
4615,6.6626906293595365,2,0
6041,12.117212447685132,1,0
1126,-0.7623315998334114,2,1
8000,1.611922713601548,2,1
573,6.638039656793244,2,1
3267,-3.4985818237017963,3,1
9494,-1.073854540839886,1,0
7351,0.7722882078296783,1,0
4781,5.7000904494168365,2,1
8428,0.8336746181762162,0,1
5271,15.024686967822477,3,1
6741,4.173215588289552,3,1
1501,3.1766878599124877,1,1
8844,11.208087999060055,1,1
3315,6.89142386612879,1,0
687,1.121046373264734,1,1
629,4.65184634588384,2,1
4944,-0.4298207155900525,1,1
4337,0.3530752141943898,2,1
5214,3.316594660168252,0,0
4621,2.7079143292392285,2,0
5958,0.8703428954334554,1,1
4664,11.62276906375293,2,1
585,3.1284041737470862,3,1
6188,6.760357526248905,1,0
8052,5.964435657012675,1,0
6065,0.21039069986802783,1,1
8038,4.051738673742455,2,1
7856,4.916084849396623,1,0
7799,4.185800326126369,0,0
6180,2.163881523310515,2,0
1666,16.79409475837717,0,0
4742,3.72774105009775,2,0
3195,-1.2364529328846652,0,1
2515,0.025798926105666364,0,0
7274,6.746602131160311,2,0
2506,-0.5857399843747357,1,1
6829,-0.5173571566935524,1,1
2396,8.380501249950896,2,0
6798,3.419156782837884,1,0
433,1.8760131363999117,1,1
2956,7.274405297106946,1,0
7009,1.960196055026839,2,0
9489,-1.828419920653724,2,1
6089,-1.6883344142549812,1,1
9395,4.504204597263993,3,0
1867,10.937722783781675,0,0
7764,18.993160622131814,1,0
724,0.27683396561281315,2,1
9448,12.989347102360767,1,0
8815,13.093001375097897,1,0
1974,2.4437989801319766,1,0
6520,-0.8299033763865095,1,1
6264,-0.43107228560260824,2,1
1304,6.243212350432729,1,1
2234,10.853232812364276,1,0
8337,8.049019085561772,0,0
8921,4.26937379480171,2,0
8310,8.084925691945571,2,0
3410,0.6937216168451327,2,1
4,14.988709529690231,2,0
5646,8.481100646828992,0,0
3729,-0.8860359971663809,1,0
8198,0.5009808083488128,1,0
6532,5.714191111954744,1,0
582,1.0668975011722621,1,1
9645,0.7587172572943759,3,1
875,5.552992916484786,2,0
1473,-0.45743371435046365,1,0
4408,-0.17536674347476566,2,0
3651,1.7889124532447953,1,1
6778,4.6402141679200515,1,1
9918,7.101292331591692,1,0
7474,-0.008600481516305436,0,1
6633,1.357765848695378,1,1
8110,-3.949056514087882,1,1
1693,-0.7043607342972109,1,0
9830,3.472209912914264,2,0
5614,4.8047501798632055,1,0
8698,6.869076278603329,3,0
3310,7.909105714898702,2,1
812,5.747407240440919,1,1
1264,10.001210591106938,2,0
6172,-1.6010870879378953,1,1
892,5.370869457801752,0,0
6080,-4.146219473583621,3,1
1726,12.161019864497936,2,0
5759,15.693464263722724,2,0
7988,0.44704610816172474,2,0
9791,8.212356534625384,3,0
3443,5.266336386315357,2,0
5316,9.119018004540747,3,1
8942,2.9633950683856805,3,1
2401,1.5572255265779034,1,1
5336,2.1669278039913813,0,0
5155,5.459809802108626,1,1
8101,1.0791800958376592,2,1
1695,2.218630353383115,3,0
6439,3.8481193487629426,3,1
4503,10.345381706519312,2,0
5371,5.107967720829211,1,0
8124,-0.7385166480296017,3,1
852,-1.1269357817182089,2,0
5843,-2.81364440904059,0,1
9352,1.7797782640010538,0,1
3130,-1.035035564526276,2,1
4226,4.391319260286034,1,1
2875,7.578457334311027,3,0
2962,-1.6151000809152825,1,1
1929,7.203522880050606,2,0
8174,5.015209686310755,0,1
2719,13.065309906324245,1,0
7492,8.040858754902574,1,1
5122,8.380174498040278,1,0
7032,7.663054113994404,1,1
8345,3.824733017431993,1,0
5784,6.368823274125923,1,1
5478,9.637272405970839,0,1
8817,18.066290993496487,1,1
8342,1.7961479928645545,1,0
5954,2.0248250945340303,2,0
7876,2.5872803394950012,1,1
6436,-0.39167988412469645,1,1
1788,4.837458584224601,2,0
9251,3.682472886546364,1,0
7724,2.4478725246373014,2,0
6391,11.03153732768242,2,1
854,1.8286852556395137,2,1
6498,-0.8845909979347488,0,1
3721,-1.0267130904255835,1,0
6879,6.3522068702352765,0,0
971,5.5892138847493875,1,0
9758,-1.862206001804961,1,1
2628,4.953779990005227,1,0
6273,1.0835813726502241,1,1
5368,6.829444027737315,0,1
6148,15.765805317701957,2,0
7730,5.023237522981712,1,0
6120,5.638416830397693,2,0
9734,2.0784812813540294,2,0
6540,9.54335407337353,0,0
2094,4.669458660776863,1,0
44,3.5797467724546803,2,1
9591,4.196970587445542,3,1
3272,13.446619221277736,2,0
4417,3.251150176661853,3,0
3663,9.544733430014624,2,0
2966,4.220425338719153,3,0
1544,-1.9670892159336733,1,1
4813,5.805996751327278,2,1
6122,0.8325868379378834,3,0
4914,6.326543206147251,2,0
494,4.404186441389595,1,0
9966,12.39363511637963,2,0
9181,-1.750037413026035,1,1
6793,0.3172073610348639,1,1
668,2.5907682445866937,3,0
145,3.186212442913784,2,1
2005,8.89856994053782,1,0
5410,6.451317609833911,1,0
4275,4.457848877551428,1,1
9793,-1.8286491384376973,1,1
1133,5.190614699776512,1,1
7157,12.305429091609836,1,0
531,14.13329835733247,1,1
3423,-1.3184656335213312,0,1
4218,2.4969578081439683,1,1
5076,11.054005941150754,1,0
555,-1.8406796423233165,1,1
4402,10.531594365919219,2,0
4573,0.44823258870362703,3,1
795,-0.5530739438427209,2,1
3055,-0.3033007991382589,1,1
8919,9.150966578773929,1,0
1593,0.3303153206719036,1,0
3143,-0.22507314239499498,2,1
6985,7.672975199391495,2,0
9074,9.961033979223782,2,0
9121,0.1208079432773046,2,1
3343,2.9832462342001644,2,1
7682,2.274607346030575,1,0
8046,3.8300704292160432,2,0
6992,5.515431034386653,2,1
8436,4.202716355772004,1,0
5200,-3.345635596334489,2,1
2495,-0.7504368799177095,3,0
2761,5.533220200491023,2,1
5957,1.7139557372924386,2,1
7817,5.395763505877247,2,1
3993,6.6464338954314695,1,0
856,-2.888348686484241,1,1
8248,10.360983928850048,2,1
9129,-0.2300319185908399,1,1
4884,-0.3727416698420287,1,1
1423,-3.6839246259672085,2,1
140,3.0289767975456665,1,0
5571,1.7985264694698402,2,1
1612,0.1312763885574295,1,0
7122,-1.4183109238600422,2,1
2430,6.793511965747335,2,1
9122,16.995681268482368,1,0
6564,10.542881500744283,3,0
9187,10.432055228374706,2,0
8107,-3.8473468278056404,1,1
8390,1.4239095448875392,1,1
5367,3.8371926323549284,2,0
7574,6.376400222589722,2,0
302,6.767584543431627,0,0
6525,-2.0013232773682534,2,1
7066,5.159873987341234,3,1
8512,10.328598374368058,2,0
6551,4.708686929754222,3,1
1390,9.020919729095148,0,0
1760,6.648393994958095,1,0
3707,13.19059958834158,2,0
7529,9.849839842054422,2,0
1163,10.868326867017423,0,0
8262,-3.234466463009883,2,1
6015,-1.3781085003767672,1,1
1132,6.888655307846676,2,0
6859,2.648583922937268,2,1
1248,7.697670372490811,0,0
171,0.5695862614881957,1,1
778,0.3509520993431199,2,0
2304,1.9540874512929236,2,1
7803,-0.017346937133483897,2,0
6189,-1.033527343586321,1,1
8899,9.292773082824697,2,0
12,14.276335318887359,2,0
2493,1.9891031843596254,2,0
31,-0.457427989710805,0,1
2899,6.965561609438417,2,0
2379,8.926963032821487,2,0
3266,6.2752107535436945,3,0
6964,4.3825194778437835,1,0
1243,-2.5389471156884964,1,1
6334,2.280868320196607,1,1
6077,2.056029023890041,1,1
5038,2.5143810646882416,1,1
9803,2.684609877404972,1,1
4711,4.919543607285176,2,1
8584,1.2592289787869078,1,1
345,-0.5496004287710394,2,0
5946,2.7145355788653576,0,0
8210,8.791700849654562,3,1
1062,7.107646975216121,2,0
7588,1.517331015181421,1,1
6240,8.70432162493345,2,0
5215,9.316560020395839,3,0
8860,0.9257182740250175,2,1
2185,5.030863183182925,1,0
6421,9.254727110975546,2,0
6776,3.3126442213514276,1,1
915,11.406815583116922,0,0
2135,5.249241978888866,3,0
4331,13.028724805090642,2,1
6137,0.6329843912903224,1,1
6363,3.885272482254561,2,0
9928,10.82879793039847,0,0
136,13.843308779101596,1,0
6156,-1.2120050443801063,2,1
772,-0.7716703405266145,0,1
5504,1.0745994656507396,1,0
9084,6.526555059381758,2,0
8281,-1.4191692636992355,1,1
7685,10.612591897171495,3,1
9411,1.6358678659827413,1,1
1031,2.1961306652936115,3,0
8728,6.045783476553743,2,0
1283,2.9922733784621647,1,0
951,-3.0288436430815677,1,1
6869,7.818713450514911,2,0
3347,2.09221145615972,1,1
4235,7.7915433960715745,2,0
7786,10.664244429404032,1,0
919,7.3876167530799615,2,0
5331,8.497486481376093,2,0
9041,0.9327215488022764,2,1
6896,3.815008657987544,3,0
2193,10.415987875016185,2,0
4639,4.724636757422548,3,0
6990,-0.08419844390734976,0,1
6714,4.40861459244715,0,1
9807,6.762880519480577,3,0
9643,9.975459086585545,1,1
5212,5.781810483107451,1,0
6630,3.5801957877416095,2,0
5673,6.530491075473915,2,0
5705,-1.617197423945385,1,1
1606,-0.19146472956527805,1,1
9305,-1.780919048844048,1,1
4188,2.8027100801099247,1,0
2860,0.8496115224817067,1,0
5168,3.9534961799279125,2,0
21,-1.7495063702392217,0,1
444,5.303047337546273,1,1
5233,5.0331538111820295,1,0
6752,-3.5502033368695716,3,1
2522,3.979981989355606,2,0
878,-0.2358658647262898,3,1
1072,0.1553644795311726,1,1
196,4.014848120679036,1,1
7602,-2.3794875604917096,2,1
6878,7.6703317517610845,2,0
410,-0.6448681119809256,2,1
318,6.740732126266741,1,0
6280,8.560135157956429,1,1
5311,7.822868105491678,1,0
3891,3.0701912394068818,1,1
5583,-0.6356072699937549,2,1
4169,1.2063401431918859,1,0
8807,5.075505847678566,1,0
6576,2.034204851357325,2,0
3933,1.1294068123744476,0,0
1660,0.2458962271191727,1,1
7959,7.490154781155768,2,0
5769,-0.6187768518530452,3,1
1614,2.2289368465584567,2,1
2082,3.75944345511028,1,0
3733,-1.0953134306337386,1,1
7580,5.0643445740576585,1,1
5455,9.084707649808513,2,0
4084,7.082919918948242,1,1
3307,5.652336159948586,0,0
8019,1.2033921830691816,0,0
6983,-0.969985742608545,0,1
4810,2.530793998772107,3,1
1522,10.737326810952014,1,1
2164,4.637692724180606,3,1
9394,2.222656831598046,1,0
3845,4.339831039806642,2,0
5178,-1.4865860439298166,1,1
4527,2.4851114065338082,2,0
3401,2.1414727364460853,2,0
1960,0.95051740119583,2,1
2877,14.316087398315535,2,0
2768,13.343452166643416,2,0
5795,0.3608798859552407,1,1
8754,2.164455709146415,2,0
1540,2.533646049932429,2,1
9549,-1.8958116500393256,1,1
2622,-0.4919860053022397,1,1
356,0.2319929193596303,1,1
9245,6.2714312306618565,2,1
4917,2.965433989049765,1,0
1115,-0.9541870794662917,2,1
3322,8.764423195130377,1,0
5782,-1.4217505799086272,1,1
968,11.293969366588993,3,0
1678,2.9349940016021776,3,1
7684,1.6283215699574618,0,0
6530,-3.145530177092677,2,1
6982,10.831479556694834,1,1
5328,3.9472901710134622,2,1
1112,13.361120095940265,2,0
6207,-0.6923557765668718,2,1
5835,4.620872958307165,1,0
7646,4.263098684367874,2,0
2581,7.799040189061015,2,1
8920,5.56287071372857,0,0
418,4.492252684649477,1,1
7560,9.043838172387307,1,0
8498,6.858905207367986,3,1
1313,2.399574322503477,2,1
5294,9.657185999583998,1,0
8895,6.273492630748871,1,1
7917,2.878364559004008,1,1
4251,-3.5583091624722463,1,1
5597,5.975947853418512,1,0
8791,4.205061738038348,3,0
9278,5.8056396146486025,3,1
8923,4.117899927782495,2,0
484,2.874419652414767,2,1
77,2.9199121209034953,2,0
3546,3.376109553705753,1,1
4676,2.625555879388092,0,0
6197,0.031908438749019385,2,0
7253,2.8741630585489397,2,1
6229,1.6239428697151976,2,1
8348,2.5845499684732847,2,1
8956,10.286994546546415,2,0
9794,0.3072399166823798,2,1
7813,5.6308291129102015,2,1
7268,0.6312351957106723,0,1
1655,1.1560448598676936,3,1
4605,-1.593362623873956,2,1
4611,0.9737223585882471,2,1
5342,4.90866152817895,3,0
1397,3.6314167015420358,1,0
373,12.245776092312779,3,1
2368,7.421988920083917,2,0
3880,5.306857816548307,2,0
1327,4.4752314465050755,1,0
7018,3.7056298461274584,3,0
967,-3.642182187786868,2,1
7291,-3.6401832950264104,2,1
9363,-2.254003162633543,0,1
5045,-0.3589436628792295,0,1
7170,6.2725351196047425,2,0
5644,4.76120061955029,2,0
8965,-0.5257039193026971,2,1
502,7.0545526814956885,2,0
8388,9.014401039757622,1,1
3758,13.066432953140822,2,0
3187,1.506463113001755,2,1
8372,3.4710503361187715,1,1
6861,-1.3701518941347455,1,1
4205,11.541743684122558,2,1
6043,4.482109421536747,3,0
2220,2.549903896303045,2,0
4208,9.998073329749005,1,0
6468,6.305728519854009,2,0
7015,7.841359045201865,2,0
4669,-1.3382389955988319,3,1
4578,13.27098726310507,2,0
8541,13.623284500569781,3,0
7883,0.8857853205020733,2,1
8680,12.794066371963176,2,1
9388,5.538513823490612,2,0
1364,0.9598265913651082,1,1
889,-1.8396351182511883,1,1
1864,0.3380540318389569,1,1
1742,2.331622684205401,1,0
8893,5.963531735897632,2,0
4145,-3.690655554876588,1,1
6602,1.0658660349664681,2,1
8146,9.04168324593882,1,1
5241,6.308366910712049,1,0
6354,2.205392533714006,3,0
9901,-0.4466275176994876,2,1
6567,0.8802354402429056,1,0
4549,2.8849423397847698,3,0
3871,10.785401710587928,2,1
1718,14.155848639377565,3,0
465,3.9458814592488793,3,1
414,8.140910486884735,0,0
5918,7.944794777985839,2,1
9818,6.016195155891657,1,0
9436,4.499819548083716,2,1
2024,4.733024245192195,2,0
1652,2.74017940432076,3,1
9260,8.433421440724626,2,0
5447,7.3916367700834655,2,1
4099,0.6781766806861774,1,1
6599,9.361915157680865,2,1
4873,-1.4495882265356916,1,1
1210,2.281478108932712,2,1
4164,5.096042584208133,2,0
5310,2.348999571550962,2,0
5280,5.082051170671395,2,1
8300,5.588227710887094,2,1
4063,-0.905510707225081,1,1
2560,-1.1688727240236596,2,1
6142,6.728259630248894,2,1
2458,5.928380330649495,0,1
348,6.726348197005063,3,0
8824,3.4408186358155226,1,1
3676,5.602073607885854,1,0
3084,-2.08466968844516,2,1
8204,9.941070422183161,1,1
8562,1.3527335207607882,0,0
3201,-2.6586219241157987,2,1
760,0.9560639982037862,2,0
8057,5.469717287171238,2,0
