,P,Q,A
4875,0.8041690427359518,2,0
3755,7.766025791165902,1,1
639,4.449021733855647,2,1
5135,6.480261841604415,2,1
7006,1.9511768272975119,2,0
5932,2.836254403833313,1,1
5191,7.799599697707297,0,0
5298,-0.8785598041570488,3,1
3053,-0.9155706816478835,0,1
3411,1.3222631083336205,1,1
4901,-0.8922927794914797,1,1
1840,2.0193149552793015,2,1
2315,2.5268233635257653,1,0
4482,6.929255092731825,1,0
9320,9.959837619114033,0,0
6811,11.589259709170015,3,0
52,12.201828787242334,0,1
7312,4.946466373655074,1,1
997,1.2506829326390865,2,0
4400,-1.2034353387332837,1,1
2441,-3.3527025440395137,2,1
8284,5.535827725369169,0,1
6257,0.9898832565810568,2,0
4953,2.72277197959548,0,1
4499,-0.4762761263233133,0,1
965,9.271510406234686,1,0
1155,5.381857527316357,2,1
5611,-0.22236533204321773,3,1
9099,2.7338945622177415,1,0
5347,7.264277859231338,2,1
6174,2.9706980697663132,2,0
7178,8.80047494437959,2,1
4106,5.836975927033587,1,0
609,0.8753764591667135,2,0
4833,6.581112155764876,1,0
1581,1.0097767026437399,1,1
7301,4.720880974683381,3,0
6194,-1.704867214384369,1,1
957,9.112981335765749,1,1
1195,-7.196991407568679,2,1
329,1.680923089233266,3,1
172,-0.37026697656023533,0,1
2578,6.6591208506408375,2,1
7306,19.637138155118727,1,1
8039,2.842778030272676,1,0
9973,1.988554379150755,2,1
7124,2.0219899688974325,1,0
6278,3.9311073775210366,1,1
652,6.091733817664692,2,0
3996,0.7361203772654494,2,1
5689,1.4177660115931696,3,1
4516,8.290121260064698,1,1
2681,9.47033717119833,2,0
5355,5.053634063607666,2,0
8551,5.132301398910759,2,1
6130,-0.070734797115664,1,1
3112,4.257454560038709,3,0
3218,10.075130865921167,3,0
8953,1.4532111733555118,2,0
7229,0.47522850139775485,2,1
6586,3.2608149310614163,2,1
4640,0.44739659811141674,1,1
6271,3.50596114515898,2,0
7845,5.8978446411154755,2,0
6980,12.948557572587948,1,0
4535,8.759432315434653,3,0
7980,3.5271853661230947,1,1
176,-1.145843299387255,1,1
8053,12.811336861415365,2,1
3276,9.134339597503647,2,0
4030,5.042390842567086,1,1
8304,4.342696719481986,1,0
1722,0.6215363851714624,1,0
5389,8.265880560325668,2,1
5488,9.6409712764139,2,1
4872,2.1582215612210742,2,0
9118,1.370978537928628,2,1
8840,6.162884589980585,2,0
5886,14.218369711150036,3,0
6261,8.89529403830367,2,0
7816,5.728031435898706,2,1
8536,2.519786482643222,0,1
6155,6.0539635631516,1,1
2842,-1.837351704191959,1,0
4066,-3.0132608289216267,0,1
2041,7.370292689527724,1,0
7696,7.191844047042419,2,1
549,2.0335753936680323,3,1
2726,-3.3843844569186876,1,1
8507,10.214228046214807,1,1
6966,3.9641314117353117,2,0
4100,3.4758147835776563,2,0
1257,5.415885427568099,2,1
5579,7.923545541198967,1,1
5436,0.22479453408491046,1,1
1258,1.9211974745372946,2,1
7383,10.292831756480634,1,1
6544,-4.067390211042747,1,1
1285,4.160188257954081,1,0
7527,14.492663495685225,2,0
6492,10.186159460677393,1,0
5574,2.4231705463882545,2,1
9480,3.8628714722015838,2,1
2494,10.51735489307241,2,0
1621,3.07308196250054,0,1
320,5.2531675209341095,2,1
3806,31.796631135939688,3,1
7827,12.454083471114165,2,0
5990,5.82834730674519,3,0
3063,1.9456526112280903,2,0
9822,0.7399135563931813,2,1
8696,0.4332541264618004,2,0
1224,5.656096248886583,1,0
2721,6.962637563246767,2,1
6209,0.006877455612189776,2,1
855,5.908969357548778,2,0
5402,7.222312282392335,0,1
7882,3.98749813946933,2,0
6031,9.776071615948233,1,1
9745,11.661468131260872,0,1
9945,-0.9543009576462125,2,1
2549,12.758957358225052,1,1
9356,18.279833723305202,1,1
9276,4.7702880015507985,1,1
7690,1.146537390082313,2,1
5672,5.136680930460758,2,0
831,3.9692176724842776,2,0
6411,12.313189464874757,1,0
8511,7.390459574999087,1,0
6479,4.911921162420405,1,1
1201,7.0596519682932515,1,1
2572,2.8909496267116483,1,1
6341,2.0647237814208204,0,1
5700,17.66977307500982,2,0
9052,4.73923931480695,2,0
2387,0.07900218485995847,1,0
1939,3.131384168213626,2,1
7692,11.447125768486533,3,0
1479,4.541481647175668,1,1
9203,5.533487422686627,1,0
3968,4.2718487094427875,2,0
7825,3.742966191798431,1,0
3696,6.484175362272852,1,0
2096,3.639654060293025,1,0
9208,6.876854045767249,0,0
9091,8.089143194240801,3,1
6915,3.040846302819795,3,1
6406,4.442115132928537,1,1
4045,7.0019699822186166,2,0
5407,1.647954687026787,2,0
9933,12.311165940504,0,0
9161,-0.19437644913865637,1,1
7727,3.510622507515884,2,1
6817,5.504138223288105,2,1
3243,4.558404109683968,2,0
2562,-1.015589636714077,0,1
7594,2.914586523419845,2,1
2058,6.958517290570241,1,0
808,7.6704433961439324,2,0
1022,2.6696293229391412,2,0
3161,7.3522634580429695,1,1
8576,9.219894266863005,2,0
7701,-0.3874445496490999,2,0
5974,4.404228500873385,3,1
4913,3.008015538530565,1,1
5025,5.073248436166722,2,0
2372,-1.9980534725225816,1,1
2963,3.1019549269830202,1,0
8974,8.644142755821989,2,0
530,0.7611044850180502,1,1
2017,-0.4322821399762969,2,1
7637,-0.482357757510546,0,1
6888,11.255183078443352,3,1
2813,1.3864979152890973,1,1
567,0.7214851262583917,3,0
8787,-1.5971904634535012,1,1
9867,12.390899995024299,1,0
5053,6.427578214794925,2,1
9577,3.2084449694029575,3,1
6562,1.098555730420307,1,1
9962,2.3992783350304117,3,1
2064,3.18602833899294,0,0
8080,-3.010916666848719,1,1
3804,13.257063386506525,1,1
9590,1.5515970312505307,1,1
2922,2.1274364003458195,1,0
7118,3.9596579154108635,2,1
5682,4.609251934508479,2,0
2320,-1.1561766253190244,2,1
8898,3.4052489914596467,0,0
9581,-3.8147924900754933,3,1
3236,1.9344899313021913,3,0
640,11.490490405139418,2,0
8656,6.5683324633319655,1,1
9344,3.401798531490627,3,1
9766,-0.38676394514217605,2,0
5033,6.075530360706686,2,1
4093,3.797573237455658,1,0
4136,-2.772157646658897,0,1
8823,0.40273644657311936,1,1
801,4.5488138631881565,0,1
5948,4.474048830260259,2,0
5158,-3.437767344027561,1,1
9532,3.3138596105252334,1,0
3398,6.982279737577451,1,1
5897,4.803323667488532,1,0
4918,4.622950137235799,2,0
166,13.483231009522017,1,1
7430,-0.5340503294593739,2,1
3286,-0.5012060422290108,2,0
2178,1.2565766913245338,1,1
4607,8.753701406589748,0,1
521,1.8317063370624926,0,1
7984,1.5371937821515533,0,1
4252,3.007643731177512,1,1
1842,5.853227082638958,1,1
3777,2.832294803335417,2,0
3836,15.20692460737472,1,0
9292,2.1810607458057523,3,1
9194,4.194375050723767,2,1
1159,6.937910648078363,2,0
5807,5.056207887185249,3,0
4681,0.10924222592023836,2,1
3568,11.270926362240614,1,0
8968,9.323049879416775,1,0
8714,7.2443913490351095,3,1
6316,4.4332067181698145,1,1
4803,7.338308766220607,1,0
2356,-1.6764359371274358,1,1
8132,5.964818842122305,2,0
6098,16.45914771580541,1,0
213,9.472300648949872,1,0
1176,2.34977666805812,1,1
8944,2.679380184630048,0,1
1286,5.524214805330928,2,1
7762,2.6136510765629426,2,1
2753,0.4842800710825449,2,1
3012,4.876246007389778,1,0
5296,3.6636933432856593,1,1
1118,3.230902885613236,2,1
3106,1.7176390461540891,2,1
5462,0.693357562395079,2,0
2880,2.326384191181768,2,1
2035,2.004507787380332,1,1
6489,-2.5312288257481685,2,1
180,5.527511044521525,2,1
1374,9.019149547678817,0,1
939,4.492887634557186,1,0
1441,2.5462938613792754,2,1
2828,14.237607092345852,2,0
5608,12.527659098005671,2,0
6366,9.075959674386421,1,1
6070,21.505593198608448,1,1
2812,1.4979890349191083,2,1
1435,3.984352427052959,1,1
7751,-0.8384106385798181,0,1
8154,5.190765495490725,1,1
1078,2.904677482035545,0,0
6828,4.3891833418572,2,1
2226,13.742581405347847,2,0
2227,7.79914108222531,1,0
4215,-0.341190143877411,0,0
787,4.189662894441969,2,0
79,3.4430594664625103,1,0
9186,18.70544433829732,2,1
4648,12.892473473344587,2,0
85,-2.740839565996232,1,1
535,8.407934916110877,1,0
1140,2.1028936421255797,1,1
4377,9.057149313461352,1,0
9583,2.2849238602089597,2,0
4576,13.03698497252197,0,0
4388,3.775379220565916,2,1
7666,3.59454470280601,2,0
8949,3.609387646108423,1,1
8016,1.127866905716099,2,1
1274,3.133715142296966,2,1
8346,5.04795944958204,1,1
495,7.708879750744037,1,0
888,2.2936362102881036,2,1
7518,3.229766881132757,2,0
7216,15.737320131294071,2,0
6555,-2.3749160023513616,0,1
5385,1.2417004861292547,1,0
9310,8.233005563632323,1,0
1049,11.19534875799561,2,0
8958,0.26974896838813134,1,0
18,5.318606530971985,2,1
3214,-0.7106224374633743,3,1
4382,16.95442316746241,0,1
4867,14.781455397326775,3,1
1571,10.28045297395483,2,0
7869,-0.058413946941858086,2,0
5665,12.505611482148732,2,0
7356,10.459148475437289,2,1
7167,20.24822008664494,2,0
3123,2.13200391519993,1,0
6211,3.0408482074994683,2,0
3509,12.01442926452075,2,0
1568,5.847622715475843,2,1
8040,9.361502238431697,3,0
3353,-1.7154595790407803,0,1
7362,-2.5693336203770496,1,1
4615,6.6626906293595365,2,0
6041,12.117212447685132,1,0
1126,0.3376684001665887,2,1
8000,2.711922713601548,2,1
573,7.7380396567932435,2,1
3267,-2.398581823701796,3,1
9494,-1.073854540839886,1,0
7351,0.7722882078296783,1,0
4781,6.800090449416836,2,1
8428,1.9336746181762163,0,1
5271,16.124686967822477,3,1
6741,5.273215588289553,3,1
1501,4.276687859912488,1,1
8844,12.308087999060056,1,1
3315,6.89142386612879,1,0
687,2.221046373264734,1,1
629,5.751846345883839,2,1
4944,0.6701792844099475,1,1
4337,1.45307521419439,2,1
5214,3.316594660168252,0,0
4621,2.7079143292392285,2,0
5958,1.9703428954334554,1,1
4664,12.72276906375293,2,1
585,4.228404173747085,3,1
6188,6.760357526248905,1,0
8052,5.964435657012675,1,0
6065,1.310390699868028,1,1
8038,5.151738673742455,2,1
7856,4.916084849396623,1,0
7799,4.185800326126369,0,0
6180,2.163881523310515,2,0
1666,16.79409475837717,0,0
4742,3.72774105009775,2,0
3195,-0.13645293288466515,0,1
2515,0.025798926105666364,0,0
7274,6.746602131160311,2,0
2506,0.5142600156252644,1,1
6829,0.5826428433064476,1,1
2396,8.380501249950896,2,0
6798,3.419156782837884,1,0
433,2.976013136399912,1,1
2956,7.274405297106946,1,0
7009,1.960196055026839,2,0
9489,-0.7284199206537239,2,1
6089,-0.5883344142549811,1,1
9395,4.504204597263993,3,0
1867,10.937722783781675,0,0
7764,18.993160622131814,1,0
724,1.3768339656128132,2,1
9448,12.989347102360767,1,0
8815,13.093001375097897,1,0
1974,2.4437989801319766,1,0
6520,0.2700966236134905,1,1
6264,0.6689277143973917,2,1
1304,7.3432123504327285,1,1
2234,10.853232812364276,1,0
8337,8.049019085561772,0,0
8921,4.26937379480171,2,0
8310,8.084925691945571,2,0
3410,1.7937216168451329,2,1
4,14.988709529690231,2,0
5646,8.481100646828992,0,0
3729,-0.8860359971663809,1,0
8198,0.5009808083488128,1,0
6532,5.714191111954744,1,0
582,2.1668975011722624,1,1
9645,1.858717257294376,3,1
875,5.552992916484786,2,0
1473,-0.45743371435046365,1,0
4408,-0.17536674347476566,2,0
3651,2.8889124532447954,1,1
6778,5.740214167920051,1,1
9918,7.101292331591692,1,0
7474,1.0913995184836947,0,1
6633,2.457765848695378,1,1
8110,-2.849056514087882,1,1
1693,-0.7043607342972109,1,0
9830,3.472209912914264,2,0
5614,4.8047501798632055,1,0
8698,6.869076278603329,3,0
3310,9.009105714898702,2,1
812,6.847407240440918,1,1
1264,10.001210591106938,2,0
6172,-0.5010870879378952,1,1
892,5.370869457801752,0,0
6080,-3.04621947358362,3,1
1726,12.161019864497936,2,0
5759,15.693464263722724,2,0
7988,0.44704610816172474,2,0
9791,8.212356534625384,3,0
3443,5.266336386315357,2,0
5316,10.219018004540747,3,1
8942,4.063395068385681,3,1
2401,2.6572255265779035,1,1
5336,2.1669278039913813,0,0
5155,6.559809802108626,1,1
8101,2.1791800958376593,2,1
1695,2.218630353383115,3,0
6439,4.948119348762943,3,1
4503,10.345381706519312,2,0
5371,5.107967720829211,1,0
8124,0.3614833519703984,3,1
852,-1.1269357817182089,2,0
5843,-1.7136444090405898,0,1
9352,2.879778264001054,0,1
3130,0.06496443547372399,2,1
4226,5.491319260286034,1,1
2875,7.578457334311027,3,0
2962,-0.5151000809152825,1,1
1929,7.203522880050606,2,0
8174,6.115209686310755,0,1
2719,13.065309906324245,1,0
7492,9.140858754902574,1,1
5122,8.380174498040278,1,0
7032,8.763054113994404,1,1
8345,3.824733017431993,1,0
5784,7.468823274125923,1,1
5478,10.737272405970838,0,1
8817,19.16629099349649,1,1
8342,1.7961479928645545,1,0
5954,2.0248250945340303,2,0
7876,3.6872803394950013,1,1
6436,0.7083201158753036,1,1
1788,4.837458584224601,2,0
9251,3.682472886546364,1,0
7724,2.4478725246373014,2,0
6391,12.13153732768242,2,1
854,2.9286852556395138,2,1
6498,0.21540900206525126,0,1
3721,-1.0267130904255835,1,0
6879,6.3522068702352765,0,0
971,5.5892138847493875,1,0
9758,-0.762206001804961,1,1
2628,4.953779990005227,1,0
6273,2.1835813726502242,1,1
5368,7.929444027737315,0,1
6148,15.765805317701957,2,0
7730,5.023237522981712,1,0
6120,5.638416830397693,2,0
9734,2.0784812813540294,2,0
6540,9.54335407337353,0,0
2094,4.669458660776863,1,0
44,4.67974677245468,2,1
9591,5.296970587445542,3,1
3272,13.446619221277736,2,0
4417,3.251150176661853,3,0
3663,9.544733430014624,2,0
2966,4.220425338719153,3,0
1544,-0.8670892159336732,1,1
4813,6.905996751327279,2,1
6122,0.8325868379378834,3,0
4914,6.326543206147251,2,0
494,4.404186441389595,1,0
9966,12.39363511637963,2,0
9181,-0.6500374130260349,1,1
6793,1.4172073610348639,1,1
668,2.5907682445866937,3,0
145,4.286212442913784,2,1
2005,8.89856994053782,1,0
5410,6.451317609833911,1,0
4275,5.557848877551428,1,1
9793,-0.7286491384376972,1,1
1133,6.290614699776512,1,1
7157,12.305429091609836,1,0
531,15.233298357332469,1,1
3423,-0.21846563352133108,0,1
4218,3.596957808143968,1,1
5076,11.054005941150754,1,0
555,-0.7406796423233164,1,1
4402,10.531594365919219,2,0
4573,1.548232588703627,3,1
795,0.5469260561572791,2,1
3055,0.7966992008617411,1,1
8919,9.150966578773929,1,0
1593,0.3303153206719036,1,0
3143,0.874926857605005,2,1
6985,7.672975199391495,2,0
9074,9.961033979223782,2,0
9121,1.2208079432773045,2,1
3343,4.083246234200164,2,1
7682,2.274607346030575,1,0
8046,3.8300704292160432,2,0
6992,6.615431034386653,2,1
8436,4.202716355772004,1,0
5200,-2.245635596334489,2,1
2495,-0.7504368799177095,3,0
2761,6.633220200491023,2,1
5957,2.8139557372924386,2,1
7817,6.495763505877248,2,1
3993,6.6464338954314695,1,0
856,-1.788348686484241,1,1
8248,11.460983928850048,2,1
9129,0.8699680814091602,1,1
4884,0.7272583301579714,1,1
1423,-2.5839246259672084,2,1
140,3.0289767975456665,1,0
5571,2.89852646946984,2,1
1612,0.1312763885574295,1,0
7122,-0.31831092386004234,2,1
2430,7.893511965747335,2,1
9122,16.995681268482368,1,0
6564,10.542881500744283,3,0
9187,10.432055228374706,2,0
8107,-2.7473468278056403,1,1
8390,2.5239095448875393,1,1
5367,3.8371926323549284,2,0
7574,6.376400222589722,2,0
302,6.767584543431627,0,0
6525,-0.9013232773682534,2,1
7066,6.2598739873412335,3,1
8512,10.328598374368058,2,0
6551,5.808686929754223,3,1
1390,9.020919729095148,0,0
1760,6.648393994958095,1,0
3707,13.19059958834158,2,0
7529,9.849839842054422,2,0
1163,10.868326867017423,0,0
8262,-2.1344664630098826,2,1
6015,-0.27810850037676715,1,1
1132,6.888655307846676,2,0
6859,3.748583922937268,2,1
1248,7.697670372490811,0,0
171,1.6695862614881958,1,1
778,0.3509520993431199,2,0
2304,3.054087451292924,2,1
7803,-0.017346937133483897,2,0
6189,0.06647265641367883,1,1
8899,9.292773082824697,2,0
12,14.276335318887359,2,0
2493,1.9891031843596254,2,0
31,0.642572010289195,0,1
2899,6.965561609438417,2,0
2379,8.926963032821487,2,0
3266,6.2752107535436945,3,0
6964,4.3825194778437835,1,0
1243,-1.4389471156884963,1,1
6334,3.3808683201966065,1,1
6077,3.1560290238900413,1,1
5038,3.6143810646882413,1,1
9803,3.784609877404972,1,1
4711,6.019543607285176,2,1
8584,2.359228978786908,1,1
345,-0.5496004287710394,2,0
5946,2.7145355788653576,0,0
8210,9.891700849654562,3,1
1062,7.107646975216121,2,0
7588,2.617331015181421,1,1
6240,8.70432162493345,2,0
5215,9.316560020395839,3,0
8860,2.0257182740250173,2,1
2185,5.030863183182925,1,0
6421,9.254727110975546,2,0
6776,4.412644221351427,1,1
915,11.406815583116922,0,0
2135,5.249241978888866,3,0
4331,14.128724805090641,2,1
6137,1.7329843912903224,1,1
6363,3.885272482254561,2,0
9928,10.82879793039847,0,0
136,13.843308779101596,1,0
6156,-0.11200504438010639,2,1
772,0.32832965947338544,0,1
5504,1.0745994656507396,1,0
9084,6.526555059381758,2,0
8281,-0.3191692636992354,1,1
7685,11.712591897171494,3,1
9411,2.7358678659827413,1,1
1031,2.1961306652936115,3,0
8728,6.045783476553743,2,0
1283,2.9922733784621647,1,0
951,-1.9288436430815676,1,1
6869,7.818713450514911,2,0
3347,3.19221145615972,1,1
4235,7.7915433960715745,2,0
7786,10.664244429404032,1,0
919,7.3876167530799615,2,0
5331,8.497486481376093,2,0
9041,2.032721548802276,2,1
6896,3.815008657987544,3,0
2193,10.415987875016185,2,0
4639,4.724636757422548,3,0
6990,1.0158015560926503,0,1
6714,5.50861459244715,0,1
9807,6.762880519480577,3,0
9643,11.075459086585546,1,1
5212,5.781810483107451,1,0
6630,3.5801957877416095,2,0
5673,6.530491075473915,2,0
5705,-0.5171974239453849,1,1
1606,0.908535270434722,1,1
9305,-0.680919048844048,1,1
4188,2.8027100801099247,1,0
2860,0.8496115224817067,1,0
5168,3.9534961799279125,2,0
21,-0.6495063702392218,0,1
444,6.4030473375462735,1,1
5233,5.0331538111820295,1,0
6752,-2.4502033368695715,3,1
2522,3.979981989355606,2,0
878,0.8641341352737102,3,1
1072,1.2553644795311727,1,1
196,5.114848120679036,1,1
7602,-1.2794875604917098,2,1
6878,7.6703317517610845,2,0
410,0.45513188801907445,2,1
318,6.740732126266741,1,0
6280,9.660135157956429,1,1
5311,7.822868105491678,1,0
3891,4.170191239406882,1,1
5583,0.4643927300062449,2,1
4169,1.2063401431918859,1,0
8807,5.075505847678566,1,0
6576,2.034204851357325,2,0
3933,1.1294068123744476,0,0
1660,1.3458962271191728,1,1
7959,7.490154781155768,2,0
5769,0.48122314814695477,3,1
1614,3.3289368465584563,2,1
2082,3.75944345511028,1,0
3733,0.004686569366261384,1,1
7580,6.164344574057659,1,1
5455,9.084707649808513,2,0
4084,8.182919918948242,1,1
3307,5.652336159948586,0,0
8019,1.2033921830691816,0,0
6983,0.1300142573914551,0,1
4810,3.630793998772107,3,1
1522,11.837326810952014,1,1
2164,5.737692724180606,3,1
9394,2.222656831598046,1,0
3845,4.339831039806642,2,0
5178,-0.38658604392981655,1,1
4527,2.4851114065338082,2,0
3401,2.1414727364460853,2,0
1960,2.05051740119583,2,1
2877,14.316087398315535,2,0
2768,13.343452166643416,2,0
5795,1.4608798859552408,1,1
8754,2.164455709146415,2,0
1540,3.633646049932429,2,1
9549,-0.7958116500393255,1,1
2622,0.6080139946977603,1,1
356,1.3319929193596303,1,1
9245,7.371431230661856,2,1
4917,2.965433989049765,1,0
1115,0.14581292053370837,2,1
3322,8.764423195130377,1,0
5782,-0.3217505799086271,1,1
968,11.293969366588993,3,0
1678,4.034994001602178,3,1
7684,1.6283215699574618,0,0
6530,-2.045530177092677,2,1
6982,11.931479556694834,1,1
5328,5.047290171013462,2,1
1112,13.361120095940265,2,0
6207,0.4076442234331284,2,1
5835,4.620872958307165,1,0
7646,4.263098684367874,2,0
2581,8.899040189061013,2,1
8920,5.56287071372857,0,0
418,5.592252684649477,1,1
7560,9.043838172387307,1,0
8498,7.958905207367986,3,1
1313,3.499574322503477,2,1
5294,9.657185999583998,1,0
8895,7.373492630748871,1,1
7917,3.978364559004008,1,1
4251,-2.458309162472246,1,1
5597,5.975947853418512,1,0
8791,4.205061738038348,3,0
9278,6.905639614648602,3,1
8923,4.117899927782495,2,0
484,3.9744196524147672,2,1
77,2.9199121209034953,2,0
3546,4.4761095537057525,1,1
4676,2.625555879388092,0,0
6197,0.031908438749019385,2,0
7253,3.97416305854894,2,1
6229,2.7239428697151977,2,1
8348,3.6845499684732848,2,1
8956,10.286994546546415,2,0
9794,1.40723991668238,2,1
7813,6.730829112910201,2,1
7268,1.7312351957106724,0,1
1655,2.2560448598676937,3,1
4605,-0.4933626238739559,2,1
4611,2.073722358588247,2,1
5342,4.90866152817895,3,0
1397,3.6314167015420358,1,0
373,13.345776092312779,3,1
2368,7.421988920083917,2,0
3880,5.306857816548307,2,0
1327,4.4752314465050755,1,0
7018,3.7056298461274584,3,0
967,-2.5421821877868678,2,1
7291,-2.5401832950264103,2,1
9363,-1.1540031626335432,0,1
5045,0.7410563371207706,0,1
7170,6.2725351196047425,2,0
5644,4.76120061955029,2,0
8965,0.574296080697303,2,1
502,7.0545526814956885,2,0
8388,10.114401039757622,1,1
3758,13.066432953140822,2,0
3187,2.6064631130017553,2,1
8372,4.5710503361187715,1,1
6861,-0.2701518941347454,1,1
4205,12.641743684122558,2,1
6043,4.482109421536747,3,0
2220,2.549903896303045,2,0
4208,9.998073329749005,1,0
6468,6.305728519854009,2,0
7015,7.841359045201865,2,0
4669,-0.23823899559883177,3,1
4578,13.27098726310507,2,0
8541,13.623284500569781,3,0
7883,1.9857853205020732,2,1
8680,13.894066371963175,2,1
9388,5.538513823490612,2,0
1364,2.059826591365108,1,1
889,-0.7396351182511882,1,1
1864,1.438054031838957,1,1
1742,2.331622684205401,1,0
8893,5.963531735897632,2,0
4145,-2.5906555548765877,1,1
6602,2.1658660349664682,2,1
8146,10.14168324593882,1,1
5241,6.308366910712049,1,0
6354,2.205392533714006,3,0
9901,0.6533724823005125,2,1
6567,0.8802354402429056,1,0
4549,2.8849423397847698,3,0
3871,11.885401710587928,2,1
1718,14.155848639377565,3,0
465,5.0458814592488785,3,1
414,8.140910486884735,0,0
5918,9.044794777985839,2,1
9818,6.016195155891657,1,0
9436,5.599819548083716,2,1
2024,4.733024245192195,2,0
1652,3.84017940432076,3,1
9260,8.433421440724626,2,0
5447,8.491636770083465,2,1
4099,1.7781766806861774,1,1
6599,10.461915157680863,2,1
4873,-0.34958822653569155,1,1
1210,3.381478108932712,2,1
4164,5.096042584208133,2,0
5310,2.348999571550962,2,0
5280,6.182051170671396,2,1
8300,6.688227710887094,2,1
4063,0.1944892927749191,1,1
2560,-0.06887272402365952,2,1
6142,7.828259630248894,2,1
2458,7.028380330649495,0,1
348,6.726348197005063,3,0
8824,4.540818635815523,1,1
3676,5.602073607885854,1,0
3084,-0.98466968844516,2,1
8204,11.04107042218316,1,1
8562,1.3527335207607882,0,0
3201,-1.5586219241157981,2,1
760,0.9560639982037862,2,0
8057,5.469717287171238,2,0
5020,7.710111888254476,1,1
5291,7.573594686656279,2,0
4651,0.30384836464054654,2,0
9958,0.23022977161881109,2,0
8724,7.4589388964830015,2,1
