,Y_real
4984,0
1782,0
907,0
1303,0
1445,1
2526,0
846,1
2028,0
4327,0
1815,1
4020,1
2633,0
3888,0
786,1
3661,1
3143,1
2987,0
295,1
4503,0
796,1
3729,0
345,1
1192,1
1789,0
1792,1
564,0
1798,0
2375,0
1788,1
3974,0
1770,0
4411,0
4487,1
4283,1
2890,0
2886,0
689,1
1930,1
2188,0
3987,0
2508,1
1134,0
4659,0
4398,0
4922,0
1102,0
182,0
1523,0
3951,1
1612,0
633,0
26,1
2843,1
2765,0
426,0
2283,0
868,0
1053,1
4088,1
3454,0
1667,0
2804,0
1643,0
547,1
2749,1
4823,0
686,0
1843,1
4887,1
930,0
2109,0
4416,1
3716,1
1548,1
3270,1
1203,0
1040,0
3277,1
3671,0
995,0
4482,1
2390,1
463,0
3473,1
2929,0
588,1
4769,0
3815,0
244,0
3460,1
952,0
4721,0
1428,1
102,1
1960,0
2673,1
4294,0
1568,1
916,1
1352,0
1366,0
4246,1
318,1
2145,0
3689,1
1724,1
1072,0
4885,0
3280,1
1270,0
2879,0
3497,1
1748,1
649,0
1327,1
4449,0
1474,1
1077,1
1676,0
2576,0
2956,0
3802,0
4078,0
4442,0
508,1
1054,0
2764,0
4459,1
81,1
1521,1
4973,1
3488,1
4775,0
2222,0
2012,1
1883,1
555,1
1825,1
2567,1
422,0
1002,0
3242,0
1236,0
143,0
3872,0
4942,0
1777,1
693,1
1105,0
1114,1
4806,1
1986,1
2771,0
551,1
1333,1
4305,1
895,1
1642,0
1794,0
3201,0
1121,0
31,0
2569,0
3108,1
1384,0
1401,0
2217,0
4617,1
513,1
2262,1
4766,0
2910,1
2216,1
2237,0
3861,1
3421,1
298,0
990,1
149,0
4747,1
839,1
2218,1
4791,0
3057,0
4222,0
4851,0
4610,1
488,0
2408,1
3171,0
3614,1
3260,0
490,0
4466,1
2679,0
4978,0
2871,0
2808,1
2768,0
4275,0
3453,0
3369,0
9,0
2071,0
2634,0
2551,1
1759,0
2897,0
3189,0
80,0
1838,0
1622,0
1917,0
2442,1
4274,0
3758,1
4469,1
2409,0
1697,1
2107,0
4835,0
68,0
2698,1
4506,1
908,0
1715,1
10,0
489,0
1145,1
4944,1
607,0
2704,0
669,0
398,0
3747,0
1279,0
2932,0
4338,1
1630,1
4955,1
866,0
1919,0
1953,1
1029,0
1239,1
427,0
2844,1
2404,1
140,1
4190,0
2686,1
4667,1
154,1
507,1
4047,1
4097,1
3912,1
4670,0
4456,1
4880,1
3094,1
1275,1
1088,1
3590,0
726,1
1648,0
207,0
2263,1
625,1
1526,0
3989,1
1943,1
4620,0
1084,0
1805,0
4919,0
472,1
161,1
1387,0
4771,0
4312,0
2065,1
402,0
4595,1
4552,0
2224,1
840,1
2965,1
83,0
1887,0
3919,1
341,0
4300,1
3139,1
1910,0
597,1
3088,0
912,0
1871,1
1153,0
2268,0
3696,0
3027,0
2555,0
4548,1
229,0
1957,1
3188,1
3193,1
4000,1
1586,1
3173,0
2064,1
2568,1
3908,1
3127,0
4514,1
1931,1
2339,0
4722,0
1027,0
4098,0
1721,1
4680,0
107,0
1207,1
1184,0
3179,0
4251,1
3376,1
366,1
4080,1
1952,0
1423,0
280,1
1682,1
3996,1
1305,1
4394,1
4321,1
347,0
1607,0
3462,1
4753,0
2949,0
2527,0
1588,1
249,1
1823,0
1005,0
4583,0
4696,1
392,1
3102,1
2394,1
1011,1
3128,0
1229,1
73,1
4427,0
1977,0
289,1
2420,0
4967,0
3198,0
2891,0
792,0
2161,1
1778,1
2651,0
1294,0
4799,1
2407,1
663,1
4689,1
3479,0
3324,1
1674,0
4063,0
2619,0
2331,0
3882,0
667,0
4295,0
492,1
246,1
2999,1
3995,1
2838,0
3645,1
941,0
94,0
4106,1
1291,0
2239,0
1905,1
3673,1
494,0
2775,0
2093,0
4001,0
4110,1
529,0
2445,1
4136,1
2650,0
3446,0
4250,0
115,1
2896,1
2320,1
1677,0
2317,1
3288,1
4876,1
4748,0
1060,0
4091,1
4505,0
4149,1
4559,0
3942,1
2690,1
1265,1
712,0
3100,0
1850,0
3986,0
1461,0
223,0
279,1
1733,1
272,1
4264,1
1103,0
1634,0
4779,0
2384,1
1380,1
1169,0
2793,0
4553,1
698,0
3814,1
2750,0
2777,0
1555,1
1094,0
557,0
4938,0
3256,0
3663,0
3134,1
1473,0
3672,1
106,1
1058,1
3163,0
2553,0
3849,1
4590,0
2534,0
4325,1
762,1
1763,1
464,0
1287,0
3601,0
1467,1
4015,0
2143,0
3682,1
2867,0
3933,1
3237,1
2959,0
2042,0
4484,0
320,1
1911,0
2696,0
1319,1
3783,1
2424,1
4746,0
165,1
3281,0
1638,1
92,0
3718,1
4226,1
2678,1
141,0
296,1
3569,1
3216,0
1801,0
4207,0
3181,0
1257,0
2252,0
2319,1
950,1
2006,1
3598,0
1277,0
1580,0
3685,1
3965,1
1420,1
4491,1
2233,1
3649,0
4892,1
893,1
1830,0
3287,0
2078,0
1122,1
4591,0
3914,0
3921,1
1626,1
2364,0
958,0
1661,0
3147,0
1609,1
2265,0
2162,1
4239,0
2536,0
357,0
3448,0
1447,1
3870,1
2081,0
16,0
4119,0
2605,0
3891,1
3853,0
340,0
4700,1
3638,1
4030,0
4322,0
2232,1
735,1
1859,0
3478,0
3349,1
811,0
2079,0
2095,1
1781,1
443,1
206,0
605,1
514,1
4658,0
465,0
3643,1
813,0
4782,0
4603,1
2033,0
1894,0
498,1
889,1
2895,1
2578,0
2157,1
4764,1
2883,0
1976,0
2119,1
4608,0
4990,1
3835,1
3203,1
4657,1
1576,0
961,1
218,1
833,1
1091,0
4191,1
4758,0
701,1
1376,1
837,1
1565,0
4176,1
162,0
1220,0
543,1
420,0
892,0
2998,0
4578,0
2684,1
1199,0
3949,0
1256,1
857,1
3931,1
1535,1
3683,0
4055,0
145,0
1529,0
373,0
2898,0
1505,0
1224,0
3067,0
2414,1
932,1
3541,0
521,0
2755,1
971,1
3514,1
836,0
359,1
3517,0
2231,1
4861,0
468,1
1411,0
2437,0
317,0
401,0
2096,0
822,0
2256,1
4883,1
4894,0
4946,1
2290,0
4970,1
2814,0
1845,0
4847,0
1214,0
3058,1
4852,1
1699,1
17,0
3826,1
791,0
8,0
4508,0
745,0
1026,1
4903,0
1334,1
1323,0
568,1
1194,0
957,0
3778,0
3076,1
3858,0
1725,1
3007,0
798,1
1880,0
2373,1
1629,1
3675,0
3276,0
262,1
4725,1
3381,1
2820,1
4521,0
126,0
769,1
1246,0
3169,1
2294,1
3152,0
1454,0
160,0
2017,0
4533,1
30,0
4353,0
3810,0
2167,0
4276,0
1668,1
4561,0
1703,0
705,0
615,1
1828,0
2349,1
2430,1
2559,1
3178,0
2821,1
3543,0
4925,1
1875,0
2628,1
4904,1
2438,1
3946,1
3456,0
125,1
4498,1
1848,1
3957,0
2693,0
50,0
2853,0
4479,1
1532,1
3549,0
2549,0
4330,0
3516,0
1738,0
2392,1
188,0
4301,0
3209,0
3889,0
62,1
4844,1
1982,1
3874,1
915,0
4528,0
1670,0
2669,1
4405,0
117,0
213,0
4571,1
406,1
375,0
584,1
1972,0
2122,0
2151,1
2741,0
4833,0
4266,0
1881,0
3967,0
2502,1
4103,0
719,0
1481,0
1407,0
4355,1
1296,0
2719,1
1023,1
1493,0
4668,1
651,1
2330,1
1223,0
1755,0
4674,0
2069,1
4632,0
4254,0
3881,0
886,0
4139,0
977,1
668,0
3251,0
2776,1
783,1
4096,0
3362,0
999,0
2572,0
3918,1
4359,0
1567,1
4718,0
940,0
3863,1
4009,0
85,0
2092,0
4114,1
2617,1
2545,1
2199,1
627,0
1679,1
4862,0
4654,0
4421,0
1075,0
4945,1
308,1
4474,0
4346,0
1599,0
1046,0
3668,0
2960,0
737,0
3719,0
2236,0
4792,0
2138,0
3358,0
2872,1
309,1
4234,0
848,1
740,0
1773,0
254,0
1896,0
4960,0
2842,0
4757,0
3148,0
690,1
1130,0
1562,0
3420,0
3960,1
2094,1
1663,1
436,1
4930,1
1174,1
4374,0
1975,0
4768,0
2306,1
277,0
4606,1
1484,0
2614,0
1494,1
307,1
1861,0
3386,1
4621,1
859,1
208,0
2029,1
2501,0
3617,0
1263,0
4673,1
3436,1
4560,1
544,1
3860,0
3871,1
119,1
4187,1
4618,1
4313,0
640,0
2266,0
4340,0
2486,1
2598,0
1307,0
3452,1
3943,0
2431,1
4046,1
4816,0
212,0
2542,1
3714,0
2367,0
702,0
4679,0
2688,0
2735,1
170,0
1504,1
1338,1
1633,0
1876,0
3610,1
3458,0
617,1
4576,0
3922,1
631,1
2870,0
136,0
1456,0
556,0
1158,0
4821,0
989,0
823,1
480,1
4596,0
2770,0
1988,0
3192,1
374,0
326,1
2276,0
2792,0
3483,0
2730,0
349,0
3062,0
3523,1
3829,0
257,1
1563,0
3166,0
58,0
2748,0
2164,1
3340,0
1834,1
2434,0
3014,1
4051,1
2326,0
3702,1
2760,1
3659,1
3297,1
1466,0
3681,1
2037,0
2487,1
1652,0
3200,1
3761,1
708,0
2715,0
1628,0
2791,0
4698,0
3183,0
2915,0
2291,1
2061,1
3422,0
2389,0
4453,1
4109,0
2187,0
793,1
2007,0
3468,0
4728,0
4468,0
4308,0
2625,0
2234,0
1616,0
4293,1
2066,0
4899,0
2180,1
2245,0
1225,1
3879,1
1775,0
4927,0
1820,1
3319,0
1742,1
263,1
109,0
683,0
1208,1
2003,1
390,1
261,1
139,0
4472,1
2141,1
2174,1
3371,0
495,1
676,0
3361,0
3195,0
593,1
3903,0
4361,1
1138,1
1808,0
3636,1
1125,1
4669,1
1310,1
130,0
4023,0
576,0
4640,1
4760,1
3688,1
2149,1
654,0
61,0
3246,0
955,1
4166,1
3366,1
1478,0
2548,0
2620,1
4914,1
2190,0
1935,0
487,1
4645,1
710,0
3651,1
750,0
2813,1
444,0
4087,0
1449,1
781,1
670,0
894,1
4830,0
682,1
4744,0
466,0
3089,0
1164,0
4155,0
3586,0
4066,0
1141,0
3788,0
150,1
4261,1
111,1
1987,1
853,0
1462,1
4574,0
3977,1
1673,1
4137,0
2849,1
4090,0
1512,0
1827,1
1666,0
222,0
566,0
1707,1
4587,1
1470,0
953,1
1853,1
3774,1
4867,0
3854,0
2970,1
2503,1
902,0
1747,0
3923,0
2982,1
2562,1
242,0
4118,0
1111,1
2739,1
2113,1
4419,0
700,1
1836,0
3915,1
4013,1
4723,1
2933,1
1226,1
757,1
3226,0
2694,0
4980,1
2523,1
718,0
2489,0
3720,0
1406,0
3971,0
4890,0
2030,1
3121,1
1193,1
4217,1
4803,1
3318,0
4128,1
2631,1
4164,0
1959,0
2630,1
577,1
729,1
1650,0
2936,0
622,1
1756,0
2831,0
1345,1
3430,1
2133,0
3132,1
1412,1
3855,1
917,1
2979,1
628,0
1829,1
639,0
4573,0
1070,0
2925,1
4999,1
1289,0
3968,0
3546,0
3396,0
168,1
3099,1
4224,1
814,1
1482,0
3616,0
4048,0
1254,1
1378,1
835,0
4845,1
3641,1
1749,0
2782,0
4730,1
1137,0
1900,1
266,0
1233,1
1156,0
4089,1
4676,1
363,0
3623,1
2708,0
4384,0
946,1
1286,0
870,0
4638,1
171,0
2537,0
2641,1
2757,1
1575,0
1283,0
739,0
596,0
4365,1
1147,0
2772,0
4086,1
1942,1
1601,1
2734,0
479,0
2689,0
743,1
1847,0
3164,0
245,0
1916,0
2923,0
1047,1
4231,0
336,0
4084,0
730,1
2075,1
2406,0
2637,0
3843,0
4203,1
3096,0
59,0
2736,1
216,0
2333,1
15,1
4331,1
536,0
1155,0
4390,1
3001,1
1584,0
905,0
4567,0
2342,0
3959,0
3532,0
3755,1
5002,1
4972,1
626,0
192,1
4448,0
2712,0
4401,0
3988,1
2877,1
1640,0
3607,1
4279,1
3795,0
2648,0
4639,0
3071,1
1180,1
3403,1
2021,0
2219,0
1160,0
1515,1
2300,1
832,1
4017,1
2592,0
3776,0
3329,1
1371,0
852,0
2472,0
2652,0
4284,0
2943,0
1010,1
2121,0
3125,0
4627,1
1664,0
3936,0
3563,0
4452,0
4712,1
4943,1
4819,1
1762,0
1948,1
2004,0
319,1
3303,0
42,0
3615,1
1455,1
871,0
3621,1
2327,1
3839,0
1183,0
3568,0
4175,1
2868,0
1083,1
325,0
259,1
314,1
1973,0
1832,1
2329,0
4290,0
2854,0
4428,0
4898,0
3701,1
228,0
378,1
2102,1
4511,0
2790,1
4536,0
3208,0
1662,1
1591,0
2380,1
2351,0
70,0
2014,0
3038,1
3487,1
227,0
1049,0
1073,0
483,1
1965,0
1625,0
1589,1
248,0
2742,0
1790,1
3005,0
396,0
540,1
691,0
1793,1
3999,0
4443,1
3475,0
3917,1
1897,0
4743,0
884,1
1087,1
4357,0
4934,0
3953,0
553,0
4287,0
2859,1
4393,1
2135,0
3427,0
1530,0
3050,0
3530,0
1522,0
4379,1
4029,1
39,0
3531,0
2701,0
4977,0
1554,0
4767,0
4072,0
4132,1
3525,0
2055,1
2680,0
4519,1
3338,0
921,0
4975,0
496,1
1148,1
1936,1
4262,1
4008,1
4424,0
1086,0
382,0
911,0
1209,0
2165,0
4923,1
1617,0
1271,1
2461,0
1996,1
1744,0
3859,0
1539,0
4174,0
1990,0
3214,0
1688,1
2809,0
4288,1
3249,0
2361,1
337,0
3353,1
731,1
2583,0
1680,1
493,1
2204,0
4408,1
4684,1
4073,0
1509,0
194,1
909,1
3084,0
2721,1
578,1
4562,0
4373,1
1932,0
4736,1
3674,1
4248,0
4611,1
2345,0
2600,0
3820,0
355,0
1108,0
1182,1
4765,0
1435,1
4171,1
1017,0
1458,1
1299,0
2683,0
1018,1
802,0
2068,0
3459,0
4413,0
3218,0
3981,1
1274,1
1036,0
4993,1
4742,1
2070,0
3948,1
1514,0
572,1
1044,1
2275,1
2807,1
4586,0
2476,0
4802,1
4965,1
3781,0
3680,0
4126,0
380,1
1710,0
2301,1
3232,0
4292,1
3035,0
442,1
1934,0
2995,1
1556,1
3865,0
2644,1
3958,0
1560,1
439,0
3700,0
108,0
534,0
471,1
3662,1
4151,1
1855,1
1175,1
234,0
3239,1
3223,1
1851,0
828,0
368,1
2470,1
1106,1
4706,0
1443,0
2261,0
4855,1
1301,0
2297,1
4112,0
4681,0
353,0
1452,0
3547,0
1230,0
3833,1
3326,1
1082,1
643,1
2363,1
3060,0
3705,1
681,0
4027,0
4840,0
4677,0
457,1
1282,0
1262,1
2185,1
1890,0
4642,1
47,0
3500,0
3086,0
3756,1
3489,0
1292,0
3306,1
1213,1
4489,0
4832,1
271,1
2655,0
4378,1
3704,1
3056,0
1767,1
3717,0
2060,0
2308,0
1373,0
4425,1
3309,0
202,1
4612,1
680,0
4780,0
1923,0
4363,1
397,1
604,1
4896,1
4516,0
2670,1
1813,0
2677,0
2885,0
20,1
1693,0
3346,1
2288,1
2226,1
1272,0
473,0
1593,1
1901,1
2192,1
2543,1
1950,0
3028,1
3653,0
1741,1
1962,0
601,1
2931,0
2087,1
2851,0
4431,0
2448,1
1212,1
4841,1
4446,1
2817,0
4223,0
4334,0
4042,1
3752,1
569,1
3966,0
1020,0
4630,0
1814,1
2335,1
174,0
2629,0
1600,0
1701,0
1427,1
1196,1
948,0
2049,0
4036,1
1124,1
4099,1
2247,0
3828,0
1687,0
3098,0
3429,0
919,1
4636,0
1944,1
3457,1
2153,0
2595,0
4433,1
1247,0
509,0
1712,0
288,1
775,1
3407,0
201,0
2711,1
4954,0
3384,0
4212,0
3521,1
3212,0
1311,0
224,0
4434,1
2700,0
1691,0
1705,0
3723,1
4884,0
3708,0
2609,0
2714,0
1656,0
1525,1
3955,1
1432,1
2901,0
1316,1
2604,0
3886,1
2027,0
660,0
4929,1
76,0
4774,1
1448,0
2,0
2338,0
1165,0
3244,0
722,1
1100,0
4795,0
4067,0
4581,0
4016,1
4741,1
1886,0
4265,0
4289,0
2423,0
1261,0
4210,0
4282,1
1511,1
4271,1
3238,0
316,0
4789,1
3824,1
4761,1
3654,0
2530,0
3753,0
2863,0
3063,0
2746,0
338,0
2667,1
867,0
1619,1
887,0
1760,1
2117,0
1992,0
1227,0
3442,1
4569,0
1120,0
3711,1
199,1
883,1
3476,0
519,0
3510,1
4296,1
4432,1
1660,0
4932,0
1546,1
774,0
4370,1
3304,0
4253,0
1426,1
4496,0
4772,0
1166,1
3799,0
3336,1
113,1
2152,0
3542,1
3187,0
2533,0
1671,1
1128,0
4197,0
646,0
2332,0
1711,0
3884,1
2571,1
2992,0
75,0
1321,1
2665,1
3850,1
2142,1
850,1
4770,1
3842,1
1390,1
4714,1
1146,0
4465,1
2972,0
3767,1
2565,0
851,0
2002,0
304,0
2627,0
4996,1
4054,0
3345,1
2801,0
1533,0
558,1
2227,1
510,1
4034,0
842,1
826,0
1202,0
2702,1
2296,0
4122,0
3898,1
4635,1
3285,0
3342,1
4297,0
511,0
4243,0
2171,0
3906,1
1418,0
2334,0
4589,0
2465,0
2195,1
2385,1
4303,0
437,0
2570,1
4756,0
2324,0
364,1
1704,0
1833,0
1068,0
4557,0
1519,0
4518,0
2528,0
1966,1
4163,1
965,1
2577,0
1228,0
1479,1
4169,0
4836,1
1117,0
3113,0
3777,1
190,1
4647,0
817,1
2194,0
3298,1
3412,0
991,0
1118,0
403,0
3821,1
4796,0
1595,0
1490,0
4985,0
2639,1
4703,1
3133,0
1464,1
3625,0
358,1
4272,0
4324,0
2805,1
1284,0
4957,0
1925,1
1985,1
3768,1
2325,0
1928,0
3348,0
4065,1
2169,1
1946,1
3527,0
4783,0
3234,0
3836,1
449,1
2942,0
4309,1
539,1
1796,1
1416,1
2279,0
3332,0
960,1
4554,1
1776,1
3877,0
924,0
3321,0
4317,1
2839,1
4387,1
2001,1
4665,0
1694,1
3579,1
1344,0
890,1
1133,1
322,0
4878,1
3508,0
3944,0
1882,1
1564,1
2706,0
2481,1
858,1
1167,1
3021,1
456,0
4007,1
3710,0
4532,0
1276,1
4310,0
815,1
3592,0
4939,1
1727,0
2664,1
1330,1
4351,0
4032,0
741,1
634,0
891,1
4178,1
2118,1
118,0
3493,0
4004,0
1258,1
4237,1
101,0
4069,1
1864,0
3399,1
2058,1
2815,1
2160,1
3450,1
153,0
4227,0
1909,0
4270,1
3712,1
4688,0
2280,1
424,0
2597,1
4315,0
3513,1
1768,0
4907,0
594,0
2295,1
1700,0
1785,0
4216,0
3156,0
3115,0
2873,0
4204,1
4527,1
4504,1
3760,0
4961,0
4628,0
1922,0
4215,1
3130,0
4920,1
747,1
3733,1
4982,1
3976,0
4480,1
1492,0
4328,0
1460,0
933,1
91,1
2616,0
2244,0
163,0
3709,0
982,0
598,0
1309,1
657,1
2251,1
2249,1
3247,1
134,1
4729,1
3443,0
2950,0
4987,0
801,0
3902,0
2726,0
1342,0
1367,1
3075,0
2975,0
1465,0
770,0
2054,0
1471,0
1678,1
372,1
3387,1
3402,0
1159,1
93,0
2073,1
3741,0
3048,0
343,0
4404,1
264,0
2357,0
2053,1
515,1
1547,1
768,0
1802,1
2989,1
3111,1
2022,0
4901,1
4584,0
1841,1
3124,0
3609,0
752,0
297,1
4345,1
1561,1
173,0
4683,0
4314,0
2417,1
1389,0
3529,0
3805,1
4202,0
3703,0
3390,1
4704,1
3222,0
1288,1
1188,0
4877,1
500,0
4694,1
581,0
3655,0
603,0
3604,1
4864,1
4886,0
3275,1
2796,0
3082,0
476,0
1092,0
181,0
2845,0
4998,0
2524,1
1858,0
532,1
2581,0
579,1
2455,0
2930,0
4323,1
4817,1
3231,1
2860,0
3135,1
3373,1
3947,1
55,1
620,0
418,1
399,1
4005,1
1862,0
3481,1
4153,0
98,0
215,0
1280,0
2826,1
1540,0
2063,0
142,0
4991,1
2947,0
3341,1
1475,0
2958,1
4368,0
1726,1
4116,0
4240,1
744,0
4205,0
4209,0
655,1
869,1
4021,0
687,0
2900,0
1920,0
3077,0
980,0
2400,1
3061,1
4547,0
2422,1
1076,1
3789,1
502,0
4233,1
809,1
4968,0
3509,1
1185,0
205,0
3528,1
981,0
1318,1
2624,1
3012,1
3335,0
994,0
2547,1
3887,0
4423,1
2531,0
3072,0
571,1
2560,0
2440,1
3368,1
3002,1
4010,0
3864,0
1388,1
19,0
2454,1
2366,1
446,0
2993,1
3935,1
1385,0
133,0
346,0
3363,0
879,1
2272,1
2359,0
4531,1
4475,1
3582,1
122,0
973,0
3397,1
4053,1
3630,1
3608,0
2387,1
2196,0
1779,0
1144,1
237,0
3271,0
3565,0
1806,0
727,1
1603,1
60,0
3204,0
4154,0
779,0
1357,0
4828,1
4671,0
1360,0
1824,0
3519,1
2084,1
1551,0
4200,0
4874,1
253,0
831,0
1997,0
4759,0
432,0
2934,1
1933,0
324,0
2257,0
3954,0
1968,1
4613,0
608,1
3151,0
