,R,Q,A
5292,1.8993834725233225,2,0
4851,4.847316288068959,0,0
230,11.100239433031657,3,0
3115,11.215788976198168,3,0
1900,9.294090330436601,2,1
3948,6.173796816564502,1,0
1093,5.915393718330236,2,1
3142,7.932576756016554,1,0
4810,5.881547126506888,1,0
6170,5.244592821498964,3,0
3628,9.925722439357225,1,0
5690,8.648316464151803,1,0
4416,4.3011360564743395,2,0
372,4.792651043156996,3,1
3621,7.411820960934808,2,0
3166,6.2829913291812405,0,0
2822,6.715813535408772,1,1
1850,11.436831297699538,2,0
6076,11.296787988598378,2,0
2042,11.357636747333267,1,0
694,4.451999881577793,3,0
2988,6.306026635516436,1,0
2230,7.281248620689792,2,0
4981,4.439659825951926,3,0
4626,2.7287523856517053,2,0
1120,9.581163652710973,0,1
415,4.320749465696476,1,0
4073,5.680265376374476,2,0
4213,9.351977368128232,2,0
848,2.453436572440681,1,0
6192,2.7873274080405697,1,0
6359,5.041529470658077,0,0
2661,3.9937172969981423,1,1
1614,8.15260582958624,2,1
1684,2.1214087659313834,1,1
349,16.360124668706977,2,0
4099,4.844375844504735,0,0
6330,8.156795814092757,2,0
570,3.9884089337165625,2,1
2332,6.364835911217615,2,0
1493,8.54106319736164,2,1
4610,12.122846213717832,2,0
6092,3.7930804615044122,2,0
1367,5.985705104477452,1,0
860,16.426714814145644,1,0
770,4.410806332072395,1,0
6285,0.9951492862350759,3,0
5897,13.832410183558583,1,0
3336,9.57212039393328,1,0
4991,2.2719531932112,2,0
6295,3.0036354905955447,1,0
5748,2.1297700867263822,1,0
2845,3.5821153120705675,1,1
6247,5.329586478224637,1,0
5586,0.9280968151562553,1,0
1615,16.120696928746852,2,1
5080,1.404737789529936,2,0
6315,6.1792979603574505,2,0
3064,2.4710795027807193,3,0
4627,4.302213230094218,0,0
5137,8.369557912849947,2,0
721,3.8958079301779094,1,0
2932,4.0174279474524965,3,0
1457,6.98837440105614,2,1
5948,5.627416101284478,2,0
2103,5.867238749198144,0,1
352,6.16458495124346,2,1
5808,1.536718236041973,1,0
3654,5.780614726543841,2,0
1671,3.0632105598692774,1,1
6138,4.090240661843778,0,0
156,8.640208496882332,2,0
5530,7.082394813038601,2,0
5668,10.95574831013166,1,0
5619,4.062199533157162,1,0
3209,13.950870843052304,2,0
2024,3.731185359860116,2,0
5758,0.27397023073119403,1,0
4927,1.1020280518792636,2,0
4396,1.6248391614991378,1,0
2525,3.027556371241581,1,0
6434,5.526879382080441,0,0
4761,6.78222424912078,2,0
1826,2.159301832172053,2,0
3858,6.861953904389355,3,0
5019,5.751045534277501,2,0
137,2.70980047870751,1,1
4679,5.502016417830729,0,0
3078,5.728437016672228,1,0
5380,2.410349786054821,1,0
1526,5.994081660405914,0,0
5714,1.5904681563015228,2,0
2967,1.1537675929448872,1,0
5109,9.683156395143524,2,0
299,2.2443553177268916,0,1
5477,10.810140348437718,1,0
3966,6.061912167636182,1,0
1845,1.356372094466081,2,0
1362,2.537339913158676,2,1
5379,6.619035327591854,2,0
6179,3.2711927277240873,0,0
2912,1.6442043042962324,1,0
1327,6.077325611988418,1,0
902,2.8922627918849115,3,0
1901,1.4861112082019654,1,1
1072,0.5844607159401242,1,1
3736,15.98543380435623,1,0
2593,11.72544711559075,2,0
5366,0.6071683333852176,0,0
4648,6.730139879764408,1,0
3319,5.783866180720974,1,0
4197,7.659673817139743,2,0
2827,1.2949743671205616,3,0
1546,4.7645828200725004,3,1
3729,1.7235145328135186,1,0
968,10.495578144080419,3,0
5135,2.849532247055588,1,0
6410,8.184026014766893,2,0
2429,4.530701358097602,1,0
1033,5.645026789222368,1,1
4498,9.613739474805426,0,0
1111,6.4884049855906865,1,1
4832,12.10819354196886,2,0
3856,11.334042282951454,2,0
755,5.6480406929604925,1,1
2280,1.8440742834339987,2,1
3240,8.224215948807744,1,0
518,5.18201294879605,0,0
2092,4.440115262112059,1,0
2341,1.6818819530197144,1,1
1423,2.01147855952581,2,1
1682,5.2319417083342845,1,1
4333,2.12980939664487,1,0
1331,2.20671916426202,1,1
794,2.604378946847932,2,1
4112,3.5906938989287616,0,0
834,2.2902373243742935,1,0
4100,7.380522040863177,3,0
557,3.4448421677035723,1,1
4434,7.224478961476204,1,0
1275,7.011544864490405,0,1
2025,2.6770484170130375,2,1
3606,8.254044658779844,1,0
2143,1.1839280853610963,1,0
2591,7.330877924182278,1,1
1486,0.6000358025776612,2,0
3818,2.3748243927313366,0,0
4163,1.5618031279498399,0,0
1538,3.2547221208739634,1,0
6255,0.5924397051594847,2,0
1938,11.375224355461915,3,1
371,1.1454876429201795,2,0
3705,2.6646847634955493,3,0
6435,4.351051166664051,1,0
1406,7.067840915654324,1,1
123,1.7511658694204462,2,0
6066,5.5870223792771005,1,0
580,5.805009617514696,1,1
3594,6.6975888999566955,0,0
4061,16.76215779512139,0,0
6135,5.6968454248114275,2,0
416,3.187326002179848,2,1
4348,1.350856590679294,2,0
2780,7.3886966766534385,2,1
46,5.3447658046615585,1,1
136,10.514437668084888,1,0
1714,10.21706787208929,0,0
3456,0.6264802166249162,0,0
2779,8.399134291703866,1,1
5862,1.8729257377854687,1,0
849,4.986942166300634,1,0
825,1.599278526389912,1,0
3732,4.15328104225824,1,0
4727,3.3012907419540376,1,0
4646,3.7522237522410977,0,0
4042,6.637005256057137,2,0
501,3.2512859130515155,2,1
1403,3.8813530271870316,2,0
5245,1.1894484416603515,1,0
2908,10.534514504141956,2,0
3144,11.11045725669483,2,0
1698,1.1291404335563955,2,1
6302,5.922231997618372,1,0
6300,5.996674053585883,1,0
2303,2.1137340528231627,2,1
4504,3.748573698234254,2,0
2027,1.5392373244728632,2,0
2720,6.277822682953566,1,0
133,20.389596594673463,2,1
5851,11.785019643791406,0,0
1134,6.679011632574686,1,1
2571,6.0149174600182995,3,0
5288,8.58207763236417,2,0
172,3.0471317518963104,0,1
1532,1.77504888844652,1,0
787,1.3869455890758067,2,0
605,4.901681082971579,1,0
1853,3.2460995776669317,3,1
2478,2.1327207553167167,1,1
5282,6.061480511142723,1,0
4913,4.303385882303659,2,0
3317,9.730912534584098,2,0
1069,7.2014203883958805,3,0
4595,3.88203615943071,2,0
4097,5.205594131716671,1,0
4357,3.0467352933548835,0,0
1995,5.002645012719934,1,0
3691,8.422518275629956,2,0
5884,12.623923532237793,1,0
3486,1.5172811240676942,3,0
4739,10.584090593555104,1,0
5049,1.641342939428075,1,0
486,11.163477634885705,2,0
5815,8.976125968971733,2,0
5327,11.400818211766563,3,0
6151,7.529447608694099,3,0
4046,7.759713572789101,2,0
3006,3.778839536897061,2,1
1209,1.0005139019164206,1,1
6155,8.302621603500084,1,0
3807,11.005276046802715,2,0
5605,1.744285987935919,3,0
3617,4.214275754783283,2,0
3344,2.741829574724275,2,0
3781,8.771693909115347,0,0
1420,16.310404540369902,2,1
4119,2.9420849713754347,1,0
2672,3.3961608040278737,3,1
4789,3.651625543902351,2,0
5341,2.653662195899315,2,0
2395,16.978482697492463,2,1
2903,1.7688132557596523,1,0
5188,5.14010918914419,1,0
5236,6.561810852760857,2,0
1117,0.6674414858390342,2,0
2520,3.09955695675911,0,0
6224,12.49710116227531,2,0
6024,17.285950928435106,1,0
4878,3.9210975269465957,1,0
2552,3.8940594406967612,2,1
5389,1.2292125957328959,1,0
3843,8.284357539127896,2,0
2859,1.7800105079691366,1,0
5829,11.614037073520162,3,0
2835,4.944934553542245,2,1
791,11.141577131252873,0,1
1064,4.595828002754858,1,1
929,5.791264564435136,3,0
4894,6.936987409430714,1,0
2245,2.92758553868832,0,1
5336,4.229437389745415,2,0
3852,5.851734843353577,2,0
1558,6.480813497825607,1,1
2751,12.464405177081371,2,0
6227,3.9027647929686675,1,0
4086,2.2448937088241037,2,0
2176,3.7650627614493346,2,1
3390,1.386735358391451,2,0
0,7.18103816960771,0,1
3649,10.763267034365327,2,0
5453,11.150479631970367,3,0
4787,3.093791677085659,2,0
2494,6.474101613031678,2,0
5183,5.829329565229741,3,0
5722,7.623741617550852,0,0
1595,2.1792794008071064,3,1
440,8.272536657451454,2,0
2178,3.0259963373576397,1,1
4267,4.763023353070736,2,0
2033,5.287584110462841,2,0
3176,3.0533984767082627,1,0
4968,3.81727629709312,1,0
5695,3.8661579566252398,1,0
4698,2.8127775965381514,2,0
1806,8.045285793523213,2,1
1467,1.9724177111546553,1,1
681,5.488770301191284,1,0
204,2.701723313708764,2,0
6169,6.295396146445141,2,0
4183,6.580778215888592,0,0
5197,15.559254931062874,2,0
4863,15.067320068905303,1,0
5946,9.888866611649577,2,0
4708,1.4343563068333118,2,0
3471,2.3151707359087217,1,0
3888,12.725184650523977,2,0
312,9.997681848287911,2,1
5256,8.221968162067006,2,0
4443,8.876204230621399,0,0
1267,5.133441560231339,0,0
5293,4.508955395832523,1,0
3060,8.014027214510758,2,0
782,13.813718027626393,1,1
1280,6.801810215401616,1,0
2766,2.661358025494696,2,0
5046,8.855517733171748,1,0
26,4.565337531253802,1,1
3869,8.191875723587485,2,0
3237,3.5950689541809826,2,0
886,1.5455652224914893,1,1
3972,14.631178099277623,3,0
2881,6.529709703695314,3,0
5241,6.237150696721841,2,0
2207,3.8592545192346135,2,1
4707,0.7598070889141484,2,0
3990,6.234750390056842,3,0
2873,2.386031999035091,2,1
5059,3.5410770468482973,3,0
2499,10.870191623330678,2,0
3307,8.269716667397057,1,0
6026,6.375731723975832,1,0
1502,10.527346687738406,1,0
3411,10.69171029907674,2,0
6211,14.038540252426984,2,0
3125,3.2499555297189335,3,0
3246,5.112277364263518,1,0
3394,10.025657981396133,2,0
2448,8.12432289715693,0,1
4834,6.728556383135673,0,0
5454,7.4720778975964155,2,0
736,5.1099412570345715,1,0
1063,3.8153565190832044,1,0
2855,5.062322815321393,2,1
3073,10.76618427116223,2,0
6403,11.178162856959833,3,0
5497,14.51462549315223,1,0
3459,12.011479669806295,3,0
6159,4.888898101113528,1,0
1626,9.218237496746566,1,1
215,5.048928898927748,1,1
3700,4.873181271580223,3,0
4092,9.141050351062892,1,0
1754,1.4369442826099856,2,1
5936,10.8541964048755,1,0
1800,6.563205789430023,2,0
5399,10.493608621556815,2,0
5935,6.206253216639002,2,0
2244,2.0586974736291213,2,0
6349,1.3210918617980076,2,0
6333,4.687437276770307,2,0
3536,3.884142536867002,0,0
2887,1.8886296877018012,1,1
6000,2.5647702083979307,1,0
5468,2.1860440619173933,3,0
6145,5.662240739951666,2,0
6032,1.1924172010857512,0,0
2364,9.795039076147145,2,1
616,1.0697310423920914,0,0
5949,12.290215822032835,1,0
526,5.7900075135030615,1,1
3410,15.763960809042253,1,0
4953,2.7579657770479518,1,0
56,2.744057351344576,0,1
289,1.9625966505325558,3,0
2124,2.9781759048890484,0,1
3739,10.486173689594395,0,0
184,11.951861049235573,2,0
2418,3.591730940514939,1,1
1903,5.56614094334439,3,0
1163,12.998770188437927,0,0
3129,2.7553248930360374,1,0
1943,6.83035957637071,1,1
4763,17.008078806501928,2,0
1787,0.542447329936354,3,0
1529,13.901663169598473,2,1
4757,4.675179557445863,2,0
1982,5.281072819168111,3,1
3408,9.347357575543871,1,0
2475,6.812759242714423,3,1
285,14.794039612276524,1,0
3335,8.244980102152638,1,0
5576,2.3862385018861656,2,0
4978,5.788563388496319,2,0
3815,3.206745009286154,2,0
403,10.262566342192327,2,0
4198,7.545249989639431,2,0
3612,2.04686308242231,0,0
3976,0.7520359770587137,1,0
3072,4.509874947306589,0,0
1871,18.946148918019563,2,1
4885,8.20813190606154,1,0
5996,2.959538861523438,1,0
428,2.9858741551264205,1,0
3605,9.747970189741682,1,0
3052,10.101083504180776,2,0
3443,2.720112717278479,1,0
4662,3.518762730273373,3,0
2188,5.193411976329102,2,0
3481,4.689483850106129,2,0
6386,5.111072198624499,1,0
1237,8.471536996946847,2,1
3967,4.16630290225515,0,0
5442,2.7343308536536908,2,0
901,12.438837072380903,1,1
695,3.1367282574480564,2,0
601,13.175844555037862,1,1
5950,4.640463128988687,2,0
5635,7.3747322426762185,0,0
2746,4.141526935079592,3,0
3109,6.23280787602212,3,0
213,6.722774377717734,1,0
3436,1.781564890510406,1,0
1318,2.9374005537845136,1,1
2301,2.7183838040599855,2,0
4499,3.4265984442289845,0,0
2063,4.542016200534187,3,1
278,6.304938470036941,1,1
5974,6.301454362332471,2,0
3311,2.307495171341054,1,0
2325,3.1922394940605523,0,0
5757,12.411028552334809,1,0
1169,2.25689398592923,1,1
5169,11.063383004495865,1,0
5572,12.27045452995107,2,0
5900,10.249247472679961,2,0
3168,1.6117996749166572,2,0
1106,7.262053181150709,1,0
6096,2.582661086405091,2,0
2904,0.9751015711689184,2,1
3477,11.150655007641284,1,0
1814,11.039440276333936,1,0
6402,5.5212019420854315,2,0
5769,13.421236940853834,2,0
5600,8.143774331654724,2,0
3538,5.172602462395025,3,0
2498,11.104775034689553,0,0
4847,6.049168062418796,1,0
2921,9.419844119572078,1,0
4900,4.934897120793499,2,0
5069,3.9240816544351156,1,0
759,1.3546612922609242,1,0
2511,7.621632162402754,2,1
2329,7.489147546902059,2,1
1057,5.024914612370242,1,0
5319,22.074951144629157,0,0
2263,7.679110072257615,3,1
1297,8.062980679245358,1,0
4516,1.4563610912986114,0,0
585,7.310590741996732,3,1
3077,25.854437098563654,2,0
4696,0.6070077984596708,3,0
3804,9.333721946249586,1,0
318,6.579591191266082,1,0
5883,4.236136616646273,2,0
374,10.755372114142514,2,0
4029,3.373567275441764,2,0
1970,9.70607819161205,2,0
5274,6.198997861235453,1,0
2068,6.352197551077278,1,1
823,6.626267742030473,2,1
2865,3.4629581025864056,2,1
917,9.083375762956907,2,0
2354,3.953009284824588,1,0
1774,9.360772084134931,3,0
6391,6.551794020294601,2,0
3028,10.578345575142514,0,0
4391,2.680985299595214,3,0
2485,6.618079737506689,1,1
1929,4.218012172786558,2,0
5218,15.853266354851726,1,0
2091,4.674006629044511,1,1
4973,8.525716497026707,1,0
2412,7.94249814503861,2,0
1724,6.662877956887496,0,1
1654,6.203654768901721,1,0
3812,3.2732749733876467,3,0
5068,12.88002269796224,1,0
4919,11.059352602164473,0,0
5649,8.31873108363998,3,0
452,1.8730320171939663,2,1
2603,4.854671928337681,1,1
4360,9.61988654955163,1,0
2417,2.9969989599946354,3,1
6134,5.970263138944148,2,0
5721,1.1826727163039508,3,0
6449,2.163812555906301,2,0
1282,7.965952789676596,1,1
1641,10.81391799817784,1,0
340,5.282328118182191,1,0
5129,16.175783509863486,1,0
2382,9.995418084749884,3,1
2072,3.056710403852036,2,0
6408,2.538465930833039,0,0
44,4.862525894666712,2,1
1048,8.66827243275741,2,0
3350,3.9573313541419046,1,0
1482,1.584425814755566,3,0
3312,13.125986941385733,1,0
3618,7.360334659708126,2,0
5313,5.951337340679551,0,0
30,6.363131818169766,1,1
3755,1.410881881131036,0,0
5606,6.52204409794758,1,0
3031,6.849202566772727,2,0
5886,2.4889479694440917,2,0
82,2.5386026413358675,3,1
626,8.408110127668703,0,0
5041,1.0567757633780144,1,0
5267,8.886114890038659,1,0
4014,11.373410945882393,1,0
1568,9.039532069520803,2,1
1142,8.924723825474251,2,1
3745,4.084019823804848,2,0
5502,4.128515487967732,2,0
4047,2.1868296332273918,1,0
5978,15.857593130333678,1,0
3452,4.7571567388155716,3,0
1648,4.738864288737108,1,0
4630,1.484271936028459,3,0
3008,2.981851051431236,3,1
4321,11.092736068283175,2,0
763,3.083057773983644,2,0
1008,2.616497187052718,1,1
5880,4.9741785754905905,2,0
58,6.236790914344182,1,0
2646,4.569010800980788,2,1
5499,4.093680071191115,2,0
937,9.013474273363114,1,1
4940,4.44343036111209,3,0
1173,7.718858125844735,2,0
3893,3.8945178767036635,0,0
4536,3.290076234013938,1,0
3715,5.331922178984284,1,0
807,4.002706751503185,2,0
916,5.267434522386364,3,1
5870,1.8131673838006608,1,0
5827,9.237237189852717,0,0
2794,1.7927490697046276,3,1
2665,5.993724643225329,3,0
2467,9.043239294353787,1,0
4588,1.4084134953094969,2,0
236,5.184171158033383,0,0
2936,1.135513690950693,2,1
5545,11.719477534982008,1,0
2215,7.87583047174725,2,0
2924,5.314562288065021,0,0
2614,6.213604375277218,2,0
955,7.883145126406148,2,1
2067,7.302832319259634,3,0
2894,4.615287763239044,1,0
3611,3.150720108892501,1,0
3796,3.037848222175323,2,0
4842,6.982368667173052,2,0
208,4.928641122718525,1,0
2229,0.09512061022869239,3,0
3000,4.655494502549388,0,0
3803,2.4075085906391775,2,0
6336,0.6424945176611727,2,0
5506,7.409162450436152,1,0
774,0.9927162830412128,1,0
2438,9.630839555866745,0,1
1028,6.1965046371025085,1,1
5321,16.57546534222872,2,0
209,3.963283630144257,1,0
4090,6.219074149177991,0,0
1771,6.835371908157109,3,0
409,6.710629792848305,1,0
1508,1.3027532917748563,1,1
4837,9.73545013059175,1,0
5906,1.4041550985271183,3,0
1393,2.9839000433193448,3,0
3426,3.9328168878284155,1,0
672,9.466581887397426,0,1
2834,4.013013656978613,2,0
5838,4.049625036833751,1,0
2815,14.929834917368495,2,0
5916,4.362882005572336,3,0
3954,3.92535671155181,2,0
5626,4.710700366746809,3,0
4216,2.4205107777055046,2,0
3960,4.457926277241179,1,0
1334,4.683758032624863,3,0
3925,3.0008234476710967,1,0
6393,12.238010477664577,2,0
4549,2.5196688975754573,1,0
4202,4.852687105384425,2,0
5246,6.490768444868321,2,0
5050,2.5012736007824343,3,0
3875,0.5928253826311977,1,0
2250,3.721388222080269,0,1
636,9.183463839203414,1,1
1662,4.422467552039371,1,1
2331,3.356603181334581,2,1
407,14.868516455110436,2,1
2635,8.763870445987614,2,0
3134,1.1811846140040883,1,0
3097,6.559151176099027,2,0
726,0.7272172710608968,2,0
4928,3.0353830626992915,1,0
1738,4.625945356896026,1,0
2026,11.188098375017093,1,1
4460,13.012267297486433,2,0
1973,10.42169149246909,3,0
1148,6.669850304109027,1,0
789,1.942598056677078,3,0
1000,1.291707248366347,2,1
2266,2.549503724450426,2,0
5766,7.254456666100145,1,0
4298,10.271633033739722,3,0
2236,4.606671745564979,1,0
830,11.213934372237611,1,1
373,16.123632356191784,3,1
146,9.158436895041234,1,0
417,2.550819801911415,0,1
1681,2.859358598912698,1,0
1867,12.987496698780301,0,0
5973,11.001901161394946,2,0
5764,9.895417244638734,1,0
1549,1.9526509619931933,2,1
5030,21.52427521289681,1,0
1395,11.535811457394972,2,1
4478,4.9115798406107745,2,0
5451,3.984373735155147,1,0
4439,1.285516343630939,1,0
3826,1.8257007354802675,2,0
3854,5.071025152606558,1,0
6050,2.3507815276290445,2,0
6243,4.504454579896555,3,0
856,1.9898365645559015,1,1
2416,5.71389383588029,1,1
983,9.807754468526893,2,1
2707,8.074541314367533,3,1
4580,1.7664276518903805,2,0
1265,3.340408786581514,2,1
5706,4.787774350232784,1,0
2519,15.050127743739338,2,0
6275,8.833601768717456,1,0
4281,2.007533203679494,3,0
2985,1.2842760185055984,0,0
4681,5.232577875756775,2,0
4167,6.743471577123057,1,0
5734,5.066848487792377,1,0
170,6.1691427306150945,1,1
39,4.3148643473579655,1,0
2631,6.6405004969848935,1,0
5178,9.561707603473625,2,0
5512,6.902574885089189,2,0
4699,6.516680925071238,2,0
701,3.0685732013224714,1,1
5957,1.4116048907950585,2,0
411,5.604999068901777,0,1
2154,12.57141061355821,1,0
3212,9.74089540772788,1,0
3988,5.128992357135889,0,0
2503,2.311054678992032,2,0
5729,6.008411948598916,2,0
470,3.465438668754058,2,1
104,4.707291589056294,2,0
382,4.076064149603177,2,0
3726,23.741411201619865,1,0
5772,7.630241111472465,1,0
5331,2.3900475731709516,2,0
5234,5.337855899604226,1,0
4494,15.156502650373945,2,0
3487,10.937932824123813,1,0
5849,4.228841012475599,2,0
4084,1.6474674328434669,1,0
1593,0.4902816286492343,1,0
1024,6.914369221274988,0,1
305,7.5514911314601205,2,1
1863,3.2273094365658554,1,1
4081,7.894622628409203,2,0
3396,5.216065099795473,3,0
3465,7.831748275289465,1,0
3026,5.498892990872408,2,0
1695,3.6187666934218683,3,0
6101,4.198671682189315,1,0
5163,9.526408249775693,2,0
5615,8.322086972468629,2,0
5761,6.313929916105064,1,0
5242,2.1235310152178295,2,0
6287,6.2520627412631615,2,0
2755,7.52218204856486,3,0
2046,10.36399872054539,1,1
3614,9.318417505855113,2,0
5184,6.07898276008623,2,0
2553,4.935943929840111,1,0
3027,3.354977412430051,1,0
421,7.062795190965295,2,0
2099,3.5667761470008594,3,1
1570,14.929862529498493,1,1
1804,4.133336926404885,3,0
914,16.330283434970553,1,0
3186,9.16674344047401,0,0
2098,7.63113455903169,2,0
5912,3.253739204781659,2,0
1085,3.700771367424486,2,1
4620,10.023208012368102,2,0
604,6.079060457821903,3,1
4120,7.4764266812381965,1,0
634,2.9523525571580507,1,0
4152,4.972695342595713,2,0
3048,3.7823205264487783,1,0
5574,11.998514392307909,2,0
2971,4.7417148847184745,2,1
3592,1.302876397538066,1,0
4101,0.7038157960915828,0,0
2311,3.553769768321933,1,0
2203,2.5599546379607827,0,0
4589,3.1340940133617545,2,0
2132,3.713793598893562,0,1
667,6.170031866903621,1,0
3383,3.0785621350620076,2,0
4741,5.818258860831215,1,0
1325,12.969733406925286,2,0
1182,8.313940165359952,1,1
3051,16.561307006481886,1,0
4886,2.597807665976822,1,0
5375,0.8282174055173459,2,0
2670,7.639814808648756,2,0
1666,16.45327417770019,0,0
2257,9.122707796203633,2,1
5712,4.556011735127518,1,0
3094,12.704881284918239,0,0
1010,5.082994679831077,1,0
2481,1.6544400761912226,2,0
6282,14.76875356041111,2,0
479,4.216172648084402,3,0
4211,9.137320520061031,2,0
6266,11.510714428717552,1,0
4468,2.4764916495584473,2,0
2810,20.48875900569296,0,0
4529,1.9725404717596366,1,0
2772,17.812828304298566,2,0
5503,0.9499151312344378,1,0
5185,1.0740673916798913,2,0
3089,1.964886812591653,1,0
6418,2.1273669832746984,3,0
2281,2.6588972023330815,3,1
533,1.2273033751636382,1,0
1141,5.625456766870453,1,0
5792,1.5990946091599467,2,0
4269,7.837265994318506,2,0
6233,3.671145067784292,1,0
1090,3.029636165781459,1,0
1706,11.23983570497249,1,1
2183,2.4148894376016363,1,1
663,0.9513399524517884,3,1
3558,3.708297647840072,2,0
3880,3.8444127115808135,2,0
4768,1.4435825010400711,2,0
1149,4.61078394449706,3,1
4664,7.4729570026344,3,0
3923,6.416784555845926,1,0
2611,3.336717723523435,0,1
6296,3.1250863171148895,1,0
4924,3.7425909755604154,0,0
2374,2.5158213278740114,1,1
1742,4.583525048784622,1,0
1975,11.996957683617856,1,1
2362,6.54627665944938,2,1
546,6.985822324956468,2,1
3724,6.906744505497512,1,0
1259,5.810780948328736,2,1
685,1.564099572758237,1,1
3827,7.0898569527409165,2,0
5580,2.062518193070046,0,0
696,1.3499247104774503,2,1
2976,2.2416181555401407,0,0
3070,3.1309006903369667,2,0
4364,3.4664006210121334,1,0
5786,2.3700235189897563,1,0
4822,1.1569477910105812,2,0
2350,10.177944114481193,1,0
4858,8.04652587191626,2,0
4861,14.991417809130965,1,0
3516,11.527351778229963,2,0
3381,6.6487773866385655,2,0
6238,10.190535346591215,2,0
2584,13.13520519531668,3,0
1216,4.036731625572098,0,1
404,1.0696655481000668,1,0
4254,8.615981561122608,1,0
1425,2.272209562531793,1,0
4180,1.6268787348740261,1,0
2393,0.5099958219300312,1,0
4365,2.6304375479065802,2,0
3424,2.8235598694653605,2,0
2752,5.462135764435939,0,1
1830,10.340084980838636,2,1
4056,2.7234378589387944,2,0
2763,3.441496406357321,2,0
5272,4.034921120179527,1,0
2960,5.677480939349969,1,1
2076,5.4114088509840474,3,1
2385,11.371617738511823,2,0
1835,4.794119669437735,0,1
890,2.472632880942661,1,0
6281,3.32437367162322,2,0
467,10.36594067267972,2,0
4723,4.087559349762271,2,0
5612,8.420007444809,2,0
5955,10.136978293208685,1,0
2768,14.096325790572607,2,0
3211,1.4312820148237817,1,0
1997,10.470217871810249,3,1
3667,16.581020406532563,1,0
2292,5.340975995302543,2,0
138,8.120937865047669,1,1
1463,6.23883431897079,1,1
3798,3.6490029718714334,1,0
6244,5.064986960936236,3,0
463,5.800540713895998,2,1
3376,15.996659956066075,1,0
145,7.221902909777327,2,1
4372,2.706791525383529,2,0
3326,2.369370527269494,2,0
3190,3.8178857389886693,2,0
1762,1.649628816545348,1,0
1288,3.8580494436400645,2,0
1624,2.286215393962978,2,0
12,13.095530602450586,2,0
