,Y_real
3277,1
1987,1
7374,0
6344,1
3332,1
4290,1
7020,1
6466,0
7700,1
430,0
5886,1
6221,0
6615,1
7470,1
9267,1
1828,0
9461,0
5670,0
9234,0
5617,0
702,0
7173,0
7269,0
4621,0
2712,0
8693,0
7075,1
372,1
4145,0
6525,0
4015,0
8938,0
4936,1
6855,1
3008,1
9042,1
704,0
6527,1
266,0
5131,0
1134,0
541,0
8493,1
1541,0
4451,0
330,0
4608,1
6969,1
3326,0
3553,0
7380,1
847,1
5019,0
4896,1
2964,0
4660,1
2155,0
2211,0
26,1
1868,1
1350,0
8118,1
8980,0
9311,0
3473,0
3817,0
3099,0
3220,1
1625,1
134,0
8277,0
1803,1
2034,0
5846,1
6173,1
4475,0
3887,0
1864,0
4614,0
6139,0
4689,1
1075,0
1460,1
7404,0
9428,1
8521,0
1715,0
1988,1
5765,0
4697,0
1349,1
7835,1
4867,0
1891,1
1963,0
8505,1
5881,0
1299,0
38,1
2966,0
6533,1
7480,0
6071,1
8695,0
3772,0
5180,0
7335,1
7321,0
5360,0
3221,0
5437,0
4934,1
9482,0
5945,0
1492,0
8868,1
55,1
8028,1
3183,0
4565,0
7857,0
9382,0
2978,1
6514,1
410,1
7472,0
2124,1
5040,0
2711,1
7890,1
960,1
6342,1
3275,0
6846,1
3627,0
1636,0
591,1
2084,0
6252,0
2182,0
166,0
710,0
9148,0
667,0
750,0
1915,0
1332,1
4594,1
9192,0
4779,0
3224,0
6652,1
6224,0
4297,0
1426,1
3415,1
6523,0
6952,1
4666,1
5175,0
8557,0
4445,1
3526,0
1751,1
2755,1
4306,1
3687,1
7611,0
9017,1
5947,1
749,0
8653,0
1467,0
9493,1
6015,1
4264,0
192,0
8215,1
4480,1
2983,0
5542,0
1730,1
5103,1
7046,1
3758,0
6289,1
1571,1
782,0
3021,1
194,0
1307,1
2610,1
4701,1
401,0
6420,0
8054,1
9142,0
7037,1
2557,0
7150,0
6544,0
5283,1
8833,1
4954,0
1223,0
6582,1
7669,1
4316,0
1103,0
3088,0
9121,1
7854,1
6172,1
5593,1
9141,1
6816,1
3111,1
8333,0
6393,0
490,0
773,0
4771,0
2847,0
988,1
8709,0
7462,1
2316,0
4958,0
8375,0
8901,1
2516,0
3780,0
6166,1
6538,0
313,0
7273,1
6387,0
4744,0
4776,0
6150,1
7574,0
3870,1
1256,0
8208,0
5791,0
4802,0
5368,0
5701,1
1765,0
963,0
2322,1
7771,1
9384,0
9233,1
640,0
1044,1
7621,0
7395,0
2470,0
862,1
2686,0
6083,0
6625,1
4415,0
8248,0
8033,1
3518,1
7285,0
2736,0
3026,1
9302,0
7439,1
8965,0
7244,0
7951,0
1656,0
6599,1
4172,0
3121,0
5638,1
3593,0
5632,1
456,0
1770,0
312,0
7328,1
7594,1
2697,0
9006,1
6025,0
3384,0
8331,1
707,0
7671,1
587,1
7542,1
751,1
4163,1
6187,0
8837,1
1133,0
8279,0
365,0
1596,0
5676,0
4486,1
8134,1
7877,0
7905,0
3425,1
8900,0
1230,1
7675,1
2511,1
6013,1
7579,0
5616,1
916,1
3734,1
903,1
1266,1
3884,0
9208,0
1898,1
4003,1
8875,1
8213,0
163,0
8207,0
344,1
6048,0
563,0
6561,0
8173,0
2453,1
7556,1
2839,1
2821,1
2859,1
1173,1
5730,1
1557,0
1091,1
6729,1
5246,1
3625,0
4340,0
5708,1
5782,0
674,1
1225,0
1650,0
9404,0
1796,0
2342,1
1497,1
3845,1
5240,1
1933,1
8000,0
4820,1
7441,1
6962,1
396,1
8719,0
2725,0
5831,1
2708,0
714,0
8843,1
792,0
6121,0
1244,1
1236,1
8911,0
3081,0
4815,1
919,0
5163,1
930,1
8589,0
7707,1
9422,0
4166,0
9413,0
91,0
4046,1
745,0
3628,1
243,1
6947,0
9170,0
1314,0
6585,1
8170,0
3466,1
2374,1
4576,0
5410,1
3767,1
5894,0
3605,1
3371,0
8533,1
7560,0
2092,1
7784,1
2123,0
7201,1
5443,1
1002,0
8206,0
3114,1
3101,0
4567,1
7659,1
2378,0
4396,0
1622,1
3073,1
5719,0
6092,1
5167,0
5741,0
1213,0
7728,1
3660,1
5409,0
4091,1
6927,0
1609,0
7569,1
8805,1
5034,0
5448,1
4805,1
8370,1
6019,1
7113,1
8218,1
3365,0
7602,0
6140,1
6321,0
3352,1
8284,1
7322,0
1577,1
9377,1
3868,1
106,1
8086,0
5233,1
8913,0
3984,0
3960,1
9424,1
1584,1
4479,1
4246,0
736,0
7423,0
602,1
5314,0
2073,0
6402,1
673,1
3499,0
7262,0
4387,0
5452,1
2179,1
1728,0
9054,0
6153,1
102,0
8257,1
1822,0
2968,0
4274,1
8526,1
8934,1
1117,1
889,0
8302,0
8800,1
2369,1
4168,0
2910,0
9166,1
6870,0
2990,1
5832,0
1875,0
5977,1
9182,0
8652,0
1658,0
8534,0
5321,1
5916,1
8282,0
4456,0
6606,1
3720,1
3282,0
6935,0
464,0
633,1
789,0
4418,0
7454,0
3910,0
473,1
2102,1
7871,1
4010,1
30,0
2721,0
4844,0
4968,1
4632,0
1432,1
634,0
8368,1
3667,0
5689,0
8175,0
2270,0
2790,0
6005,1
3483,1
7091,0
5970,0
3891,0
2739,1
3495,0
7643,0
1985,1
1037,1
8554,0
8138,1
6970,1
4735,0
9176,1
607,1
3166,0
31,0
9030,0
863,1
4640,1
6205,0
7595,0
3941,0
2579,1
5127,0
1766,0
3770,1
5732,0
7058,0
5059,0
4033,1
5873,0
4724,0
2070,0
7168,0
1124,1
7039,0
1478,0
8544,1
5660,0
8661,0
3058,0
3498,0
2734,0
5052,1
4818,0
1175,1
2861,1
8212,0
8281,0
2357,0
9361,1
8211,0
2503,0
8657,0
7250,0
5840,0
5992,1
5401,0
983,0
3431,1
6722,1
3229,0
6564,0
1089,0
4553,0
1204,0
6794,1
8656,0
296,1
8989,1
5080,0
6384,1
7005,0
6847,0
455,0
9012,0
1589,0
7547,1
737,0
9135,1
5022,1
1562,0
5759,1
394,1
1059,0
328,0
376,0
7706,1
5090,0
3965,0
3534,1
7242,0
5421,0
9492,1
7883,0
8292,1
3037,1
8481,1
5259,0
2606,0
6355,0
5524,0
3471,0
6526,1
5695,0
982,1
3552,0
7268,0
4327,0
2935,1
1949,1
6041,0
4457,0
5517,0
5422,0
7433,1
4985,1
4646,0
5150,1
2227,1
841,0
3160,1
8037,0
3181,1
5129,0
1035,1
4048,1
6488,1
6230,1
831,0
3926,1
9083,0
5153,1
3826,1
301,0
1754,1
8710,0
5414,0
77,1
277,1
7788,0
6246,1
598,0
3433,1
4,1
5046,1
2019,1
438,0
6915,0
2644,1
7546,1
8678,0
6185,0
6804,1
299,0
568,1
1916,1
237,0
616,0
4584,1
9104,1
4630,1
238,0
2916,1
1063,0
9280,1
4261,1
8154,0
8978,1
8566,0
7711,0
4671,0
4051,0
5269,0
4907,0
8346,0
5374,1
5691,1
6994,0
6963,1
8654,1
7299,0
8454,0
8763,1
2397,0
9013,0
7264,1
4008,1
8658,1
5904,0
7377,1
8012,1
6597,0
2631,0
5400,1
5319,0
381,1
4029,1
8020,0
6304,1
3630,0
759,1
7359,1
1242,1
2882,1
7591,1
7392,1
1183,0
5802,0
8983,0
4514,1
8400,0
7209,1
4018,1
390,0
9178,0
2890,0
5138,0
8297,1
8204,0
6199,0
3528,1
6462,0
6407,1
6008,1
4419,1
8229,0
1062,0
6647,1
4112,0
3979,0
9270,0
5966,1
2500,0
3548,0
5845,0
2482,0
7307,0
7503,0
872,1
412,0
7226,1
8870,0
5091,0
2703,1
3791,1
3543,0
950,0
1246,1
9081,0
2287,1
8459,0
187,0
6569,0
2103,0
3435,1
9447,1
5098,1
2219,0
5566,1
1302,0
5424,0
5289,0
2215,0
143,0
5255,0
7485,0
403,0
7830,1
8469,0
4483,1
4525,0
6362,0
3003,1
4262,0
609,1
6668,0
7353,1
7165,0
2849,1
2886,0
4014,1
3336,1
995,1
2727,1
5943,1
5307,1
1115,0
7799,1
3538,0
1797,0
7557,0
651,0
4192,1
8567,0
8196,0
8650,0
8881,1
6300,0
6497,1
7867,1
653,0
6202,0
149,1
5605,0
7324,0
8735,1
8655,0
2781,1
3600,1
6135,0
6012,0
7746,1
531,0
5859,1
3773,1
4574,0
739,0
6775,0
2039,1
8174,1
6982,0
8680,0
8410,0
5956,1
6669,1
5277,0
457,1
7507,0
8822,0
1381,0
78,0
4705,1
9436,0
3327,0
2782,0
3796,0
2873,0
7212,1
8739,1
9369,1
1339,1
2996,1
6771,0
5426,1
3980,1
757,1
6233,0
8166,0
699,1
3062,1
9442,0
3174,0
3737,1
1438,0
5156,0
2730,0
8263,1
969,1
1802,1
71,1
1793,1
5720,1
6835,1
3293,0
7555,1
3153,0
7510,0
579,0
593,0
3025,0
6780,1
6801,0
1983,1
7686,0
7993,0
4307,1
5481,0
7989,0
1746,1
6516,1
2986,1
2632,0
4527,0
3781,1
2300,1
4026,1
9154,0
5936,1
6339,1
1399,0
7631,0
6806,0
3700,0
8416,0
1974,1
1948,0
8488,0
2436,1
8437,1
6026,0
8528,0
5177,0
1289,0
1407,0
8665,0
3876,0
6799,1
7749,0
3128,1
1028,0
7571,0
7872,0
2702,1
4478,0
9171,0
3681,0
7612,1
8879,0
6410,0
431,1
5920,1
1535,0
1226,1
7808,1
6905,0
2674,0
1640,1
5743,0
8068,1
7739,0
7117,1
4751,0
6741,0
2408,0
3481,1
1118,0
8335,0
4357,0
4410,1
3789,1
5355,0
9334,0
7573,0
1292,0
4723,1
6928,0
5639,1
5661,1
4493,1
961,1
4714,0
797,0
9283,0
5169,1
4933,0
9256,0
217,1
1389,0
205,0
1687,0
7120,0
7409,0
8307,1
6680,1
4627,0
1667,0
5786,0
6710,0
8877,0
1955,1
6518,1
8004,0
6762,0
2685,1
4859,0
1935,1
3679,1
2075,1
5364,0
9151,1
2419,1
2905,1
2441,1
5810,1
6151,1
5890,0
4254,0
5637,1
111,0
468,0
477,1
5807,1
2915,1
3902,0
2536,0
3329,0
8991,1
1769,0
6718,0
5534,0
1673,1
1763,1
2056,1
8340,1
833,0
5987,0
5663,1
5497,0
1675,0
5017,1
4365,1
302,1
3423,1
4476,0
4377,0
9007,0
8117,0
8721,0
8559,1
1120,0
6301,0
3490,1
2718,0
8379,0
4984,1
2399,1
3808,1
8247,1
335,0
7644,1
2648,1
1362,1
434,1
2667,0
3129,1
2430,0
9071,0
7369,0
827,1
1614,0
9161,1
1210,1
3517,0
1418,0
894,0
6964,0
9224,1
8863,1
5645,1
6072,1
6931,1
4897,1
7366,0
1505,1
4248,0
398,0
7623,0
334,1
4094,0
7249,1
383,1
932,1
4402,0
7031,0
5281,0
6399,1
5407,1
1994,0
2690,0
8935,0
2602,0
3856,1
2494,0
7810,0
4236,1
2164,1
1361,0
1808,0
7994,1
4841,0
1883,0
366,1
4803,1
8563,0
3151,0
8906,1
7544,1
8155,0
6014,0
2377,1
8777,0
3695,1
7121,0
6411,0
4789,0
5182,1
8393,0
3777,0
5942,1
2692,0
5003,0
1608,1
1827,0
6909,0
9459,0
3857,0
3864,0
8502,0
4657,0
7146,0
6687,0
2645,1
4586,1
996,0
6331,0
5769,0
356,0
3522,0
3084,0
7962,0
8817,0
1552,1
7317,0
224,0
6655,1
3738,1
5386,1
8516,0
1711,1
8424,0
3762,0
2349,0
9,0
5027,1
5564,1
1034,1
1328,0
3428,1
5982,1
2545,0
2044,0
2165,0
3280,1
3755,1
991,0
6070,0
5071,1
4901,0
8957,0
670,0
6966,0
9183,1
3771,1
5487,0
2615,0
8104,0
946,0
6553,0
3019,0
9484,0
9385,1
5783,0
4037,1
812,0
746,1
830,1
7552,0
1863,1
832,0
4793,1
1003,0
4990,0
4321,0
6016,0
3216,1
5101,0
4105,0
1547,1
1247,0
6922,1
4964,0
4513,1
6921,0
9251,1
5018,0
6100,1
198,0
7981,0
1461,0
4873,0
7862,1
5877,0
3146,0
7419,0
2745,1
5205,0
4704,1
9219,1
1890,0
3701,1
774,0
732,1
8189,1
2773,1
2067,0
1283,0
8541,0
4601,1
278,0
7093,1
3744,0
6111,0
5863,0
221,1
6090,0
8465,0
1380,1
9380,1
2852,1
8077,0
3242,1
5223,0
3618,1
7863,1
3163,0
8775,1
7626,1
285,0
5093,1
4450,1
8523,0
229,1
8703,0
7196,0
2268,0
8401,0
6506,0
5135,1
6914,1
4470,1
5724,1
6691,1
8420,1
5082,1
7829,1
4165,1
7466,0
8872,0
6414,0
7973,1
6276,0
29,1
5225,1
353,0
290,1
1896,0
5117,0
3145,0
9146,0
4826,0
8690,0
346,0
2417,1
1858,0
1169,0
5876,0
6031,0
1006,1
5900,0
2237,1
1470,1
3496,0
3042,0
6600,0
4903,1
8890,1
4107,1
4998,0
1298,1
898,1
6226,0
6560,1
7970,0
3872,0
7492,1
2953,1
4606,0
993,1
7208,0
8623,1
3551,0
9341,0
1131,0
4182,0
3075,1
5801,0
5770,0
7381,1
2625,1
4178,0
8253,1
4408,1
8869,0
1205,0
6105,0
5300,1
5603,0
7161,1
7520,0
9249,1
7297,0
3745,1
4454,0
8818,1
5618,0
5330,1
2620,1
1078,1
9443,0
9486,1
6763,0
1148,1
637,0
4633,0
5601,0
1977,0
8790,1
8470,1
3838,0
3040,0
5074,1
1624,1
1489,0
5550,0
1947,0
36,0
7222,0
9463,1
8886,0
1290,1
2637,1
8702,0
8542,1
1665,0
1340,1
2867,0
5722,1
6981,0
756,1
566,0
5960,0
5879,0
9169,1
4063,0
7138,1
4765,1
3668,0
4078,0
9360,0
2906,0
4707,0
4757,1
4761,0
3584,0
348,0
4962,1
7184,1
7342,0
766,0
1532,0
8268,0
486,0
7229,0
6388,0
824,1
1569,1
4226,1
1806,0
544,0
1982,0
1851,0
3894,0
152,1
8718,1
5974,0
433,0
4504,0
2239,1
4298,1
1186,0
626,1
3586,1
6503,0
507,1
7015,1
627,0
7687,0
7562,0
305,0
3557,0
4869,0
3478,0
6471,0
8743,1
6054,0
8316,1
8748,1
2762,0
9060,1
1126,1
7983,0
3346,1
1250,1
8120,1
4502,1
9355,0
4375,0
3266,1
9292,0
3421,0
5918,1
6220,0
2914,0
1237,1
6967,1
9472,0
3590,0
6210,1
8615,0
1409,0
5264,0
7087,0
9399,0
1309,0
5761,0
8892,1
3997,1
5621,0
7553,1
4392,0
9364,0
9163,1
8672,0
619,0
7105,0
8603,0
6242,0
8549,0
8183,1
5160,0
3751,1
6382,0
7820,0
4526,1
1866,1
5935,0
2617,1
7305,0
5062,1
146,1
8163,0
6106,0
6543,0
462,1
2912,1
5988,1
2147,0
3659,0
4463,1
8794,1
6292,0
3086,0
4588,0
3285,1
6443,0
5014,1
9416,1
6617,1
6285,1
1882,1
6979,0
8862,1
4833,0
5274,0
729,0
5016,1
4318,0
4202,0
3712,0
2788,0
7984,0
4800,1
5083,0
3525,0
703,0
6320,1
6447,0
5737,1
4098,1
2913,0
2365,0
3193,1
501,0
925,1
1036,1
4585,0
2335,1
7465,1
6749,1
339,1
4970,1
8919,0
2460,1
608,1
5227,0
5310,0
3536,0
9349,0
5923,1
3855,1
5827,0
1713,0
3599,0
7009,0
9466,0
3933,0
728,1
3438,0
9282,1
6934,1
7182,0
1913,0
2567,0
6156,1
122,1
4879,0
8447,0
1956,0
2279,1
630,1
3621,1
5850,0
9180,0
5142,1
6058,0
4829,0
5655,0
210,1
7408,0
9143,1
2805,1
532,1
6566,1
8366,0
9023,1
5671,0
2933,0
2949,0
4722,1
1944,1
7330,0
600,1
213,1
981,0
9222,1
1280,1
3094,0
2588,1
2776,0
2679,1
119,1
421,1
7231,0
1941,1
805,1
8344,1
3854,0
3393,0
3833,0
9085,0
9122,1
4031,0
4134,0
7045,1
4188,0
379,0
5113,1
5961,1
7658,1
6335,0
2183,0
4727,0
95,1
8889,1
442,0
3074,0
3860,1
8042,1
5834,1
3256,0
7790,1
5613,1
3825,0
5733,0
8483,1
6325,1
4381,1
725,0
747,0
2394,1
740,0
4675,0
2145,1
1471,1
3191,1
8550,0
6404,0
4353,0
8973,1
6324,1
4774,1
6472,0
9415,0
7320,0
6280,0
8140,0
2376,0
6939,1
3367,0
3994,0
4497,0
8052,0
8418,1
5812,0
258,0
8828,0
4323,0
4170,1
3314,1
4719,1
4718,0
6213,1
1842,1
7898,1
8556,1
6557,1
7566,0
3863,0
357,1
3400,1
1428,0
9477,0
9150,1
4680,1
156,1
9097,0
7468,1
5519,0
8785,1
2883,0
1903,1
5108,0
2229,1
8085,0
114,0
6419,0
5081,1
8572,1
3610,0
2372,1
5861,0
6017,0
1840,1
263,1
752,1
4801,1
6532,0
4563,1
4447,0
3972,0
4733,0
495,1
2787,1
8319,0
4286,1
57,1
2783,1
1155,1
4713,1
3624,0
1807,1
7158,1
3632,1
516,0
4326,0
1032,1
5587,1
8203,1
6178,1
1752,0
7459,0
4209,1
1756,0
3243,0
3335,0
1904,0
878,0
4417,0
1,1
3080,1
4871,0
432,1
435,1
6365,0
1469,0
2488,0
9094,0
8413,1
5252,1
3743,0
2707,1
1817,1
5501,0
1100,1
4097,0
6075,1
5436,0
7296,0
6296,1
3087,1
8582,0
7271,1
8947,1
790,0
2670,0
6774,1
7534,0
654,1
3168,1
6581,1
159,1
1429,1
8987,0
7730,1
6833,0
219,1
275,0
1970,1
3829,1
3607,0
1110,0
7232,1
3795,0
581,0
622,0
4754,0
2941,1
2154,0
8100,1
8142,1
3372,1
265,0
7710,1
3683,1
289,1
3813,1
2038,1
5522,0
913,1
0,1
8838,1
5600,0
3092,0
7712,1
6391,0
6776,0
8829,0
6401,1
7193,0
4862,0
1149,1
2288,0
5508,1
6580,1
1243,1
5526,0
5179,1
6996,1
9173,0
416,0
5712,1
1301,1
4997,0
4305,1
958,1
3578,0
8734,1
3849,1
6319,0
4839,0
63,1
2660,0
7934,0
6157,1
6037,0
8856,0
5635,0
2749,0
7415,1
706,0
6229,0
2580,1
3067,1
272,1
3865,0
6607,0
1064,1
6810,0
1597,0
6946,1
80,0
7532,1
2688,0
2262,0
9032,0
2993,0
3142,1
2024,0
9019,0
1365,0
2894,0
6887,0
9035,0
4814,0
5473,1
2948,1
8687,1
4866,1
2742,1
482,1
823,0
2751,1
7535,0
6428,1
3823,0
3677,1
2087,1
7812,0
3766,0
1203,0
6820,0
4819,1
9055,0
8585,1
984,0
5706,1
4506,0
8706,0
8438,1
4012,0
7923,0
4795,0
189,0
8191,0
8294,1
4150,0
9046,1
7428,0
3728,0
5076,0
1445,0
7414,1
5520,1
4329,0
8540,1
855,0
8873,0
9039,1
3439,0
1538,0
2388,1
9255,1
6998,1
7855,0
9327,0
4877,0
5934,1
5273,0
8006,0
4291,1
5681,0
2125,1
8507,0
2754,0
2094,1
1511,0
5570,0
9284,1
5000,1
1468,1
5140,0
2187,0
8407,1
4218,0
6120,0
8308,1
1025,0
2391,0
8604,0
3299,0
7665,1
5479,0
7933,1
3024,1
3724,0
7570,0
5268,0
6291,0
9474,1
418,1
936,1
7619,1
8638,0
3480,0
46,1
5357,1
4382,1
5130,0
7818,0
9109,1
6563,0
2777,1
214,0
8179,1
5830,0
6895,0
4001,0
209,0
2759,0
9189,1
6891,1
3693,0
4626,0
5984,1
8127,0
6513,0
5510,0
9438,0
1564,0
3635,0
