,P,Q,A
5574,-13.576829453611746,2,1
9480,-12.137128527798415,2,1
2494,10.51735489307241,2,0
1621,-12.92691803749946,0,1
320,-10.74683247906589,2,1
3806,15.79663113593969,3,1
7827,12.454083471114165,2,0
5990,5.82834730674519,3,0
3063,1.9456526112280903,2,0
9822,-15.260086443606818,2,1
8696,0.4332541264618004,2,0
1224,5.656096248886583,1,0
2721,-9.037362436753233,2,1
6209,-15.99312254438781,2,1
855,5.908969357548778,2,0
5402,-8.777687717607666,0,1
7882,3.98749813946933,2,0
6031,-6.223928384051766,1,1
9745,-4.338531868739128,0,1
9945,-16.95430095764621,2,1
2549,-3.241042641774948,1,1
9356,2.2798337233052033,1,1
9276,-11.2297119984492,1,1
7690,-14.853462609917687,2,1
5672,5.136680930460758,2,0
831,3.9692176724842776,2,0
6411,12.313189464874757,1,0
8511,7.390459574999087,1,0
6479,-11.088078837579594,1,1
1201,-8.94034803170675,1,1
2572,-13.109050373288353,1,1
6341,-13.93527621857918,0,1
5700,17.66977307500982,2,0
9052,4.73923931480695,2,0
2387,0.07900218485995847,1,0
1939,-12.868615831786373,2,1
7692,11.447125768486533,3,0
1479,-11.458518352824331,1,1
9203,5.533487422686627,1,0
3968,4.2718487094427875,2,0
7825,3.742966191798431,1,0
3696,6.484175362272852,1,0
2096,3.639654060293025,1,0
9208,6.876854045767249,0,0
9091,-7.910856805759198,3,1
6915,-12.959153697180206,3,1
6406,-11.557884867071463,1,1
4045,7.0019699822186166,2,0
5407,1.647954687026787,2,0
9933,12.311165940504,0,0
9161,-16.194376449138655,1,1
7727,-12.489377492484117,2,1
6817,-10.495861776711896,2,1
3243,4.558404109683968,2,0
2562,-17.01558963671408,0,1
7594,-13.085413476580156,2,1
2058,6.958517290570241,1,0
808,7.6704433961439324,2,0
1022,2.6696293229391412,2,0
3161,-8.64773654195703,1,1
8576,9.219894266863005,2,0
7701,-0.3874445496490999,2,0
5974,-11.595771499126615,3,1
4913,-12.991984461469436,1,1
5025,5.073248436166722,2,0
2372,-17.99805347252258,1,1
2963,3.1019549269830202,1,0
8974,8.644142755821989,2,0
530,-15.238895514981952,1,1
2017,-16.432282139976294,2,1
7637,-16.482357757510545,0,1
6888,-4.744816921556649,3,1
2813,-14.613502084710902,1,1
567,0.7214851262583917,3,0
8787,-17.5971904634535,1,1
9867,12.390899995024299,1,0
5053,-9.572421785205073,2,1
9577,-12.791555030597042,3,1
6562,-14.901444269579693,1,1
9962,-13.60072166496959,3,1
2064,3.18602833899294,0,0
8080,-19.01091666684872,1,1
3804,-2.7429366134934754,1,1
9590,-14.44840296874947,1,1
2922,2.1274364003458195,1,0
7118,-12.040342084589136,2,1
5682,4.609251934508479,2,0
2320,-17.156176625319024,2,1
8898,3.4052489914596467,0,0
9581,-19.814792490075494,3,1
3236,1.9344899313021913,3,0
640,11.490490405139418,2,0
8656,-9.431667536668035,1,1
9344,-12.598201468509373,3,1
9766,-0.38676394514217605,2,0
5033,-9.924469639293314,2,1
4093,3.797573237455658,1,0
4136,-18.772157646658897,0,1
8823,-15.597263553426881,1,1
801,-11.451186136811843,0,1
5948,4.474048830260259,2,0
5158,-19.43776734402756,1,1
9532,3.3138596105252334,1,0
3398,-9.01772026242255,1,1
5897,4.803323667488532,1,0
4918,4.622950137235799,2,0
166,-2.516768990477984,1,1
7430,-16.534050329459372,2,1
3286,-0.5012060422290108,2,0
2178,-14.743423308675466,1,1
4607,-7.246298593410252,0,1
521,-14.168293662937508,0,1
7984,-14.462806217848447,0,1
4252,-12.992356268822489,1,1
1842,-10.14677291736104,1,1
3777,2.832294803335417,2,0
3836,15.20692460737472,1,0
9292,-13.818939254194248,3,1
9194,-11.80562494927623,2,1
1159,6.937910648078363,2,0
5807,5.056207887185249,3,0
4681,-15.890757774079761,2,1
3568,11.270926362240614,1,0
8968,9.323049879416775,1,0
8714,-8.75560865096489,3,1
6316,-11.566793281830186,1,1
4803,7.338308766220607,1,0
2356,-17.676435937127437,1,1
8132,5.964818842122305,2,0
6098,16.45914771580541,1,0
213,9.472300648949872,1,0
1176,-13.650223331941879,1,1
8944,-13.320619815369952,0,1
1286,-10.475785194669072,2,1
7762,-13.386348923437057,2,1
2753,-15.515719928917452,2,1
3012,4.876246007389778,1,0
5296,-12.33630665671434,1,1
1118,-12.769097114386764,2,1
3106,-14.282360953845911,2,1
5462,0.693357562395079,2,0
2880,-13.673615808818234,2,1
2035,-13.99549221261967,1,1
6489,-18.53122882574817,2,1
180,-10.472488955478475,2,1
1374,-6.980850452321183,0,1
939,4.492887634557186,1,0
1441,-13.453706138620724,2,1
2828,14.237607092345852,2,0
5608,12.527659098005671,2,0
6366,-6.9240403256135785,1,1
6070,5.505593198608449,1,1
2812,-14.502010965080892,2,1
1435,-12.015647572947042,1,1
7751,-16.838410638579816,0,1
8154,-10.809234504509275,1,1
1078,2.904677482035545,0,0
6828,-11.610816658142799,2,1
2226,13.742581405347847,2,0
2227,7.79914108222531,1,0
4215,-0.341190143877411,0,0
787,4.189662894441969,2,0
79,3.4430594664625103,1,0
9186,2.705444338297318,2,1
4648,12.892473473344587,2,0
85,-18.740839565996232,1,1
535,8.407934916110877,1,0
1140,-13.897106357874419,1,1
4377,9.057149313461352,1,0
9583,2.2849238602089597,2,0
4576,13.03698497252197,0,0
4388,-12.224620779434085,2,1
7666,3.59454470280601,2,0
8949,-12.390612353891576,1,1
8016,-14.872133094283901,2,1
1274,-12.866284857703034,2,1
8346,-10.95204055041796,1,1
495,7.708879750744037,1,0
888,-13.706363789711896,2,1
7518,3.229766881132757,2,0
7216,15.737320131294071,2,0
6555,-18.374916002351362,0,1
5385,1.2417004861292547,1,0
9310,8.233005563632323,1,0
1049,11.19534875799561,2,0
8958,0.26974896838813134,1,0
18,-10.681393469028015,2,1
3214,-16.71062243746338,3,1
4382,0.9544231674624103,0,1
4867,-1.2185446026732247,3,1
1571,10.28045297395483,2,0
7869,-0.058413946941858086,2,0
5665,12.505611482148732,2,0
7356,-5.5408515245627115,2,1
7167,20.24822008664494,2,0
3123,2.13200391519993,1,0
6211,3.0408482074994683,2,0
3509,12.01442926452075,2,0
1568,-10.152377284524157,2,1
8040,9.361502238431697,3,0
3353,-17.71545957904078,0,1
7362,-18.56933362037705,1,1
4615,6.6626906293595365,2,0
6041,12.117212447685132,1,0
1126,-15.66233159983341,2,1
8000,-13.288077286398451,2,1
573,-8.261960343206756,2,1
3267,-18.398581823701797,3,1
9494,-1.073854540839886,1,0
7351,0.7722882078296783,1,0
4781,-9.199909550583163,2,1
8428,-14.066325381823786,0,1
5271,0.12468696782247701,3,1
6741,-10.726784411710447,3,1
1501,-11.723312140087511,1,1
8844,-3.6919120009399444,1,1
3315,6.89142386612879,1,0
687,-13.778953626735266,1,1
629,-10.24815365411616,2,1
4944,-15.329820715590053,1,1
4337,-14.546924785805611,2,1
5214,3.316594660168252,0,0
4621,2.7079143292392285,2,0
5958,-14.029657104566544,1,1
4664,-3.2772309362470695,2,1
585,-11.771595826252915,3,1
6188,6.760357526248905,1,0
8052,5.964435657012675,1,0
6065,-14.689609300131972,1,1
8038,-10.848261326257546,2,1
7856,4.916084849396623,1,0
7799,4.185800326126369,0,0
6180,2.163881523310515,2,0
1666,16.79409475837717,0,0
4742,3.72774105009775,2,0
3195,-16.136452932884662,0,1
2515,0.025798926105666364,0,0
7274,6.746602131160311,2,0
2506,-15.485739984374735,1,1
6829,-15.417357156693553,1,1
2396,8.380501249950896,2,0
6798,3.419156782837884,1,0
433,-13.023986863600088,1,1
2956,7.274405297106946,1,0
7009,1.960196055026839,2,0
9489,-16.728419920653725,2,1
6089,-16.58833441425498,1,1
9395,4.504204597263993,3,0
1867,10.937722783781675,0,0
7764,18.993160622131814,1,0
724,-14.623166034387186,2,1
9448,12.989347102360767,1,0
8815,13.093001375097897,1,0
1974,2.4437989801319766,1,0
6520,-15.72990337638651,1,1
6264,-15.331072285602607,2,1
1304,-8.65678764956727,1,1
2234,10.853232812364276,1,0
8337,8.049019085561772,0,0
8921,4.26937379480171,2,0
8310,8.084925691945571,2,0
3410,-14.206278383154869,2,1
4,14.988709529690231,2,0
5646,8.481100646828992,0,0
3729,-0.8860359971663809,1,0
8198,0.5009808083488128,1,0
6532,5.714191111954744,1,0
582,-13.833102498827738,1,1
9645,-14.141282742705624,3,1
875,5.552992916484786,2,0
1473,-0.45743371435046365,1,0
4408,-0.17536674347476566,2,0
3651,-13.111087546755204,1,1
6778,-10.259785832079949,1,1
9918,7.101292331591692,1,0
7474,-14.908600481516306,0,1
6633,-13.542234151304621,1,1
8110,-18.84905651408788,1,1
1693,-0.7043607342972109,1,0
9830,3.472209912914264,2,0
5614,4.8047501798632055,1,0
8698,6.869076278603329,3,0
3310,-6.990894285101298,2,1
812,-9.152592759559083,1,1
1264,10.001210591106938,2,0
6172,-16.501087087937897,1,1
892,5.370869457801752,0,0
6080,-19.04621947358362,3,1
1726,12.161019864497936,2,0
5759,15.693464263722724,2,0
7988,0.44704610816172474,2,0
9791,8.212356534625384,3,0
3443,5.266336386315357,2,0
5316,-5.780981995459254,3,1
8942,-11.936604931614319,3,1
2401,-13.342774473422097,1,1
5336,2.1669278039913813,0,0
5155,-9.440190197891376,1,1
8101,-13.820819904162342,2,1
1695,2.218630353383115,3,0
6439,-11.051880651237058,3,1
4503,10.345381706519312,2,0
5371,5.107967720829211,1,0
8124,-15.6385166480296,3,1
852,-1.1269357817182089,2,0
5843,-17.71364440904059,0,1
9352,-13.120221735998946,0,1
3130,-15.935035564526277,2,1
4226,-10.508680739713967,1,1
2875,7.578457334311027,3,0
2962,-16.515100080915285,1,1
1929,7.203522880050606,2,0
8174,-9.884790313689246,0,1
2719,13.065309906324245,1,0
7492,-6.859141245097426,1,1
5122,8.380174498040278,1,0
7032,-7.236945886005596,1,1
8345,3.824733017431993,1,0
5784,-8.531176725874078,1,1
5478,-5.262727594029162,0,1
8817,3.1662909934964882,1,1
8342,1.7961479928645545,1,0
5954,2.0248250945340303,2,0
7876,-12.312719660504998,1,1
6436,-15.291679884124695,1,1
1788,4.837458584224601,2,0
9251,3.682472886546364,1,0
7724,2.4478725246373014,2,0
6391,-3.8684626723175803,2,1
854,-13.071314744360485,2,1
6498,-15.78459099793475,0,1
3721,-1.0267130904255835,1,0
6879,6.3522068702352765,0,0
971,5.5892138847493875,1,0
9758,-16.762206001804962,1,1
2628,4.953779990005227,1,0
6273,-13.816418627349776,1,1
5368,-8.070555972262685,0,1
6148,15.765805317701957,2,0
7730,5.023237522981712,1,0
6120,5.638416830397693,2,0
9734,2.0784812813540294,2,0
6540,9.54335407337353,0,0
2094,4.669458660776863,1,0
44,-11.320253227545319,2,1
9591,-10.703029412554457,3,1
3272,13.446619221277736,2,0
4417,3.251150176661853,3,0
3663,9.544733430014624,2,0
2966,4.220425338719153,3,0
1544,-16.86708921593367,1,1
4813,-9.09400324867272,2,1
6122,0.8325868379378834,3,0
4914,6.326543206147251,2,0
494,4.404186441389595,1,0
9966,12.39363511637963,2,0
9181,-16.650037413026034,1,1
6793,-14.582792638965136,1,1
668,2.5907682445866937,3,0
145,-11.713787557086215,2,1
2005,8.89856994053782,1,0
5410,6.451317609833911,1,0
4275,-10.442151122448571,1,1
9793,-16.728649138437696,1,1
1133,-9.709385300223488,1,1
7157,12.305429091609836,1,0
531,-0.766701642667531,1,1
3423,-16.21846563352133,0,1
4218,-12.403042191856033,1,1
5076,11.054005941150754,1,0
555,-16.740679642323315,1,1
4402,10.531594365919219,2,0
4573,-14.451767411296373,3,1
795,-15.453073943842721,2,1
3055,-15.20330079913826,1,1
8919,9.150966578773929,1,0
1593,0.3303153206719036,1,0
3143,-15.125073142394996,2,1
6985,7.672975199391495,2,0
9074,9.961033979223782,2,0
9121,-14.779192056722696,2,1
3343,-11.916753765799836,2,1
7682,2.274607346030575,1,0
8046,3.8300704292160432,2,0
6992,-9.384568965613346,2,1
8436,4.202716355772004,1,0
5200,-18.24563559633449,2,1
2495,-0.7504368799177095,3,0
2761,-9.366779799508977,2,1
5957,-13.18604426270756,2,1
7817,-9.504236494122752,2,1
3993,6.6464338954314695,1,0
856,-17.78834868648424,1,1
8248,-4.539016071149952,2,1
9129,-15.13003191859084,1,1
4884,-15.272741669842027,1,1
1423,-18.58392462596721,2,1
140,3.0289767975456665,1,0
5571,-13.10147353053016,2,1
1612,0.1312763885574295,1,0
7122,-16.318310923860043,2,1
2430,-8.106488034252665,2,1
9122,16.995681268482368,1,0
6564,10.542881500744283,3,0
9187,10.432055228374706,2,0
8107,-18.74734682780564,1,1
8390,-13.47609045511246,1,1
5367,3.8371926323549284,2,0
7574,6.376400222589722,2,0
302,6.767584543431627,0,0
6525,-16.901323277368256,2,1
7066,-9.740126012658767,3,1
8512,10.328598374368058,2,0
6551,-10.191313070245776,3,1
1390,9.020919729095148,0,0
1760,6.648393994958095,1,0
3707,13.19059958834158,2,0
7529,9.849839842054422,2,0
1163,10.868326867017423,0,0
8262,-18.13446646300988,2,1
6015,-16.278108500376767,1,1
1132,6.888655307846676,2,0
6859,-12.251416077062732,2,1
1248,7.697670372490811,0,0
171,-14.330413738511805,1,1
778,0.3509520993431199,2,0
2304,-12.945912548707078,2,1
7803,-0.017346937133483897,2,0
6189,-15.933527343586322,1,1
8899,9.292773082824697,2,0
12,14.276335318887359,2,0
2493,1.9891031843596254,2,0
31,-15.357427989710805,0,1
2899,6.965561609438417,2,0
2379,8.926963032821487,2,0
3266,6.2752107535436945,3,0
6964,4.3825194778437835,1,0
1243,-17.438947115688496,1,1
6334,-12.619131679803392,1,1
6077,-12.84397097610996,1,1
5038,-12.38561893531176,1,1
9803,-12.215390122595029,1,1
4711,-9.980456392714824,2,1
8584,-13.640771021213093,1,1
345,-0.5496004287710394,2,0
5946,2.7145355788653576,0,0
8210,-6.108299150345438,3,1
1062,7.107646975216121,2,0
7588,-13.38266898481858,1,1
6240,8.70432162493345,2,0
5215,9.316560020395839,3,0
8860,-13.974281725974983,2,1
2185,5.030863183182925,1,0
6421,9.254727110975546,2,0
6776,-11.587355778648574,1,1
915,11.406815583116922,0,0
2135,5.249241978888866,3,0
4331,-1.8712751949093582,2,1
6137,-14.267015608709677,1,1
6363,3.885272482254561,2,0
9928,10.82879793039847,0,0
136,13.843308779101596,1,0
6156,-16.112005044380105,2,1
772,-15.671670340526614,0,1
5504,1.0745994656507396,1,0
9084,6.526555059381758,2,0
8281,-16.319169263699237,1,1
7685,-4.287408102828506,3,1
9411,-13.264132134017258,1,1
1031,2.1961306652936115,3,0
8728,6.045783476553743,2,0
1283,2.9922733784621647,1,0
951,-17.928843643081567,1,1
6869,7.818713450514911,2,0
3347,-12.807788543840282,1,1
4235,7.7915433960715745,2,0
7786,10.664244429404032,1,0
919,7.3876167530799615,2,0
5331,8.497486481376093,2,0
9041,-13.967278451197725,2,1
6896,3.815008657987544,3,0
2193,10.415987875016185,2,0
4639,4.724636757422548,3,0
6990,-14.98419844390735,0,1
6714,-10.49138540755285,0,1
9807,6.762880519480577,3,0
9643,-4.924540913414455,1,1
5212,5.781810483107451,1,0
6630,3.5801957877416095,2,0
5673,6.530491075473915,2,0
5705,-16.517197423945387,1,1
1606,-15.091464729565278,1,1
9305,-16.680919048844046,1,1
4188,2.8027100801099247,1,0
2860,0.8496115224817067,1,0
5168,3.9534961799279125,2,0
21,-16.649506370239223,0,1
444,-9.596952662453727,1,1
5233,5.0331538111820295,1,0
6752,-18.45020333686957,3,1
2522,3.979981989355606,2,0
878,-15.13586586472629,3,1
1072,-14.744635520468826,1,1
196,-10.885151879320963,1,1
7602,-17.27948756049171,2,1
6878,7.6703317517610845,2,0
410,-15.544868111980925,2,1
318,6.740732126266741,1,0
6280,-6.339864842043571,1,1
5311,7.822868105491678,1,0
3891,-11.829808760593117,1,1
5583,-15.535607269993756,2,1
4169,1.2063401431918859,1,0
8807,5.075505847678566,1,0
6576,2.034204851357325,2,0
3933,1.1294068123744476,0,0
1660,-14.654103772880827,1,1
7959,7.490154781155768,2,0
5769,-15.518776851853044,3,1
1614,-12.671063153441544,2,1
2082,3.75944345511028,1,0
3733,-15.995313430633738,1,1
7580,-9.835655425942342,1,1
5455,9.084707649808513,2,0
4084,-7.817080081051758,1,1
3307,5.652336159948586,0,0
8019,1.2033921830691816,0,0
6983,-15.869985742608545,0,1
4810,-12.369206001227893,3,1
1522,-4.162673189047986,1,1
2164,-10.262307275819394,3,1
9394,2.222656831598046,1,0
3845,4.339831039806642,2,0
5178,-16.386586043929817,1,1
4527,2.4851114065338082,2,0
3401,2.1414727364460853,2,0
1960,-13.949482598804169,2,1
2877,14.316087398315535,2,0
2768,13.343452166643416,2,0
5795,-14.53912011404476,1,1
8754,2.164455709146415,2,0
1540,-12.366353950067571,2,1
9549,-16.795811650039326,1,1
2622,-15.39198600530224,1,1
356,-14.66800708064037,1,1
9245,-8.628568769338143,2,1
4917,2.965433989049765,1,0
1115,-15.854187079466291,2,1
3322,8.764423195130377,1,0
5782,-16.321750579908628,1,1
968,11.293969366588993,3,0
1678,-11.965005998397821,3,1
7684,1.6283215699574618,0,0
6530,-18.045530177092676,2,1
6982,-4.068520443305166,1,1
5328,-10.952709828986539,2,1
1112,13.361120095940265,2,0
6207,-15.592355776566869,2,1
5835,4.620872958307165,1,0
7646,4.263098684367874,2,0
2581,-7.100959810938986,2,1
8920,5.56287071372857,0,0
418,-10.407747315350523,1,1
7560,9.043838172387307,1,0
8498,-8.041094792632014,3,1
1313,-12.500425677496523,2,1
5294,9.657185999583998,1,0
8895,-8.62650736925113,1,1
7917,-12.021635440995992,1,1
4251,-18.458309162472244,1,1
5597,5.975947853418512,1,0
8791,4.205061738038348,3,0
9278,-9.094360385351397,3,1
8923,4.117899927782495,2,0
484,-12.025580347585233,2,1
77,2.9199121209034953,2,0
3546,-11.52389044629425,1,1
4676,2.625555879388092,0,0
6197,0.031908438749019385,2,0
7253,-12.025836941451061,2,1
6229,-13.276057130284801,2,1
8348,-12.315450031526714,2,1
8956,10.286994546546415,2,0
9794,-14.59276008331762,2,1
7813,-9.269170887089798,2,1
7268,-14.268764804289328,0,1
1655,-13.743955140132305,3,1
4605,-16.493362623873953,2,1
4611,-13.926277641411751,2,1
5342,4.90866152817895,3,0
1397,3.6314167015420358,1,0
373,-2.654223907687221,3,1
2368,7.421988920083917,2,0
3880,5.306857816548307,2,0
1327,4.4752314465050755,1,0
7018,3.7056298461274584,3,0
967,-18.542182187786867,2,1
7291,-18.54018329502641,2,1
9363,-17.15400316263354,0,1
5045,-15.25894366287923,0,1
7170,6.2725351196047425,2,0
5644,4.76120061955029,2,0
8965,-15.425703919302697,2,1
502,7.0545526814956885,2,0
8388,-5.885598960242378,1,1
3758,13.066432953140822,2,0
3187,-13.393536886998245,2,1
8372,-11.428949663881228,1,1
6861,-16.270151894134745,1,1
4205,-3.3582563158774423,2,1
6043,4.482109421536747,3,0
2220,2.549903896303045,2,0
4208,9.998073329749005,1,0
6468,6.305728519854009,2,0
7015,7.841359045201865,2,0
4669,-16.23823899559883,3,1
4578,13.27098726310507,2,0
8541,13.623284500569781,3,0
7883,-14.014214679497927,2,1
8680,-2.105933628036825,2,1
9388,5.538513823490612,2,0
1364,-13.940173408634891,1,1
889,-16.739635118251186,1,1
1864,-14.561945968161043,1,1
1742,2.331622684205401,1,0
8893,5.963531735897632,2,0
4145,-18.590655554876584,1,1
6602,-13.83413396503353,2,1
8146,-5.85831675406118,1,1
5241,6.308366910712049,1,0
6354,2.205392533714006,3,0
9901,-15.346627517699488,2,1
6567,0.8802354402429056,1,0
4549,2.8849423397847698,3,0
3871,-4.114598289412072,2,1
1718,14.155848639377565,3,0
465,-10.954118540751121,3,1
414,8.140910486884735,0,0
5918,-6.955205222014161,2,1
9818,6.016195155891657,1,0
9436,-10.400180451916285,2,1
2024,4.733024245192195,2,0
1652,-12.15982059567924,3,1
9260,8.433421440724626,2,0
5447,-7.508363229916535,2,1
4099,-14.221823319313822,1,1
6599,-5.538084842319136,2,1
4873,-16.349588226535694,1,1
1210,-12.618521891067289,2,1
4164,5.096042584208133,2,0
5310,2.348999571550962,2,0
5280,-9.817948829328603,2,1
8300,-9.311772289112906,2,1
4063,-15.80551070722508,1,1
2560,-16.06887272402366,2,1
6142,-8.171740369751106,2,1
2458,-8.971619669350504,0,1
348,6.726348197005063,3,0
8824,-11.459181364184477,1,1
3676,5.602073607885854,1,0
