,P,Q,A
5474,3.6768579773095555,1,0
3882,3.3503975949156626,1,0
4789,1.4205166243305747,2,0
7166,9.652612259764412,1,0
4258,-7.1975902435073085,0,1
8521,0.35724947395646145,2,1
7255,8.041111491911627,3,1
75,0.7416846712029507,1,0
8708,9.5977715098923,3,1
1121,1.6565420628974676,1,0
7667,-5.415554370695904,1,1
7225,5.341814195544751,1,0
3860,-3.3012004927137037,3,1
367,-3.68084046939515,1,1
9850,12.241115522584616,2,0
1041,5.112249902459668,2,0
4384,-2.3272124004466574,1,1
92,-5.148111556792948,2,1
3154,5.686765911384929,2,0
501,-4.9618475394270085,2,1
1204,2.1350503594964048,1,0
949,5.169767897261641,0,1
3761,-3.9106309201112106,2,1
291,9.830497050375284,2,0
9678,6.620107525935245,3,1
8102,-6.456678085044915,1,1
1851,-2.1916238154707486,1,1
9751,5.825935099206709,1,0
905,8.945792011341387,1,1
6349,-4.354068979645729,1,1
4064,2.9285940023473604,1,0
5702,-0.3418551459218534,1,1
7552,-5.158196494977268,2,1
1329,4.815103366902755,1,0
8489,0.6512981557658797,2,1
3232,-5.661698040456569,1,1
8930,4.90119291510626,0,0
1836,3.6099920808953163,0,0
534,5.81270659281575,2,0
4480,-4.893430688488114,2,1
5762,16.842598982159213,0,0
4915,-2.963143760112848,0,0
5920,1.8019116037383098,3,0
1089,6.64437288185439,1,1
194,12.541315493146909,2,0
9543,10.455317977730951,2,0
5817,-3.4978889921983924,1,1
8199,7.24001363385894,3,0
8596,-0.7392569157106019,3,1
7141,0.4134026414305825,1,0
455,7.234947337498177,3,0
3596,8.772039524430166,1,0
7639,3.840168764614824,2,0
4875,0.8041690427359518,2,0
3755,2.7660257911659016,1,1
639,-0.550978266144353,2,1
5135,1.480261841604415,2,1
7006,1.9511768272975119,2,0
5932,-2.163745596166687,1,1
5191,7.799599697707297,0,0
5298,-5.8785598041570495,3,1
3053,-5.915570681647884,0,1
3411,-3.6777368916663793,1,1
4901,-5.89229277949148,1,1
1840,-2.9806850447206985,2,1
2315,2.5268233635257653,1,0
4482,6.929255092731825,1,0
9320,9.959837619114033,0,0
6811,11.589259709170015,3,0
52,7.201828787242333,0,1
7312,-0.05353362634492598,1,1
997,1.2506829326390865,2,0
4400,-6.203435338733284,1,1
2441,-8.352702544039513,2,1
8284,0.5358277253691685,0,1
6257,0.9898832565810568,2,0
4953,-2.27722802040452,0,1
4499,-5.476276126323313,0,1
965,9.271510406234686,1,0
1155,0.3818575273163567,2,1
5611,-5.222365332043218,3,1
9099,2.7338945622177415,1,0
5347,2.2642778592313384,2,1
6174,2.9706980697663132,2,0
7178,3.8004749443795913,2,1
4106,5.836975927033587,1,0
609,0.8753764591667135,2,0
4833,6.581112155764876,1,0
1581,-3.99022329735626,1,1
7301,4.720880974683381,3,0
6194,-6.704867214384369,1,1
957,4.112981335765749,1,1
1195,-12.196991407568678,2,1
329,-3.3190769107667335,3,1
172,-5.370266976560235,0,1
2578,1.6591208506408373,2,1
7306,14.637138155118729,1,1
8039,2.842778030272676,1,0
9973,-3.0114456208492455,2,1
7124,2.0219899688974325,1,0
6278,-1.0688926224789637,1,1
652,6.091733817664692,2,0
3996,-4.26387962273455,2,1
5689,-3.5822339884068306,3,1
4516,3.2901212600646983,1,1
2681,9.47033717119833,2,0
5355,5.053634063607666,2,0
8551,0.13230139891075876,2,1
6130,-5.070734797115664,1,1
3112,4.257454560038709,3,0
3218,10.075130865921167,3,0
8953,1.4532111733555118,2,0
7229,-4.524771498602245,2,1
6586,-1.739185068938584,2,1
4640,-4.552603401888583,1,1
6271,3.50596114515898,2,0
7845,5.8978446411154755,2,0
6980,12.948557572587948,1,0
4535,8.759432315434653,3,0
7980,-1.472814633876905,1,1
176,-6.145843299387255,1,1
8053,7.811336861415364,2,1
3276,9.134339597503647,2,0
4030,0.04239084256708603,1,1
8304,4.342696719481986,1,0
1722,0.6215363851714624,1,0
5389,3.2658805603256678,2,1
5488,4.640971276413899,2,1
4872,2.1582215612210742,2,0
9118,-3.629021462071372,2,1
8840,6.162884589980585,2,0
5886,14.218369711150036,3,0
6261,8.89529403830367,2,0
7816,0.7280314358987059,2,1
8536,-2.480213517356778,0,1
6155,1.0539635631515991,1,1
2842,-1.837351704191959,1,0
4066,-8.013260828921627,0,1
2041,7.370292689527724,1,0
7696,2.19184404704242,2,1
549,-2.9664246063319677,3,1
2726,-8.384384456918687,1,1
8507,5.214228046214806,1,1
6966,3.9641314117353117,2,0
4100,3.4758147835776563,2,0
1257,0.4158854275680992,2,1
5579,2.923545541198967,1,1
5436,-4.775205465915089,1,1
1258,-3.0788025254627054,2,1
7383,5.292831756480634,1,1
6544,-9.067390211042747,1,1
1285,4.160188257954081,1,0
7527,14.492663495685225,2,0
6492,10.186159460677393,1,0
5574,-2.5768294536117455,2,1
9480,-1.1371285277984162,2,1
2494,10.51735489307241,2,0
1621,-1.9269180374994601,0,1
320,0.2531675209341093,2,1
3806,26.796631135939688,3,1
7827,12.454083471114165,2,0
5990,5.82834730674519,3,0
3063,1.9456526112280903,2,0
9822,-4.260086443606818,2,1
8696,0.4332541264618004,2,0
1224,5.656096248886583,1,0
2721,1.9626375632467674,2,1
6209,-4.99312254438781,2,1
855,5.908969357548778,2,0
5402,2.222312282392335,0,1
7882,3.98749813946933,2,0
6031,4.776071615948234,1,1
9745,6.661468131260872,0,1
9945,-5.954300957646212,2,1
2549,7.758957358225052,1,1
9356,13.279833723305204,1,1
9276,-0.22971199844920132,1,1
7690,-3.853462609917687,2,1
5672,5.136680930460758,2,0
831,3.9692176724842776,2,0
6411,12.313189464874757,1,0
8511,7.390459574999087,1,0
6479,-0.08807883757959534,1,1
1201,2.0596519682932515,1,1
2572,-2.1090503732883517,1,1
6341,-2.935276218579179,0,1
5700,17.66977307500982,2,0
9052,4.73923931480695,2,0
2387,0.07900218485995847,1,0
1939,-1.8686158317863741,2,1
7692,11.447125768486533,3,0
1479,-0.4585183528243322,1,1
9203,5.533487422686627,1,0
3968,4.2718487094427875,2,0
7825,3.742966191798431,1,0
3696,6.484175362272852,1,0
2096,3.639654060293025,1,0
9208,6.876854045767249,0,0
9091,3.089143194240802,3,1
6915,-1.9591536971802048,3,1
6406,-0.5578848670714636,1,1
4045,7.0019699822186166,2,0
5407,1.647954687026787,2,0
9933,12.311165940504,0,0
9161,-5.194376449138656,1,1
7727,-1.489377492484116,2,1
6817,0.5041382232881044,2,1
3243,4.558404109683968,2,0
2562,-6.015589636714077,0,1
7594,-2.085413476580155,2,1
2058,6.958517290570241,1,0
808,7.6704433961439324,2,0
1022,2.6696293229391412,2,0
3161,2.352263458042969,1,1
8576,9.219894266863005,2,0
7701,-0.3874445496490999,2,0
5974,-0.595771499126615,3,1
4913,-1.9919844614694346,1,1
5025,5.073248436166722,2,0
2372,-6.998053472522582,1,1
2963,3.1019549269830202,1,0
8974,8.644142755821989,2,0
530,-4.23889551498195,1,1
2017,-5.432282139976297,2,1
7637,-5.482357757510546,0,1
6888,6.255183078443351,3,1
2813,-3.6135020847109027,1,1
567,0.7214851262583917,3,0
8787,-6.597190463453501,1,1
9867,12.390899995024299,1,0
5053,1.4275782147949259,2,1
9577,-1.7915550305970425,3,1
6562,-3.901444269579693,1,1
9962,-2.600721664969589,3,1
2064,3.18602833899294,0,0
8080,-8.010916666848718,1,1
3804,8.257063386506525,1,1
9590,-3.4484029687494693,1,1
2922,2.1274364003458195,1,0
7118,-1.0403420845891365,2,1
5682,4.609251934508479,2,0
2320,-6.156176625319024,2,1
8898,3.4052489914596467,0,0
9581,-8.814792490075494,3,1
3236,1.9344899313021913,3,0
640,11.490490405139418,2,0
8656,1.5683324633319655,1,1
9344,-1.598201468509373,3,1
9766,-0.38676394514217605,2,0
5033,1.0755303607066864,2,1
4093,3.797573237455658,1,0
4136,-7.772157646658897,0,1
8823,-4.597263553426881,1,1
801,-0.45118613681184394,0,1
5948,4.474048830260259,2,0
5158,-8.437767344027561,1,1
9532,3.3138596105252334,1,0
3398,1.9822797375774508,1,1
5897,4.803323667488532,1,0
4918,4.622950137235799,2,0
166,8.483231009522017,1,1
7430,-5.534050329459374,2,1
3286,-0.5012060422290108,2,0
2178,-3.7434233086754665,1,1
4607,3.7537014065897485,0,1
521,-3.1682936629375074,0,1
7984,-3.462806217848447,0,1
4252,-1.9923562688224878,1,1
1842,0.8532270826389585,1,1
3777,2.832294803335417,2,0
3836,15.20692460737472,1,0
9292,-2.8189392541942477,3,1
9194,-0.8056249492762326,2,1
1159,6.937910648078363,2,0
5807,5.056207887185249,3,0
4681,-4.890757774079761,2,1
3568,11.270926362240614,1,0
8968,9.323049879416775,1,0
8714,2.2443913490351095,3,1
6316,-0.5667932818301858,1,1
4803,7.338308766220607,1,0
2356,-6.676435937127436,1,1
8132,5.964818842122305,2,0
6098,16.45914771580541,1,0
213,9.472300648949872,1,0
1176,-2.65022333194188,1,1
8944,-2.320619815369952,0,1
1286,0.5242148053309278,2,1
7762,-2.3863489234370574,2,1
2753,-4.515719928917455,2,1
3012,4.876246007389778,1,0
5296,-1.3363066567143411,1,1
1118,-1.769097114386764,2,1
3106,-3.282360953845911,2,1
5462,0.693357562395079,2,0
2880,-2.6736158088182322,2,1
2035,-2.995492212619668,1,1
6489,-7.531228825748169,2,1
180,0.5275110445215248,2,1
1374,4.019149547678817,0,1
939,4.492887634557186,1,0
1441,-2.4537061386207246,2,1
2828,14.237607092345852,2,0
5608,12.527659098005671,2,0
6366,4.0759596743864215,1,1
6070,16.505593198608448,1,1
2812,-3.502010965080892,2,1
1435,-1.0156475729470409,1,1
7751,-5.838410638579818,0,1
8154,0.1907654954907252,1,1
1078,2.904677482035545,0,0
6828,-0.6108166581427996,2,1
2226,13.742581405347847,2,0
2227,7.79914108222531,1,0
4215,-0.341190143877411,0,0
787,4.189662894441969,2,0
79,3.4430594664625103,1,0
9186,13.705444338297317,2,1
4648,12.892473473344587,2,0
85,-7.740839565996232,1,1
535,8.407934916110877,1,0
1140,-2.8971063578744203,1,1
4377,9.057149313461352,1,0
9583,2.2849238602089597,2,0
4576,13.03698497252197,0,0
4388,-1.2246207794340842,2,1
7666,3.59454470280601,2,0
8949,-1.390612353891577,1,1
8016,-3.872133094283901,2,1
1274,-1.866284857703034,2,1
8346,0.047959449582040126,1,1
495,7.708879750744037,1,0
888,-2.7063637897118964,2,1
7518,3.229766881132757,2,0
7216,15.737320131294071,2,0
6555,-7.374916002351361,0,1
5385,1.2417004861292547,1,0
9310,8.233005563632323,1,0
1049,11.19534875799561,2,0
8958,0.26974896838813134,1,0
18,0.3186065309719859,2,1
3214,-5.710622437463375,3,1
4382,11.95442316746241,0,1
4867,9.781455397326775,3,1
1571,10.28045297395483,2,0
7869,-0.058413946941858086,2,0
5665,12.505611482148732,2,0
7356,5.4591484754372885,2,1
7167,20.24822008664494,2,0
3123,2.13200391519993,1,0
6211,3.0408482074994683,2,0
3509,12.01442926452075,2,0
1568,0.8476227154758438,2,1
8040,9.361502238431697,3,0
3353,-6.715459579040781,0,1
7362,-7.56933362037705,1,1
4615,6.6626906293595365,2,0
6041,12.117212447685132,1,0
1126,-4.662331599833411,2,1
8000,-2.288077286398452,2,1
573,2.7380396567932435,2,1
3267,-7.398581823701797,3,1
9494,-1.073854540839886,1,0
7351,0.7722882078296783,1,0
4781,1.8000904494168366,2,1
8428,-3.0663253818237837,0,1
5271,11.124686967822477,3,1
6741,0.2732155882895526,3,1
1501,-0.7233121400875121,1,1
8844,7.308087999060056,1,1
3315,6.89142386612879,1,0
687,-2.778953626735266,1,1
629,0.7518463458838398,2,1
4944,-4.329820715590053,1,1
4337,-3.54692478580561,2,1
5214,3.316594660168252,0,0
4621,2.7079143292392285,2,0
5958,-3.0296571045665446,1,1
4664,7.7227690637529305,2,1
585,-0.7715958262529141,3,1
6188,6.760357526248905,1,0
8052,5.964435657012675,1,0
6065,-3.689609300131972,1,1
8038,0.15173867374245448,2,1
7856,4.916084849396623,1,0
7799,4.185800326126369,0,0
6180,2.163881523310515,2,0
1666,16.79409475837717,0,0
4742,3.72774105009775,2,0
3195,-5.136452932884665,0,1
2515,0.025798926105666364,0,0
7274,6.746602131160311,2,0
2506,-4.485739984374735,1,1
6829,-4.417357156693552,1,1
2396,8.380501249950896,2,0
6798,3.419156782837884,1,0
433,-2.023986863600088,1,1
2956,7.274405297106946,1,0
7009,1.960196055026839,2,0
9489,-5.7284199206537245,2,1
6089,-5.588334414254981,1,1
9395,4.504204597263993,3,0
1867,10.937722783781675,0,0
7764,18.993160622131814,1,0
724,-3.6231660343871868,2,1
9448,12.989347102360767,1,0
8815,13.093001375097897,1,0
1974,2.4437989801319766,1,0
6520,-4.72990337638651,1,1
6264,-4.331072285602608,2,1
1304,2.3432123504327285,1,1
2234,10.853232812364276,1,0
8337,8.049019085561772,0,0
8921,4.26937379480171,2,0
8310,8.084925691945571,2,0
3410,-3.206278383154867,2,1
4,14.988709529690231,2,0
5646,8.481100646828992,0,0
3729,-0.8860359971663809,1,0
8198,0.5009808083488128,1,0
6532,5.714191111954744,1,0
582,-2.8331024988277376,1,1
9645,-3.141282742705624,3,1
875,5.552992916484786,2,0
1473,-0.45743371435046365,1,0
4408,-0.17536674347476566,2,0
3651,-2.1110875467552046,1,1
6778,0.7402141679200509,1,1
9918,7.101292331591692,1,0
7474,-3.9086004815163053,0,1
6633,-2.542234151304622,1,1
8110,-7.849056514087882,1,1
1693,-0.7043607342972109,1,0
9830,3.472209912914264,2,0
5614,4.8047501798632055,1,0
8698,6.869076278603329,3,0
3310,4.009105714898702,2,1
812,1.8474072404409183,1,1
1264,10.001210591106938,2,0
6172,-5.501087087937895,1,1
892,5.370869457801752,0,0
6080,-8.046219473583621,3,1
1726,12.161019864497936,2,0
5759,15.693464263722724,2,0
7988,0.44704610816172474,2,0
9791,8.212356534625384,3,0
3443,5.266336386315357,2,0
5316,5.219018004540746,3,1
8942,-0.9366049316143195,3,1
2401,-2.3427744734220965,1,1
5336,2.1669278039913813,0,0
5155,1.5598098021086257,1,1
8101,-2.8208199041623407,2,1
1695,2.218630353383115,3,0
6439,-0.051880651237057096,3,1
4503,10.345381706519312,2,0
5371,5.107967720829211,1,0
8124,-4.638516648029602,3,1
852,-1.1269357817182089,2,0
5843,-6.71364440904059,0,1
9352,-2.120221735998946,0,1
3130,-4.935035564526276,2,1
4226,0.49131926028603434,1,1
2875,7.578457334311027,3,0
2962,-5.515100080915283,1,1
1929,7.203522880050606,2,0
8174,1.115209686310755,0,1
2719,13.065309906324245,1,0
7492,4.140858754902574,1,1
5122,8.380174498040278,1,0
7032,3.7630541139944036,1,1
8345,3.824733017431993,1,0
5784,2.4688232741259233,1,1
5478,5.737272405970838,0,1
8817,14.166290993496489,1,1
8342,1.7961479928645545,1,0
5954,2.0248250945340303,2,0
7876,-1.3127196605049987,1,1
6436,-4.2916798841246955,1,1
1788,4.837458584224601,2,0
9251,3.682472886546364,1,0
7724,2.4478725246373014,2,0
6391,7.13153732768242,2,1
854,-2.0713147443604862,2,1
6498,-4.784590997934749,0,1
3721,-1.0267130904255835,1,0
6879,6.3522068702352765,0,0
971,5.5892138847493875,1,0
9758,-5.7622060018049615,1,1
2628,4.953779990005227,1,0
6273,-2.8164186273497758,1,1
5368,2.929444027737315,0,1
6148,15.765805317701957,2,0
7730,5.023237522981712,1,0
6120,5.638416830397693,2,0
9734,2.0784812813540294,2,0
6540,9.54335407337353,0,0
2094,4.669458660776863,1,0
44,-0.3202532275453196,2,1
9591,0.29697058744554217,3,1
3272,13.446619221277736,2,0
4417,3.251150176661853,3,0
3663,9.544733430014624,2,0
2966,4.220425338719153,3,0
1544,-5.867089215933673,1,1
4813,1.9059967513272786,2,1
6122,0.8325868379378834,3,0
4914,6.326543206147251,2,0
494,4.404186441389595,1,0
9966,12.39363511637963,2,0
9181,-5.650037413026036,1,1
6793,-3.5827926389651363,1,1
668,2.5907682445866937,3,0
145,-0.7137875570862161,2,1
2005,8.89856994053782,1,0
5410,6.451317609833911,1,0
4275,0.5578488775514282,1,1
9793,-5.728649138437698,1,1
1133,1.2906146997765116,1,1
7157,12.305429091609836,1,0
531,10.233298357332469,1,1
3423,-5.2184656335213315,0,1
4218,-1.403042191856032,1,1
5076,11.054005941150754,1,0
555,-5.740679642323316,1,1
4402,10.531594365919219,2,0
4573,-3.451767411296373,3,1
795,-4.453073943842721,2,1
3055,-4.203300799138259,1,1
8919,9.150966578773929,1,0
1593,0.3303153206719036,1,0
3143,-4.125073142394995,2,1
6985,7.672975199391495,2,0
9074,9.961033979223782,2,0
9121,-3.779192056722696,2,1
3343,-0.9167537657998359,2,1
7682,2.274607346030575,1,0
8046,3.8300704292160432,2,0
6992,1.615431034386653,2,1
8436,4.202716355772004,1,0
5200,-7.245635596334489,2,1
2495,-0.7504368799177095,3,0
2761,1.6332202004910223,2,1
5957,-2.1860442627075614,2,1
7817,1.4957635058772474,2,1
3993,6.6464338954314695,1,0
856,-6.788348686484241,1,1
8248,6.460983928850048,2,1
9129,-4.13003191859084,1,1
4884,-4.272741669842029,1,1
1423,-7.583924625967208,2,1
140,3.0289767975456665,1,0
5571,-2.10147353053016,2,1
1612,0.1312763885574295,1,0
7122,-5.318310923860042,2,1
2430,2.8935119657473347,2,1
9122,16.995681268482368,1,0
6564,10.542881500744283,3,0
9187,10.432055228374706,2,0
8107,-7.747346827805639,1,1
8390,-2.4760904551124607,1,1
5367,3.8371926323549284,2,0
7574,6.376400222589722,2,0
302,6.767584543431627,0,0
6525,-5.901323277368253,2,1
7066,1.2598739873412335,3,1
8512,10.328598374368058,2,0
6551,0.8086869297542227,3,1
1390,9.020919729095148,0,0
1760,6.648393994958095,1,0
3707,13.19059958834158,2,0
7529,9.849839842054422,2,0
1163,10.868326867017423,0,0
8262,-7.134466463009883,2,1
6015,-5.278108500376767,1,1
1132,6.888655307846676,2,0
6859,-1.251416077062732,2,1
1248,7.697670372490811,0,0
171,-3.330413738511804,1,1
778,0.3509520993431199,2,0
2304,-1.9459125487070763,2,1
7803,-0.017346937133483897,2,0
6189,-4.933527343586321,1,1
8899,9.292773082824697,2,0
12,14.276335318887359,2,0
2493,1.9891031843596254,2,0
31,-4.357427989710805,0,1
2899,6.965561609438417,2,0
2379,8.926963032821487,2,0
3266,6.2752107535436945,3,0
6964,4.3825194778437835,1,0
1243,-6.438947115688496,1,1
6334,-1.6191316798033935,1,1
6077,-1.8439709761099587,1,1
5038,-1.3856189353117585,1,1
9803,-1.215390122595028,1,1
4711,1.0195436072851753,2,1
8584,-2.640771021213092,1,1
345,-0.5496004287710394,2,0
5946,2.7145355788653576,0,0
8210,4.891700849654562,3,1
1062,7.107646975216121,2,0
7588,-2.382668984818579,1,1
6240,8.70432162493345,2,0
5215,9.316560020395839,3,0
8860,-2.9742817259749827,2,1
2185,5.030863183182925,1,0
6421,9.254727110975546,2,0
6776,-0.5873557786485728,1,1
915,11.406815583116922,0,0
2135,5.249241978888866,3,0
4331,9.128724805090641,2,1
6137,-3.267015608709678,1,1
6363,3.885272482254561,2,0
9928,10.82879793039847,0,0
136,13.843308779101596,1,0
6156,-5.112005044380107,2,1
772,-4.671670340526615,0,1
5504,1.0745994656507396,1,0
9084,6.526555059381758,2,0
8281,-5.319169263699235,1,1
7685,6.712591897171494,3,1
9411,-2.264132134017258,1,1
1031,2.1961306652936115,3,0
8728,6.045783476553743,2,0
1283,2.9922733784621647,1,0
951,-6.928843643081567,1,1
6869,7.818713450514911,2,0
3347,-1.8077885438402799,1,1
4235,7.7915433960715745,2,0
7786,10.664244429404032,1,0
919,7.3876167530799615,2,0
5331,8.497486481376093,2,0
9041,-2.967278451197724,2,1
6896,3.815008657987544,3,0
2193,10.415987875016185,2,0
4639,4.724636757422548,3,0
6990,-3.9841984439073497,0,1
6714,0.5086145924471501,0,1
9807,6.762880519480577,3,0
9643,6.075459086585545,1,1
5212,5.781810483107451,1,0
6630,3.5801957877416095,2,0
5673,6.530491075473915,2,0
5705,-5.517197423945385,1,1
1606,-4.091464729565278,1,1
9305,-5.680919048844048,1,1
4188,2.8027100801099247,1,0
2860,0.8496115224817067,1,0
5168,3.9534961799279125,2,0
21,-5.649506370239222,0,1
444,1.4030473375462735,1,1
5233,5.0331538111820295,1,0
6752,-7.4502033368695715,3,1
2522,3.979981989355606,2,0
878,-4.13586586472629,3,1
1072,-3.7446355204688273,1,1
196,0.11484812067903621,1,1
7602,-6.2794875604917095,2,1
6878,7.6703317517610845,2,0
410,-4.544868111980925,2,1
318,6.740732126266741,1,0
6280,4.660135157956429,1,1
5311,7.822868105491678,1,0
3891,-0.829808760593118,1,1
5583,-4.535607269993755,2,1
4169,1.2063401431918859,1,0
8807,5.075505847678566,1,0
6576,2.034204851357325,2,0
3933,1.1294068123744476,0,0
1660,-3.654103772880827,1,1
7959,7.490154781155768,2,0
5769,-4.518776851853045,3,1
1614,-1.6710631534415437,2,1
2082,3.75944345511028,1,0
3733,-4.995313430633739,1,1
7580,1.164344574057659,1,1
5455,9.084707649808513,2,0
4084,3.182919918948242,1,1
3307,5.652336159948586,0,0
8019,1.2033921830691816,0,0
6983,-4.869985742608545,0,1
4810,-1.369206001227893,3,1
1522,6.837326810952014,1,1
2164,0.7376927241806057,3,1
9394,2.222656831598046,1,0
3845,4.339831039806642,2,0
5178,-5.3865860439298165,1,1
4527,2.4851114065338082,2,0
3401,2.1414727364460853,2,0
1960,-2.94948259880417,2,1
2877,14.316087398315535,2,0
2768,13.343452166643416,2,0
5795,-3.5391201140447595,1,1
8754,2.164455709146415,2,0
1540,-1.366353950067571,2,1
9549,-5.795811650039326,1,1
2622,-4.39198600530224,1,1
356,-3.66800708064037,1,1
9245,2.371431230661856,2,1
4917,2.965433989049765,1,0
1115,-4.854187079466291,2,1
3322,8.764423195130377,1,0
5782,-5.3217505799086275,1,1
968,11.293969366588993,3,0
1678,-0.9650059983978221,3,1
7684,1.6283215699574618,0,0
6530,-7.045530177092678,2,1
6982,6.931479556694834,1,1
5328,0.047290171013462,2,1
1112,13.361120095940265,2,0
6207,-4.592355776566872,2,1
5835,4.620872958307165,1,0
7646,4.263098684367874,2,0
2581,3.899040189061014,2,1
8920,5.56287071372857,0,0
418,0.5922526846494769,1,1
7560,9.043838172387307,1,0
8498,2.9589052073679856,3,1
1313,-1.5004256774965228,2,1
5294,9.657185999583998,1,0
8895,2.3734926307488706,1,1
7917,-1.021635440995992,1,1
4251,-7.458309162472246,1,1
5597,5.975947853418512,1,0
8791,4.205061738038348,3,0
9278,1.905639614648602,3,1
8923,4.117899927782495,2,0
484,-1.0255803475852328,2,1
77,2.9199121209034953,2,0
3546,-0.5238904462942477,1,1
4676,2.625555879388092,0,0
6197,0.031908438749019385,2,0
7253,-1.0258369414510602,2,1
6229,-2.2760571302848023,2,1
8348,-1.3154500315267152,2,1
8956,10.286994546546415,2,0
9794,-3.59276008331762,2,1
7813,1.7308291129102014,2,1
7268,-3.2687648042893276,0,1
1655,-2.7439551401323063,3,1
4605,-5.4933626238739555,2,1
4611,-2.926277641411753,2,1
5342,4.90866152817895,3,0
1397,3.6314167015420358,1,0
373,8.345776092312779,3,1
2368,7.421988920083917,2,0
3880,5.306857816548307,2,0
1327,4.4752314465050755,1,0
7018,3.7056298461274584,3,0
967,-7.542182187786867,2,1
7291,-7.54018329502641,2,1
9363,-6.1540031626335425,0,1
5045,-4.258943662879229,0,1
7170,6.2725351196047425,2,0
5644,4.76120061955029,2,0
8965,-4.425703919302697,2,1
502,7.0545526814956885,2,0
8388,5.114401039757622,1,1
3758,13.066432953140822,2,0
3187,-2.3935368869982447,2,1
8372,-0.4289496638812289,1,1
6861,-5.270151894134745,1,1
4205,7.641743684122558,2,1
6043,4.482109421536747,3,0
2220,2.549903896303045,2,0
4208,9.998073329749005,1,0
6468,6.305728519854009,2,0
7015,7.841359045201865,2,0
4669,-5.238238995598832,3,1
4578,13.27098726310507,2,0
8541,13.623284500569781,3,0
7883,-3.0142146794979268,2,1
8680,8.894066371963175,2,1
9388,5.538513823490612,2,0
1364,-2.940173408634892,1,1
889,-5.739635118251188,1,1
1864,-3.561945968161043,1,1
1742,2.331622684205401,1,0
8893,5.963531735897632,2,0
4145,-7.590655554876587,1,1
6602,-2.8341339650335318,2,1
8146,5.14168324593882,1,1
5241,6.308366910712049,1,0
6354,2.205392533714006,3,0
9901,-4.3466275176994875,2,1
6567,0.8802354402429056,1,0
4549,2.8849423397847698,3,0
3871,6.885401710587928,2,1
1718,14.155848639377565,3,0
465,0.045881459248878986,3,1
414,8.140910486884735,0,0
5918,4.044794777985839,2,1
9818,6.016195155891657,1,0
9436,0.5998195480837162,2,1
2024,4.733024245192195,2,0
1652,-1.15982059567924,3,1
9260,8.433421440724626,2,0
5447,3.491636770083465,2,1
4099,-3.2218233193138226,1,1
6599,5.461915157680864,2,1
4873,-5.349588226535691,1,1
1210,-1.6185218910672878,2,1
4164,5.096042584208133,2,0
5310,2.348999571550962,2,0
5280,1.1820511706713956,2,1
8300,1.6882277108870936,2,1
4063,-4.805510707225081,1,1
2560,-5.0688727240236595,2,1
6142,2.828259630248894,2,1
2458,2.0283803306494947,0,1
348,6.726348197005063,3,0
