,Y
3439,0
551,0
155,1
3405,0
2607,1
2541,1
1938,1
2062,1
2790,1
4590,1
1356,0
3271,0
2585,0
4108,0
980,1
2125,0
4721,1
2758,0
1911,1
4977,0
1505,1
3300,0
705,1
3183,1
4302,0
2511,0
2211,1
4715,1
3881,1
2977,0
2559,0
2368,0
2917,0
4342,0
920,0
442,0
2002,1
479,0
3862,0
474,1
3101,1
1385,0
329,0
3650,1
3191,0
4792,1
2572,1
4329,0
2339,1
2212,0
3808,1
432,1
2515,1
2206,1
4681,1
262,1
4720,1
549,0
2969,1
3313,0
1847,1
2051,1
3006,1
1350,0
4437,0
2271,0
361,0
2173,1
2962,0
1753,1
3936,1
1473,1
2369,1
631,0
4412,0
1450,0
2612,0
113,1
2643,1
2766,1
4659,1
2876,0
861,0
2327,0
4236,1
2692,1
1543,0
1016,1
1666,0
2055,1
413,1
144,1
4573,0
566,0
461,1
316,1
2014,0
3666,1
830,1
1002,1
269,1
2394,1
877,0
822,1
1,1
3465,0
4493,0
1687,1
1928,0
1248,1
99,0
4757,0
92,1
3768,0
2737,1
2099,0
2020,1
4001,0
850,0
480,0
1298,1
1502,0
2120,1
4965,0
3774,0
2084,1
4070,1
67,1
3273,0
2604,0
4295,1
2543,0
2939,0
244,0
570,0
3400,1
268,0
3246,0
3785,0
4689,0
2832,0
3411,1
4087,1
2029,0
4499,1
2189,1
1247,0
626,1
1124,0
3289,1
1345,0
683,1
3958,0
4109,0
1368,1
4373,0
1698,0
871,0
4957,0
1004,0
3205,1
252,1
1706,1
2669,0
921,0
4653,1
1944,1
136,1
4375,0
2499,1
1761,1
3961,0
1360,1
1901,0
2453,0
4145,0
4454,0
4762,0
2061,0
1573,0
4343,0
2662,1
1674,0
2218,1
4461,1
4232,0
1538,1
1624,0
4900,0
4759,0
1064,0
4843,0
2428,1
1924,0
929,1
3901,0
2371,1
2325,1
364,0
4511,0
1942,0
1723,1
3616,0
4253,0
1861,1
2319,0
3284,1
4247,0
4641,0
3663,1
3814,1
4332,0
788,1
3560,0
2260,1
527,0
1376,1
4270,1
296,0
2602,0
4622,0
4114,0
37,0
3842,0
4879,0
1435,1
3352,0
961,1
1915,1
4828,1
1066,1
519,0
2945,1
4328,1
2282,1
2659,1
1021,1
3054,1
3856,1
1746,0
724,1
2642,0
3093,1
3102,0
2049,0
1699,1
1208,0
2134,0
2224,0
3559,1
376,0
4036,1
3362,1
1418,1
2739,1
4866,1
1001,1
3592,1
4561,1
231,1
3260,1
1240,0
587,1
220,0
2027,0
111,1
2306,0
1478,1
1038,1
2059,1
2118,0
1483,0
3134,1
776,1
2287,1
3267,1
2609,0
4310,1
657,0
3392,0
2755,0
4794,0
2701,1
3026,0
1169,0
215,0
781,0
917,1
2988,0
1558,1
801,0
3722,1
401,1
198,0
411,0
3225,1
1629,0
3121,0
3198,0
533,1
3064,1
618,0
977,1
4449,1
608,0
319,0
1221,1
3478,1
1862,1
580,0
1917,0
1772,0
3662,1
1293,0
2946,0
2112,0
2414,1
4020,0
1622,0
4932,0
4052,0
3172,0
3878,0
1865,0
1820,0
1167,1
202,0
1062,0
2136,1
786,1
2213,0
3115,0
1324,1
1779,0
4568,0
515,1
1778,1
4317,0
1760,0
3721,0
2068,0
672,1
2471,1
1477,1
4974,0
4405,1
2178,0
2126,0
4667,0
3066,1
382,1
604,0
2171,1
1092,0
172,0
3959,1
2054,1
928,0
152,0
4312,0
1453,0
24,1
416,0
2273,0
472,0
1655,0
4078,1
2480,0
1174,0
2900,1
4512,0
537,1
2865,1
969,1
420,1
1833,1
1635,0
3234,0
729,0
2811,1
3765,0
2060,0
3819,0
3297,0
97,0
3463,1
2863,0
1875,1
691,1
1119,1
1805,1
1444,0
1964,1
578,1
2818,1
3805,0
1366,1
2723,0
4385,0
446,0
3209,1
3011,1
879,1
1787,0
2406,0
2448,0
3564,1
4245,0
1321,0
4336,0
651,0
3987,0
2195,0
285,1
4201,0
2834,1
3266,0
1260,0
1111,0
3487,1
1771,1
639,0
2980,1
448,1
1464,1
4553,1
2023,0
122,0
1615,0
945,1
4971,0
4292,1
1967,0
1692,1
2754,0
3000,0
2042,1
1511,1
4963,1
3989,0
4765,0
72,0
2964,1
1873,1
545,1
4583,0
2557,1
4769,0
992,0
2076,1
3633,1
133,0
836,1
4954,1
1374,0
1932,1
1095,0
3204,0
4796,1
1976,1
2761,0
541,1
4458,0
3395,0
3600,1
1632,0
1784,0
2253,1
3133,1
1392,0
575,0
3098,1
4275,1
1657,0
3580,0
1542,0
503,1
4028,0
3733,1
860,0
4304,0
2227,0
1120,0
56,0
288,0
1705,1
3724,1
3401,1
2333,1
2208,1
2516,0
3047,0
2385,1
228,1
2077,1
478,0
4063,0
1504,0
3604,1
3450,1
2456,0
4968,0
2869,0
2798,1
2984,1
4424,1
3443,0
4305,0
4112,0
1267,0
4733,0
2768,1
4679,1
3482,0
727,0
1087,0
3287,1
1803,0
1128,1
4264,0
4444,1
256,0
4475,1
4926,0
2097,0
4825,0
4538,1
3711,0
3939,0
3175,0
829,1
1570,0
1877,0
1135,1
4934,1
2694,0
315,0
234,0
3737,0
931,0
2170,1
4736,0
667,0
3356,1
1217,0
4925,1
740,0
1997,0
1265,1
4000,0
1269,0
4244,0
130,1
940,1
489,1
4657,1
895,0
497,1
4037,1
2870,0
3902,1
4660,0
4446,1
2421,1
520,1
568,1
1078,1
2740,0
716,1
1638,0
197,0
4445,1
3304,1
451,1
2888,0
3424,0
3919,1
1074,0
1795,0
784,0
462,1
3163,0
1459,0
3871,0
82,0
2137,0
1575,0
4585,1
4774,0
4542,0
3444,0
1318,0
985,0
3801,1
2922,0
2533,1
4191,1
2490,1
2153,0
2214,1
1547,0
2304,1
3885,1
2955,1
638,1
73,0
4248,1
1592,1
331,0
3521,0
4456,1
3129,1
1900,0
1443,0
2109,1
2972,1
2135,0
1143,0
2258,0
4175,1
3017,0
905,0
387,1
219,0
3895,1
3513,1
116,0
3990,1
1576,1
1211,0
1456,0
3898,1
3292,0
2914,0
1921,1
1054,0
4712,0
1017,0
4088,0
1030,0
4670,0
3985,1
1907,0
4165,1
3169,0
4417,0
3366,1
3591,0
297,1
4273,1
4804,1
270,1
1672,1
2424,0
1295,1
4384,1
4311,1
337,0
1597,0
4766,1
353,0
1486,0
3952,1
1578,1
239,1
1046,1
4351,1
1508,0
4123,0
4945,1
340,0
4240,0
2263,0
3118,0
3524,0
4435,1
2803,1
2949,0
279,1
2410,0
1516,0
2881,0
782,0
3548,0
1768,1
4013,0
1284,0
4789,1
2338,0
4207,1
4909,0
4610,0
1987,0
4094,0
4053,0
1253,0
266,1
4586,0
2432,1
722,1
236,1
2989,1
988,1
3686,0
3635,1
3864,1
3078,0
1173,0
3792,0
3052,0
417,0
4096,1
410,0
2765,0
1808,1
4156,1
1721,0
4290,1
4944,0
3651,1
3303,1
2649,1
4285,0
105,1
1018,1
2712,0
1667,1
2307,1
4303,0
248,0
4613,0
1050,0
1317,1
4495,0
676,0
2405,0
3185,0
2463,1
1255,1
4904,1
904,0
4504,1
3976,0
323,0
3032,0
303,0
4394,1
3986,1
4254,1
4411,0
3613,1
4457,0
3195,0
1370,1
4811,0
2783,0
1228,0
2391,0
4869,1
4425,1
2767,0
1545,1
1084,0
70,0
4928,0
1277,0
3653,0
3124,1
1806,0
655,0
4808,1
4912,0
1104,1
4117,0
4469,1
4580,0
2018,0
2709,1
3899,0
3964,0
653,1
3879,0
2500,1
1457,1
4005,0
2133,0
3672,1
2857,0
458,1
3227,1
1536,1
2032,0
453,0
310,1
3206,0
2686,0
1891,1
3773,1
948,0
1127,0
3861,1
4549,0
1628,1
4797,0
3708,1
3718,1
2668,1
2469,0
2226,0
4139,1
1791,0
1616,1
3950,1
351,1
1557,1
2309,1
3445,1
1813,0
1978,0
2498,1
2474,0
1534,1
3955,1
1410,1
4481,1
2199,0
3941,1
2276,1
883,1
2569,0
3277,0
4750,1
3608,1
1391,0
1159,0
2329,0
2281,1
2354,0
4319,0
115,1
3137,0
3867,0
2255,0
3294,0
4229,0
2526,0
1701,0
641,1
1437,1
1794,0
2071,0
2835,0
3179,0
2595,0
1037,1
3843,0
330,0
4690,1
3628,1
4238,0
4620,0
2222,1
142,1
2457,0
4619,0
3339,1
1183,1
2069,0
2085,1
4476,0
433,1
196,0
595,1
1499,0
4648,0
455,0
3845,1
803,0
2296,1
3317,0
1075,0
1884,0
3804,1
2956,0
2885,1
2568,0
4851,0
907,1
2873,0
4398,1
307,0
2660,1
4571,0
1738,1
3315,0
4647,1
1566,0
951,1
208,1
823,1
1081,0
1752,0
4748,0
1728,0
2207,0
827,1
952,1
3454,0
3468,0
1210,0
4166,1
4555,0
882,0
1767,1
4651,1
2674,1
1189,0
3145,0
4334,0
847,1
3921,1
1525,1
3673,0
4045,0
135,0
1519,0
3114,0
3270,1
421,0
1214,0
1890,1
2789,0
4829,1
3531,0
511,0
2745,1
3254,0
3504,1
389,1
349,1
3028,1
4607,1
31,0
2716,0
1401,0
2427,0
2615,0
391,0
4434,1
4068,0
2219,1
4873,1
4884,0
2083,0
2280,0
2477,1
692,0
4474,0
4837,0
1204,0
3010,0
2478,0
709,0
652,0
283,0
556,0
8,1
4498,0
2899,1
4813,0
4691,0
2256,0
3991,0
558,1
1184,0
947,0
4754,1
4267,0
3848,0
1715,1
2997,0
4288,0
2804,0
2363,1
4152,0
3665,0
2310,1
1870,0
1528,1
3469,0
2810,1
4181,1
18,0
1236,0
1507,0
2284,1
3142,0
2485,1
1306,1
3438,0
4523,1
2417,1
2375,1
3800,0
2157,0
4266,0
1658,1
43,0
4960,1
695,0
605,1
2289,0
2248,0
2420,1
2549,1
1093,0
203,0
3533,0
4915,1
4566,0
3048,1
4167,1
3278,1
674,0
3446,0
44,0
3436,0
1700,0
3947,0
2683,0
1750,1
2843,0
1180,0
1522,1
3539,0
2539,0
4683,1
3506,0
4713,1
2382,1
2261,0
734,0
586,0
2158,1
129,0
4834,1
1972,1
4455,1
3923,1
4518,0
1660,0
4313,1
3222,0
3949,0
3869,1
562,1
396,1
365,0
574,1
1603,1
2691,0
2141,1
2924,1
4823,0
4256,0
1871,0
3957,0
4345,1
2223,1
3825,1
4737,1
3748,1
2007,0
4136,1
2147,1
1334,0
1838,1
4658,1
3656,1
2320,1
1213,0
1745,0
4664,0
4743,0
1886,0
2782,0
3978,1
3193,1
4129,0
967,1
658,0
831,0
4672,0
773,1
2570,0
3474,0
989,0
2562,0
3908,1
4349,0
4081,1
4708,0
3655,1
3853,1
3999,0
3507,0
2082,0
680,1
1440,0
2535,1
3920,1
617,0
1669,1
2624,0
4644,0
2397,1
1065,0
4935,1
2330,1
4464,0
1342,0
3249,0
1036,0
4508,0
2950,0
3170,0
2203,1
3075,1
4782,0
4747,0
3348,0
3704,0
299,1
4224,0
838,1
730,0
1763,0
4395,0
4168,1
356,1
4645,0
1497,1
3182,1
1140,0
581,0
1596,0
3247,0
887,0
704,0
2558,1
2760,0
363,0
4364,0
4471,0
4758,0
1320,1
267,0
2797,1
1474,0
2048,1
1484,1
45,1
2000,0
3376,1
2361,0
849,1
15,0
4206,0
1990,1
3607,0
858,0
4663,1
979,0
4550,1
534,1
126,0
3378,1
109,1
4100,1
4608,1
884,1
286,1
3932,1
4330,0
2476,1
253,1
4482,0
3442,1
3933,0
4230,1
942,0
4806,0
3462,1
2532,1
2357,0
1612,0
4669,0
2678,0
2725,1
160,0
2744,1
1328,1
1623,0
1804,1
3040,0
3153,0
607,1
2734,1
3912,1
1297,0
2860,0
2019,1
1446,0
546,0
1148,0
3610,1
3089,1
298,1
3769,1
1513,0
467,1
1413,0
2640,0
3517,0
3159,1
2266,0
2404,1
3473,0
2720,0
339,0
700,0
2343,1
2152,1
982,0
1553,0
3156,0
3310,1
2738,0
2154,1
4080,0
1824,1
1549,0
4596,1
4041,1
2316,0
1339,0
2750,1
3649,1
1132,1
30,0
3671,1
58,0
2409,0
906,1
1286,0
3751,1
2252,1
848,1
1618,0
2781,0
4688,0
3173,0
2905,0
3938,1
41,1
3412,0
2379,0
29,1
3386,0
1425,1
1775,0
2221,1
3458,0
4718,0
2351,1
1123,1
504,1
470,1
1606,0
4283,1
2056,0
4889,0
2621,1
2235,0
1215,1
681,0
313,1
4917,0
1810,1
3309,0
4023,1
4617,1
1273,0
673,0
1198,1
922,1
4717,0
251,1
414,0
4462,1
2131,1
2164,1
4104,1
485,1
666,0
4252,1
2762,0
583,1
3893,0
4650,1
1781,0
1835,0
1115,1
3745,1
1300,1
120,0
4941,1
1714,1
4630,1
1281,0
3678,1
2139,1
4686,1
59,0
3236,0
335,1
597,0
1906,0
277,1
2031,1
2610,1
1922,0
4086,0
1653,1
3850,0
301,1
213,0
3448,0
856,0
1993,1
2540,1
4696,0
759,1
771,1
660,0
812,0
4820,0
4734,0
456,0
1145,0
1154,0
131,0
1455,0
4056,0
813,1
3361,0
140,1
1841,0
101,1
1977,1
843,0
1452,1
4564,0
3658,0
1663,1
669,0
4521,1
4671,0
2842,0
1817,1
1656,0
2699,1
930,0
42,1
1782,1
1460,0
943,1
1843,1
2688,1
4857,0
3844,0
3877,0
874,1
1390,1
1737,0
1416,1
1798,0
2552,1
232,0
1101,1
2729,1
2103,1
4409,0
690,1
1826,0
3905,1
4003,1
4093,0
2923,1
1216,1
2441,0
1837,0
2684,0
4970,1
2513,1
708,0
2479,0
3710,0
1396,0
832,1
4880,0
423,0
347,0
3004,1
1299,1
4793,1
3308,0
4118,1
1246,1
4154,0
1949,0
3626,1
567,1
719,1
1640,0
2926,0
3934,0
876,0
3566,1
1335,1
3420,1
2123,0
3122,1
1402,1
3904,0
4374,0
1439,1
3090,0
1819,1
629,0
4563,0
1060,0
725,1
4989,1
3913,0
3553,0
1920,1
1664,0
75,0
3464,1
4214,1
804,1
1472,0
3606,0
4038,0
1244,1
449,1
825,0
4835,1
3631,1
1739,0
2772,0
1619,1
4894,1
205,0
1407,1
1223,1
1146,0
4079,1
3588,0
783,1
2698,0
1818,0
936,1
1276,0
2239,1
4628,1
161,0
2527,0
2631,1
2747,1
3296,1
2225,0
4772,0
4432,0
4355,1
1137,0
1693,0
4076,1
4406,1
1591,1
3854,0
469,0
502,0
733,1
1642,0
3154,0
235,0
633,1
2913,0
1059,1
4221,0
326,0
4695,1
720,1
2065,1
1788,0
1172,1
3967,1
4193,1
3086,0
3565,1
2726,1
206,0
2365,0
225,0
4321,1
526,0
2538,0
4380,1
2991,1
1574,0
475,1
4557,0
2332,0
3522,0
2828,0
4992,1
2321,0
616,0
150,0
4438,0
2702,0
4391,0
3057,0
2867,1
1630,0
3597,1
4269,1
2373,1
2638,0
3726,0
3061,1
1170,1
3393,1
2011,0
4126,1
1150,0
4593,1
3851,1
819,0
4007,1
4781,0
3766,0
3319,1
1361,0
842,0
2462,0
4962,1
4274,0
3839,1
1000,1
3799,0
1943,1
3371,1
1654,0
612,1
2855,1
3574,1
4702,1
4933,1
3778,0
3798,0
308,1
1994,0
1695,0
3293,0
1323,1
3694,1
1445,1
3503,1
3611,1
2317,1
1989,0
885,1
3558,0
4488,1
2858,0
1073,1
4298,0
249,1
2503,1
1077,1
1822,1
4280,0
2844,0
1219,1
4888,0
3691,1
218,0
368,1
2092,1
4501,0
4472,1
4526,0
1963,0
1652,1
1581,0
2370,1
2341,0
2566,0
1966,0
2004,0
4936,1
454,0
2618,1
3477,1
217,0
4877,1
1039,0
1063,0
473,1
2470,0
3174,1
698,0
1589,0
3074,0
1579,1
238,0
4035,1
752,1
807,1
2732,0
4369,1
1780,1
1397,0
386,0
530,1
439,1
1783,1
2641,0
4433,1
522,1
3907,1
1048,1
3525,1
3178,1
4844,0
4347,0
4924,0
3943,0
3709,0
4277,0
4886,1
4383,1
1956,1
3417,0
1520,0
3545,0
3520,0
2043,1
1112,1
4019,1
39,0
1270,0
1164,1
3909,1
1544,0
2680,1
4062,0
4122,1
3639,0
2045,1
2670,0
4509,1
3328,0
911,0
1098,0
2344,0
1895,1
1926,1
4111,0
3998,1
4414,0
1969,0
372,0
488,1
1199,0
2155,0
4913,1
2053,0
1261,1
826,0
1986,1
1734,0
3849,0
1529,0
4057,0
3706,1
1008,1
621,1
2799,0
4278,1
3239,0
1955,0
327,0
3343,1
721,1
2573,0
1670,1
483,1
2194,0
380,1
2812,0
4261,1
184,1
899,1
2039,0
2711,1
4786,0
4552,0
4363,1
2491,0
4726,1
3664,1
3079,0
4601,1
2335,0
1546,1
3810,0
345,0
1357,1
4203,0
3466,0
3816,1
2130,0
1007,0
4958,0
486,1
2673,0
1599,1
792,0
2058,0
3449,0
4403,0
3208,0
3971,1
1264,1
4624,1
4983,1
4732,1
4875,0
3123,0
4158,1
4577,1
1034,1
2265,1
3977,0
4576,0
2466,0
1627,1
4955,1
3771,0
3670,0
4116,0
370,1
4291,0
2291,1
529,1
1291,0
3025,0
3190,1
1022,0
2985,1
2849,1
3855,0
2634,1
3948,0
1550,1
496,0
3690,0
98,0
524,0
1815,1
3652,1
4141,1
582,1
3675,1
224,0
3229,1
3213,1
1430,1
1980,0
358,1
2460,1
1096,1
4986,1
1433,0
2251,0
4845,1
3926,0
405,0
4102,0
4966,1
2880,0
1442,0
3537,0
1220,0
3823,1
4127,0
1072,1
4706,1
2353,1
3050,0
13,1
2209,0
4017,0
4830,0
1313,0
4099,0
1463,0
1252,1
2175,1
1880,0
4632,1
47,0
3490,0
3076,0
3746,1
3479,0
1282,0
818,0
1203,1
4479,0
4822,1
261,1
2645,0
4368,1
1677,0
3543,1
1757,1
3707,0
600,0
4010,1
1363,0
4415,1
3299,0
192,1
4315,1
2724,0
4770,0
1913,0
1480,0
3214,0
594,1
2298,0
4506,0
702,0
4272,1
2667,0
2875,0
3188,0
1683,0
3336,1
2278,1
2874,0
1262,0
463,0
1583,1
309,1
2182,1
4146,0
1940,0
3018,1
3643,0
1731,1
1952,0
591,1
2921,0
158,1
2841,0
4421,0
4831,1
1202,1
4711,0
4436,1
2807,0
4213,0
4324,0
4032,1
3742,1
4852,0
3956,0
4972,1
4635,1
4938,0
127,0
164,0
2108,1
1590,0
1691,0
1417,1
1186,1
938,0
890,0
4026,1
1114,1
4089,1
2237,0
3818,0
2517,0
3088,0
180,1
909,1
4626,0
1934,1
3447,1
2143,0
509,0
4423,1
1237,0
1996,1
1702,0
278,1
765,1
3397,0
191,0
168,0
1230,1
3374,0
1732,1
3511,1
3202,0
1301,0
214,0
3475,0
2690,0
1681,0
3111,1
3713,1
4874,0
3698,0
2599,0
2704,0
1646,0
1696,1
3945,1
2793,0
2891,0
1133,0
2594,0
3876,1
4807,1
650,0
4919,1
630,0
4764,1
1438,0
16,0
2328,0
1155,0
392,0
1617,1
4893,0
4284,0
747,1
4598,0
4006,1
4731,1
1876,0
4255,0
4279,0
2413,0
51,0
4200,0
4,1
1501,1
1965,0
3228,0
306,0
4779,1
2180,0
3168,0
3661,0
2520,0
3743,0
2853,0
3053,0
2736,0
328,0
2657,1
857,0
1609,1
3453,0
1849,0
2107,0
1982,0
2833,1
3432,1
4559,0
1110,0
3701,1
189,1
873,1
1044,0
2177,0
3500,1
4286,1
484,0
1650,0
4922,0
3641,1
764,0
4360,1
1311,1
4243,0
1193,0
4486,0
2396,0
1156,1
3789,0
3326,1
103,1
2493,1
3532,1
3177,0
2523,0
1661,1
1118,0
4187,0
636,0
2322,0
3981,1
3874,1
2561,1
2982,0
69,0
3695,1
2655,1
3840,1
2132,1
840,1
4760,1
3832,1
1380,1
4704,1
1136,0
4785,0
1383,1
3757,1
2555,0
841,0
1992,0
294,0
2617,0
4164,0
4044,0
3335,1
2791,0
1523,0
548,1
2217,1
500,1
4024,0
4459,1
816,0
1192,0
3728,1
4212,0
4950,0
4729,1
4625,1
3275,0
3332,1
4287,0
501,0
4233,0
2161,0
3896,1
1408,0
2324,0
4579,0
2455,0
2185,1
2017,0
1421,0
427,0
2560,1
4746,0
2314,0
354,1
1694,0
1823,0
1058,0
4547,0
1509,0
3241,0
2518,0
2246,1
4153,1
955,1
2567,0
1218,0
1469,1
4159,0
4826,1
1107,0
3103,0
3767,1
2731,0
4637,0
4738,0
2184,0
3288,1
3402,0
981,0
1108,0
393,0
3811,1
3942,1
1585,0
343,0
4975,0
2629,1
4693,1
794,0
1454,1
3615,0
348,1
4262,0
4314,0
2795,1
1274,0
4947,0
3794,1
1975,1
3758,1
2315,0
1918,0
3338,0
4055,1
2159,1
1936,1
3410,0
4773,0
3224,0
3826,1
3692,1
2932,0
4299,1
3605,1
1786,1
1406,1
2269,0
3322,0
950,1
4544,1
1766,1
1347,0
914,0
3311,0
4307,1
2829,1
4377,1
559,1
4655,0
1684,1
3081,1
2821,0
880,1
3065,0
312,0
4868,1
3498,0
3419,0
1872,1
1554,1
2696,0
3232,0
1586,1
1157,1
995,0
412,0
3997,1
3700,0
4522,0
1266,1
4300,0
805,1
3582,0
4929,1
4496,1
2654,1
659,0
4341,0
4022,0
731,1
624,0
881,1
2588,0
543,0
108,0
3483,0
3994,0
3138,0
4227,1
91,0
4059,1
1854,0
3389,1
901,0
2805,1
2150,1
3440,1
143,0
4217,0
1899,0
4260,1
3702,1
4678,0
2270,1
1512,0
2587,1
2033,1
2995,0
1758,0
4897,0
584,0
2285,1
1690,0
3833,0
3184,0
712,1
3105,0
2142,0
4194,1
4517,1
4494,1
3750,0
4951,0
4618,0
1912,0
4205,1
3120,0
4910,1
737,1
3911,1
2619,0
3966,0
4470,1
4318,0
2286,0
923,1
81,1
2606,0
2234,0
153,0
3699,0
972,0
1272,0
1607,0
2839,1
2241,1
3828,1
3237,1
124,1
4719,1
3316,1
2940,0
3979,1
791,0
3892,0
4202,0
1332,0
1182,1
1711,1
2965,0
2676,1
760,0
2044,0
1461,0
4029,0
362,1
3377,1
346,0
145,0
83,0
2063,1
3731,0
3038,0
333,0
4902,0
254,0
2347,0
321,1
505,1
1537,1
758,0
1792,1
2979,1
1777,1
2012,0
4891,1
4574,0
1831,1
1235,0
3599,0
742,0
287,1
4335,1
1551,1
163,0
4673,0
2398,1
2407,1
1379,0
1045,0
3795,1
4192,0
3693,0
3380,1
4694,1
3212,0
1278,1
1178,0
4867,1
490,0
4684,1
571,0
3645,0
593,0
3594,1
4854,1
4876,0
3265,1
2786,0
3072,0
466,0
1082,0
171,0
2706,0
4988,0
1238,0
1848,0
1866,0
2571,0
3351,0
2445,0
2920,0
1289,0
3092,1
3221,1
2850,0
3125,1
3363,1
3937,1
55,1
610,0
408,1
2646,1
40,1
1852,0
3471,1
4143,0
88,0
1991,1
3426,1
2816,1
1530,0
1149,1
132,0
4981,1
2937,0
3331,1
1465,0
2948,1
4358,0
1716,1
2986,1
615,1
1394,0
4195,0
50,0
645,1
859,1
4011,0
677,0
2890,0
1910,0
3067,0
970,0
247,1
3051,1
4537,0
2412,1
2451,0
3779,1
492,0
4223,1
799,1
2915,1
3499,1
1175,0
195,0
3518,1
971,0
1308,1
2614,1
3002,1
3325,0
984,0
2537,1
569,1
4413,1
2521,0
3062,0
561,1
2550,0
828,0
3358,1
2992,1
1378,1
19,0
2444,1
2356,1
436,0
2983,1
3925,1
1375,0
1090,0
336,0
3353,0
869,1
2262,1
2349,0
3723,1
4465,1
3572,1
112,0
963,0
3387,1
4043,1
3620,1
3598,0
2377,1
2186,0
1769,0
1134,1
227,0
3261,0
3555,0
1796,0
717,1
1593,1
20,1
3194,0
4144,0
769,0
3359,0
4818,1
4661,0
1040,0
1814,0
3509,1
2074,1
1541,0
4190,0
4864,1
243,0
821,0
4749,0
422,0
499,0
4422,1
314,0
2247,0
3944,0
1958,1
4603,0
598,1
3141,0
1025,0
3846,0
4460,1
2626,0
3042,0
4890,0
4503,1
2111,0
2418,0
10,0
1488,0
3290,0
4451,1
182,1
1776,0
1139,1
2898,0
4410,1
210,1
748,1
280,0
2064,0
