,P,Q,A
455,7.234947337498177,3,0
3596,8.772039524430166,1,0
7639,3.840168764614824,2,0
4875,0.8041690427359518,2,0
3755,9.266025791165902,1,1
639,5.949021733855647,2,1
5135,7.980261841604415,2,1
7006,1.9511768272975119,2,0
5932,4.336254403833313,1,1
5191,7.799599697707297,0,0
5298,0.6214401958429512,3,1
3053,0.5844293183521165,0,1
3411,2.8222631083336207,1,1
4901,0.6077072205085203,1,1
1840,3.5193149552793015,2,1
2315,2.5268233635257653,1,0
4482,6.929255092731825,1,0
9320,9.959837619114033,0,0
6811,11.589259709170015,3,0
52,13.701828787242334,0,1
7312,6.446466373655074,1,1
997,1.2506829326390865,2,0
4400,0.2965646612667163,1,1
2441,-1.8527025440395137,2,1
8284,7.035827725369169,0,1
6257,0.9898832565810568,2,0
4953,4.22277197959548,0,1
4499,1.0237238736766867,0,1
965,9.271510406234686,1,0
1155,6.881857527316357,2,1
5611,1.2776346679567823,3,1
9099,2.7338945622177415,1,0
5347,8.764277859231338,2,1
6174,2.9706980697663132,2,0
7178,10.30047494437959,2,1
4106,5.836975927033587,1,0
609,0.8753764591667135,2,0
4833,6.581112155764876,1,0
1581,2.50977670264374,1,1
7301,4.720880974683381,3,0
6194,-0.20486721438436906,1,1
957,10.612981335765749,1,1
1195,-5.696991407568679,2,1
329,3.180923089233266,3,1
172,1.1297330234397647,0,1
2578,8.159120850640837,2,1
7306,21.137138155118727,1,1
8039,2.842778030272676,1,0
9973,3.488554379150755,2,1
7124,2.0219899688974325,1,0
6278,5.431107377521037,1,1
652,6.091733817664692,2,0
3996,2.2361203772654497,2,1
5689,2.9177660115931694,3,1
4516,9.790121260064698,1,1
2681,9.47033717119833,2,0
5355,5.053634063607666,2,0
8551,6.632301398910759,2,1
6130,1.429265202884336,1,1
3112,4.257454560038709,3,0
3218,10.075130865921167,3,0
8953,1.4532111733555118,2,0
7229,1.9752285013977549,2,1
6586,4.760814931061416,2,1
4640,1.9473965981114167,1,1
6271,3.50596114515898,2,0
7845,5.8978446411154755,2,0
6980,12.948557572587948,1,0
4535,8.759432315434653,3,0
7980,5.027185366123095,1,1
176,0.35415670061274507,1,1
8053,14.311336861415365,2,1
3276,9.134339597503647,2,0
4030,6.542390842567086,1,1
8304,4.342696719481986,1,0
1722,0.6215363851714624,1,0
5389,9.765880560325668,2,1
5488,11.1409712764139,2,1
4872,2.1582215612210742,2,0
9118,2.870978537928628,2,1
8840,6.162884589980585,2,0
5886,14.218369711150036,3,0
6261,8.89529403830367,2,0
7816,7.228031435898706,2,1
8536,4.019786482643222,0,1
6155,7.5539635631516,1,1
2842,-1.837351704191959,1,0
4066,-1.5132608289216267,0,1
2041,7.370292689527724,1,0
7696,8.69184404704242,2,1
549,3.5335753936680323,3,1
2726,-1.8843844569186874,1,1
8507,11.714228046214807,1,1
6966,3.9641314117353117,2,0
4100,3.4758147835776563,2,0
1257,6.915885427568099,2,1
5579,9.423545541198967,1,1
5436,1.7247945340849105,1,1
1258,3.4211974745372946,2,1
7383,11.792831756480634,1,1
6544,-2.567390211042747,1,1
1285,4.160188257954081,1,0
7527,14.492663495685225,2,0
6492,10.186159460677393,1,0
5574,3.9231705463882545,2,1
9480,5.362871472201584,2,1
2494,10.51735489307241,2,0
1621,4.57308196250054,0,1
320,6.7531675209341095,2,1
3806,33.29663113593969,3,1
7827,12.454083471114165,2,0
5990,5.82834730674519,3,0
3063,1.9456526112280903,2,0
9822,2.2399135563931813,2,1
8696,0.4332541264618004,2,0
1224,5.656096248886583,1,0
2721,8.462637563246767,2,1
6209,1.5068774556121898,2,1
855,5.908969357548778,2,0
5402,8.722312282392334,0,1
7882,3.98749813946933,2,0
6031,11.276071615948233,1,1
9745,13.161468131260872,0,1
9945,0.5456990423537875,2,1
2549,14.258957358225052,1,1
9356,19.779833723305202,1,1
9276,6.2702880015507985,1,1
7690,2.646537390082313,2,1
5672,5.136680930460758,2,0
831,3.9692176724842776,2,0
6411,12.313189464874757,1,0
8511,7.390459574999087,1,0
6479,6.411921162420405,1,1
1201,8.55965196829325,1,1
2572,4.390949626711649,1,1
6341,3.5647237814208204,0,1
5700,17.66977307500982,2,0
9052,4.73923931480695,2,0
2387,0.07900218485995847,1,0
1939,4.631384168213626,2,1
7692,11.447125768486533,3,0
1479,6.041481647175668,1,1
9203,5.533487422686627,1,0
3968,4.2718487094427875,2,0
7825,3.742966191798431,1,0
3696,6.484175362272852,1,0
2096,3.639654060293025,1,0
9208,6.876854045767249,0,0
9091,9.589143194240801,3,1
6915,4.540846302819795,3,1
6406,5.942115132928537,1,1
4045,7.0019699822186166,2,0
5407,1.647954687026787,2,0
9933,12.311165940504,0,0
9161,1.3056235508613436,1,1
7727,5.010622507515884,2,1
6817,7.004138223288105,2,1
3243,4.558404109683968,2,0
2562,0.48441036328592285,0,1
7594,4.414586523419845,2,1
2058,6.958517290570241,1,0
808,7.6704433961439324,2,0
1022,2.6696293229391412,2,0
3161,8.85226345804297,1,1
8576,9.219894266863005,2,0
7701,-0.3874445496490999,2,0
5974,5.904228500873385,3,1
4913,4.5080155385305645,1,1
5025,5.073248436166722,2,0
2372,-0.4980534725225816,1,1
2963,3.1019549269830202,1,0
8974,8.644142755821989,2,0
530,2.26110448501805,1,1
2017,1.0677178600237032,2,1
7637,1.017642242489454,0,1
6888,12.755183078443352,3,1
2813,2.8864979152890973,1,1
567,0.7214851262583917,3,0
8787,-0.09719046345350124,1,1
9867,12.390899995024299,1,0
5053,7.927578214794925,2,1
9577,4.708444969402957,3,1
6562,2.598555730420307,1,1
9962,3.8992783350304117,3,1
2064,3.18602833899294,0,0
8080,-1.5109166668487188,1,1
3804,14.757063386506525,1,1
9590,3.0515970312505307,1,1
2922,2.1274364003458195,1,0
7118,5.4596579154108635,2,1
5682,4.609251934508479,2,0
2320,0.34382337468097557,2,1
8898,3.4052489914596467,0,0
9581,-2.3147924900754933,3,1
3236,1.9344899313021913,3,0
640,11.490490405139418,2,0
8656,8.068332463331965,1,1
9344,4.901798531490627,3,1
9766,-0.38676394514217605,2,0
5033,7.575530360706686,2,1
4093,3.797573237455658,1,0
4136,-1.272157646658897,0,1
8823,1.9027364465731194,1,1
801,6.0488138631881565,0,1
5948,4.474048830260259,2,0
5158,-1.937767344027561,1,1
9532,3.3138596105252334,1,0
3398,8.48227973757745,1,1
5897,4.803323667488532,1,0
4918,4.622950137235799,2,0
166,14.983231009522017,1,1
7430,0.9659496705406261,2,1
3286,-0.5012060422290108,2,0
2178,2.7565766913245335,1,1
4607,10.253701406589748,0,1
521,3.3317063370624926,0,1
7984,3.0371937821515536,0,1
4252,4.507643731177512,1,1
1842,7.353227082638958,1,1
3777,2.832294803335417,2,0
3836,15.20692460737472,1,0
9292,3.6810607458057523,3,1
9194,5.694375050723767,2,1
1159,6.937910648078363,2,0
5807,5.056207887185249,3,0
4681,1.6092422259202384,2,1
3568,11.270926362240614,1,0
8968,9.323049879416775,1,0
8714,8.74439134903511,3,1
6316,5.9332067181698145,1,1
4803,7.338308766220607,1,0
2356,-0.1764359371274358,1,1
8132,5.964818842122305,2,0
6098,16.45914771580541,1,0
213,9.472300648949872,1,0
1176,3.84977666805812,1,1
8944,4.179380184630047,0,1
1286,7.024214805330928,2,1
7762,4.113651076562943,2,1
2753,1.9842800710825448,2,1
3012,4.876246007389778,1,0
5296,5.163693343285659,1,1
1118,4.7309028856132365,2,1
3106,3.217639046154089,2,1
5462,0.693357562395079,2,0
2880,3.826384191181768,2,1
2035,3.504507787380332,1,1
6489,-1.0312288257481685,2,1
180,7.027511044521525,2,1
1374,10.519149547678817,0,1
939,4.492887634557186,1,0
1441,4.046293861379276,2,1
2828,14.237607092345852,2,0
5608,12.527659098005671,2,0
6366,10.575959674386421,1,1
6070,23.005593198608448,1,1
2812,2.997989034919108,2,1
1435,5.4843524270529596,1,1
7751,0.6615893614201819,0,1
8154,6.690765495490725,1,1
1078,2.904677482035545,0,0
6828,5.8891833418572,2,1
2226,13.742581405347847,2,0
2227,7.79914108222531,1,0
4215,-0.341190143877411,0,0
787,4.189662894441969,2,0
79,3.4430594664625103,1,0
9186,20.20544433829732,2,1
4648,12.892473473344587,2,0
85,-1.240839565996232,1,1
535,8.407934916110877,1,0
1140,3.6028936421255797,1,1
4377,9.057149313461352,1,0
9583,2.2849238602089597,2,0
4576,13.03698497252197,0,0
4388,5.275379220565916,2,1
7666,3.59454470280601,2,0
8949,5.109387646108423,1,1
8016,2.627866905716099,2,1
1274,4.633715142296966,2,1
8346,6.54795944958204,1,1
495,7.708879750744037,1,0
888,3.7936362102881036,2,1
7518,3.229766881132757,2,0
7216,15.737320131294071,2,0
6555,-0.8749160023513616,0,1
5385,1.2417004861292547,1,0
9310,8.233005563632323,1,0
1049,11.19534875799561,2,0
8958,0.26974896838813134,1,0
18,6.818606530971985,2,1
3214,0.7893775625366257,3,1
4382,18.45442316746241,0,1
4867,16.281455397326773,3,1
1571,10.28045297395483,2,0
7869,-0.058413946941858086,2,0
5665,12.505611482148732,2,0
7356,11.959148475437289,2,1
7167,20.24822008664494,2,0
3123,2.13200391519993,1,0
6211,3.0408482074994683,2,0
3509,12.01442926452075,2,0
1568,7.347622715475843,2,1
8040,9.361502238431697,3,0
3353,-0.21545957904078028,0,1
7362,-1.0693336203770496,1,1
4615,6.6626906293595365,2,0
6041,12.117212447685132,1,0
1126,1.8376684001665886,2,1
8000,4.211922713601548,2,1
573,9.238039656793244,2,1
3267,-0.8985818237017962,3,1
9494,-1.073854540839886,1,0
7351,0.7722882078296783,1,0
4781,8.300090449416837,2,1
8428,3.4336746181762163,0,1
5271,17.624686967822477,3,1
6741,6.773215588289553,3,1
1501,5.776687859912488,1,1
8844,13.808087999060056,1,1
3315,6.89142386612879,1,0
687,3.721046373264734,1,1
629,7.251846345883839,2,1
4944,2.1701792844099472,1,1
4337,2.95307521419439,2,1
5214,3.316594660168252,0,0
4621,2.7079143292392285,2,0
5958,3.4703428954334554,1,1
4664,14.22276906375293,2,1
585,5.728404173747085,3,1
6188,6.760357526248905,1,0
8052,5.964435657012675,1,0
6065,2.810390699868028,1,1
8038,6.651738673742455,2,1
7856,4.916084849396623,1,0
7799,4.185800326126369,0,0
6180,2.163881523310515,2,0
1666,16.79409475837717,0,0
4742,3.72774105009775,2,0
3195,1.363547067115335,0,1
2515,0.025798926105666364,0,0
7274,6.746602131160311,2,0
2506,2.0142600156252644,1,1
6829,2.0826428433064477,1,1
2396,8.380501249950896,2,0
6798,3.419156782837884,1,0
433,4.476013136399912,1,1
2956,7.274405297106946,1,0
7009,1.960196055026839,2,0
9489,0.7715800793462761,2,1
6089,0.9116655857450189,1,1
9395,4.504204597263993,3,0
1867,10.937722783781675,0,0
7764,18.993160622131814,1,0
724,2.8768339656128132,2,1
9448,12.989347102360767,1,0
8815,13.093001375097897,1,0
1974,2.4437989801319766,1,0
6520,1.7700966236134905,1,1
6264,2.168927714397392,2,1
1304,8.84321235043273,1,1
2234,10.853232812364276,1,0
8337,8.049019085561772,0,0
8921,4.26937379480171,2,0
8310,8.084925691945571,2,0
3410,3.293721616845133,2,1
4,14.988709529690231,2,0
5646,8.481100646828992,0,0
3729,-0.8860359971663809,1,0
8198,0.5009808083488128,1,0
6532,5.714191111954744,1,0
582,3.6668975011722624,1,1
9645,3.358717257294376,3,1
875,5.552992916484786,2,0
1473,-0.45743371435046365,1,0
4408,-0.17536674347476566,2,0
3651,4.388912453244796,1,1
6778,7.240214167920051,1,1
9918,7.101292331591692,1,0
7474,2.5913995184836947,0,1
6633,3.957765848695378,1,1
8110,-1.349056514087882,1,1
1693,-0.7043607342972109,1,0
9830,3.472209912914264,2,0
5614,4.8047501798632055,1,0
8698,6.869076278603329,3,0
3310,10.509105714898702,2,1
812,8.34740724044092,1,1
1264,10.001210591106938,2,0
6172,0.9989129120621048,1,1
892,5.370869457801752,0,0
6080,-1.54621947358362,3,1
1726,12.161019864497936,2,0
5759,15.693464263722724,2,0
7988,0.44704610816172474,2,0
9791,8.212356534625384,3,0
3443,5.266336386315357,2,0
5316,11.719018004540747,3,1
8942,5.563395068385681,3,1
2401,4.1572255265779035,1,1
5336,2.1669278039913813,0,0
5155,8.059809802108626,1,1
8101,3.6791800958376593,2,1
1695,2.218630353383115,3,0
6439,6.448119348762943,3,1
4503,10.345381706519312,2,0
5371,5.107967720829211,1,0
8124,1.8614833519703984,3,1
852,-1.1269357817182089,2,0
5843,-0.2136444090405898,0,1
9352,4.379778264001054,0,1
3130,1.564964435473724,2,1
4226,6.991319260286034,1,1
2875,7.578457334311027,3,0
2962,0.9848999190847175,1,1
1929,7.203522880050606,2,0
8174,7.615209686310755,0,1
2719,13.065309906324245,1,0
7492,10.640858754902574,1,1
5122,8.380174498040278,1,0
7032,10.263054113994404,1,1
8345,3.824733017431993,1,0
5784,8.968823274125924,1,1
5478,12.237272405970838,0,1
8817,20.66629099349649,1,1
8342,1.7961479928645545,1,0
5954,2.0248250945340303,2,0
7876,5.187280339495001,1,1
6436,2.2083201158753036,1,1
1788,4.837458584224601,2,0
9251,3.682472886546364,1,0
7724,2.4478725246373014,2,0
6391,13.63153732768242,2,1
854,4.428685255639514,2,1
6498,1.7154090020652513,0,1
3721,-1.0267130904255835,1,0
6879,6.3522068702352765,0,0
971,5.5892138847493875,1,0
9758,0.737793998195039,1,1
2628,4.953779990005227,1,0
6273,3.6835813726502242,1,1
5368,9.429444027737315,0,1
6148,15.765805317701957,2,0
7730,5.023237522981712,1,0
6120,5.638416830397693,2,0
9734,2.0784812813540294,2,0
6540,9.54335407337353,0,0
2094,4.669458660776863,1,0
44,6.17974677245468,2,1
9591,6.796970587445542,3,1
3272,13.446619221277736,2,0
4417,3.251150176661853,3,0
3663,9.544733430014624,2,0
2966,4.220425338719153,3,0
1544,0.6329107840663268,1,1
4813,8.40599675132728,2,1
6122,0.8325868379378834,3,0
4914,6.326543206147251,2,0
494,4.404186441389595,1,0
9966,12.39363511637963,2,0
9181,0.8499625869739651,1,1
6793,2.9172073610348637,1,1
668,2.5907682445866937,3,0
145,5.786212442913784,2,1
2005,8.89856994053782,1,0
5410,6.451317609833911,1,0
4275,7.057848877551428,1,1
9793,0.7713508615623028,1,1
1133,7.790614699776512,1,1
7157,12.305429091609836,1,0
531,16.73329835733247,1,1
3423,1.281534366478669,0,1
4218,5.0969578081439675,1,1
5076,11.054005941150754,1,0
555,0.7593203576766836,1,1
4402,10.531594365919219,2,0
4573,3.048232588703627,3,1
795,2.046926056157279,2,1
3055,2.296699200861741,1,1
8919,9.150966578773929,1,0
1593,0.3303153206719036,1,0
3143,2.374926857605005,2,1
6985,7.672975199391495,2,0
9074,9.961033979223782,2,0
9121,2.7208079432773045,2,1
3343,5.583246234200164,2,1
7682,2.274607346030575,1,0
8046,3.8300704292160432,2,0
6992,8.115431034386653,2,1
8436,4.202716355772004,1,0
5200,-0.745635596334489,2,1
2495,-0.7504368799177095,3,0
2761,8.133220200491023,2,1
5957,4.313955737292439,2,1
7817,7.995763505877248,2,1
3993,6.6464338954314695,1,0
856,-0.28834868648424106,1,1
8248,12.960983928850048,2,1
9129,2.36996808140916,1,1
4884,2.227258330157971,1,1
1423,-1.0839246259672084,2,1
140,3.0289767975456665,1,0
5571,4.398526469469839,2,1
1612,0.1312763885574295,1,0
7122,1.1816890761399577,2,1
2430,9.393511965747335,2,1
9122,16.995681268482368,1,0
6564,10.542881500744283,3,0
9187,10.432055228374706,2,0
8107,-1.2473468278056403,1,1
8390,4.023909544887539,1,1
5367,3.8371926323549284,2,0
7574,6.376400222589722,2,0
302,6.767584543431627,0,0
6525,0.5986767226317466,2,1
7066,7.7598739873412335,3,1
8512,10.328598374368058,2,0
6551,7.308686929754223,3,1
1390,9.020919729095148,0,0
1760,6.648393994958095,1,0
3707,13.19059958834158,2,0
7529,9.849839842054422,2,0
1163,10.868326867017423,0,0
8262,-0.6344664630098829,2,1
6015,1.2218914996232328,1,1
1132,6.888655307846676,2,0
6859,5.248583922937268,2,1
1248,7.697670372490811,0,0
171,3.1695862614881958,1,1
778,0.3509520993431199,2,0
2304,4.554087451292924,2,1
7803,-0.017346937133483897,2,0
6189,1.5664726564136788,1,1
8899,9.292773082824697,2,0
12,14.276335318887359,2,0
2493,1.9891031843596254,2,0
31,2.1425720102891948,0,1
2899,6.965561609438417,2,0
2379,8.926963032821487,2,0
3266,6.2752107535436945,3,0
6964,4.3825194778437835,1,0
1243,0.06105288431150377,1,1
6334,4.8808683201966065,1,1
6077,4.656029023890041,1,1
5038,5.114381064688241,1,1
9803,5.2846098774049715,1,1
4711,7.519543607285176,2,1
8584,3.859228978786908,1,1
345,-0.5496004287710394,2,0
5946,2.7145355788653576,0,0
8210,11.391700849654562,3,1
1062,7.107646975216121,2,0
7588,4.117331015181421,1,1
6240,8.70432162493345,2,0
5215,9.316560020395839,3,0
8860,3.5257182740250173,2,1
2185,5.030863183182925,1,0
6421,9.254727110975546,2,0
6776,5.912644221351427,1,1
915,11.406815583116922,0,0
2135,5.249241978888866,3,0
4331,15.628724805090641,2,1
6137,3.2329843912903224,1,1
6363,3.885272482254561,2,0
9928,10.82879793039847,0,0
136,13.843308779101596,1,0
6156,1.3879949556198936,2,1
772,1.8283296594733853,0,1
5504,1.0745994656507396,1,0
9084,6.526555059381758,2,0
8281,1.1808307363007646,1,1
7685,13.212591897171494,3,1
9411,4.235867865982741,1,1
1031,2.1961306652936115,3,0
8728,6.045783476553743,2,0
1283,2.9922733784621647,1,0
951,-0.42884364308156764,1,1
6869,7.818713450514911,2,0
3347,4.69221145615972,1,1
4235,7.7915433960715745,2,0
7786,10.664244429404032,1,0
919,7.3876167530799615,2,0
5331,8.497486481376093,2,0
9041,3.532721548802276,2,1
6896,3.815008657987544,3,0
2193,10.415987875016185,2,0
4639,4.724636757422548,3,0
6990,2.5158015560926503,0,1
6714,7.00861459244715,0,1
9807,6.762880519480577,3,0
9643,12.575459086585546,1,1
5212,5.781810483107451,1,0
6630,3.5801957877416095,2,0
5673,6.530491075473915,2,0
5705,0.9828025760546151,1,1
1606,2.4085352704347223,1,1
9305,0.8190809511559518,1,1
4188,2.8027100801099247,1,0
2860,0.8496115224817067,1,0
5168,3.9534961799279125,2,0
21,0.8504936297607782,0,1
444,7.9030473375462735,1,1
5233,5.0331538111820295,1,0
6752,-0.9502033368695713,3,1
2522,3.979981989355606,2,0
878,2.3641341352737104,3,1
1072,2.7553644795311727,1,1
196,6.614848120679036,1,1
7602,0.22051243950829025,2,1
6878,7.6703317517610845,2,0
410,1.9551318880190744,2,1
318,6.740732126266741,1,0
6280,11.160135157956429,1,1
5311,7.822868105491678,1,0
3891,5.670191239406882,1,1
5583,1.964392730006245,2,1
4169,1.2063401431918859,1,0
8807,5.075505847678566,1,0
6576,2.034204851357325,2,0
3933,1.1294068123744476,0,0
1660,2.845896227119173,1,1
7959,7.490154781155768,2,0
5769,1.9812231481469547,3,1
1614,4.828936846558456,2,1
2082,3.75944345511028,1,0
3733,1.5046865693662614,1,1
7580,7.664344574057659,1,1
5455,9.084707649808513,2,0
4084,9.682919918948242,1,1
3307,5.652336159948586,0,0
8019,1.2033921830691816,0,0
6983,1.6300142573914551,0,1
4810,5.130793998772107,3,1
1522,13.337326810952014,1,1
2164,7.237692724180606,3,1
9394,2.222656831598046,1,0
3845,4.339831039806642,2,0
5178,1.1134139560701835,1,1
4527,2.4851114065338082,2,0
3401,2.1414727364460853,2,0
1960,3.55051740119583,2,1
2877,14.316087398315535,2,0
2768,13.343452166643416,2,0
5795,2.9608798859552405,1,1
8754,2.164455709146415,2,0
1540,5.133646049932429,2,1
9549,0.7041883499606745,1,1
2622,2.1080139946977603,1,1
356,2.8319929193596303,1,1
9245,8.871431230661857,2,1
4917,2.965433989049765,1,0
1115,1.6458129205337084,2,1
3322,8.764423195130377,1,0
5782,1.178249420091373,1,1
968,11.293969366588993,3,0
1678,5.534994001602178,3,1
7684,1.6283215699574618,0,0
6530,-0.5455301770926768,2,1
6982,13.431479556694834,1,1
5328,6.547290171013462,2,1
1112,13.361120095940265,2,0
6207,1.9076442234331283,2,1
5835,4.620872958307165,1,0
7646,4.263098684367874,2,0
2581,10.399040189061013,2,1
8920,5.56287071372857,0,0
418,7.092252684649477,1,1
7560,9.043838172387307,1,0
8498,9.458905207367986,3,1
1313,4.999574322503477,2,1
5294,9.657185999583998,1,0
8895,8.87349263074887,1,1
7917,5.478364559004008,1,1
4251,-0.9583091624722462,1,1
5597,5.975947853418512,1,0
8791,4.205061738038348,3,0
9278,8.405639614648603,3,1
8923,4.117899927782495,2,0
484,5.474419652414767,2,1
77,2.9199121209034953,2,0
3546,5.9761095537057525,1,1
4676,2.625555879388092,0,0
6197,0.031908438749019385,2,0
7253,5.47416305854894,2,1
6229,4.223942869715198,2,1
8348,5.184549968473285,2,1
8956,10.286994546546415,2,0
9794,2.90723991668238,2,1
7813,8.230829112910202,2,1
7268,3.2312351957106724,0,1
1655,3.7560448598676937,3,1
4605,1.006637376126044,2,1
4611,3.573722358588247,2,1
5342,4.90866152817895,3,0
1397,3.6314167015420358,1,0
373,14.845776092312779,3,1
2368,7.421988920083917,2,0
3880,5.306857816548307,2,0
1327,4.4752314465050755,1,0
7018,3.7056298461274584,3,0
967,-1.0421821877868678,2,1
7291,-1.0401832950264103,2,1
9363,0.3459968373664568,0,1
5045,2.241056337120771,0,1
7170,6.2725351196047425,2,0
5644,4.76120061955029,2,0
8965,2.074296080697303,2,1
502,7.0545526814956885,2,0
8388,11.614401039757622,1,1
3758,13.066432953140822,2,0
3187,4.106463113001755,2,1
8372,6.0710503361187715,1,1
6861,1.2298481058652546,1,1
4205,14.141743684122558,2,1
6043,4.482109421536747,3,0
2220,2.549903896303045,2,0
4208,9.998073329749005,1,0
6468,6.305728519854009,2,0
7015,7.841359045201865,2,0
4669,1.2617610044011682,3,1
4578,13.27098726310507,2,0
8541,13.623284500569781,3,0
7883,3.4857853205020732,2,1
8680,15.394066371963175,2,1
9388,5.538513823490612,2,0
1364,3.559826591365108,1,1
889,0.7603648817488118,1,1
1864,2.938054031838957,1,1
1742,2.331622684205401,1,0
8893,5.963531735897632,2,0
4145,-1.0906555548765877,1,1
6602,3.6658660349664682,2,1
8146,11.64168324593882,1,1
5241,6.308366910712049,1,0
6354,2.205392533714006,3,0
9901,2.1533724823005125,2,1
6567,0.8802354402429056,1,0
4549,2.8849423397847698,3,0
3871,13.385401710587928,2,1
1718,14.155848639377565,3,0
465,6.5458814592488785,3,1
414,8.140910486884735,0,0
5918,10.544794777985839,2,1
9818,6.016195155891657,1,0
9436,7.099819548083716,2,1
2024,4.733024245192195,2,0
1652,5.34017940432076,3,1
9260,8.433421440724626,2,0
5447,9.991636770083465,2,1
4099,3.2781766806861774,1,1
6599,11.961915157680863,2,1
4873,1.1504117734643085,1,1
1210,4.881478108932712,2,1
4164,5.096042584208133,2,0
5310,2.348999571550962,2,0
5280,7.682051170671396,2,1
8300,8.188227710887094,2,1
4063,1.694489292774919,1,1
2560,1.4311272759763405,2,1
6142,9.328259630248894,2,1
2458,8.528380330649496,0,1
348,6.726348197005063,3,0
8824,6.040818635815523,1,1
3676,5.602073607885854,1,0
3084,0.51533031155484,2,1
8204,12.54107042218316,1,1
8562,1.3527335207607882,0,0
3201,-0.05862192411579825,2,1
760,0.9560639982037862,2,0
8057,5.469717287171238,2,0
5020,9.210111888254476,1,1
5291,7.573594686656279,2,0
4651,0.30384836464054654,2,0
9958,0.23022977161881109,2,0
8724,8.958938896483001,2,1
7870,5.864609183581833,1,1
5163,3.8286095258475616,1,1
9487,8.08194959870549,1,1
7906,-2.613532943526841,1,0
1297,7.047595830140704,1,0
5005,2.7683618849637854,3,1
