,Y
3358,1
1138,0
274,1
3310,0
4315,1
5742,0
889,0
2517,0
1412,0
1850,0
5655,1
1836,1
5752,0
3184,1
5366,0
3517,0
3191,0
857,0
3147,0
6373,1
3947,1
3500,1
4854,0
4602,0
3086,0
4931,0
1339,0
3694,0
5074,0
844,0
1715,1
2124,0
2075,1
464,0
4444,1
1110,1
4502,0
3830,1
1266,1
739,1
510,0
2108,0
1464,0
5556,1
3621,1
1444,1
1757,0
800,0
88,1
874,0
1071,0
1201,1
5825,1
5554,1
3401,0
4574,1
3051,0
3851,1
5132,0
3806,0
3021,0
3057,1
5927,0
6170,0
1795,0
5263,0
2064,0
5820,0
3985,0
2719,0
5474,1
1630,1
6215,1
3601,0
1954,0
4112,1
3456,1
5508,1
429,0
19,0
1713,1
4765,0
5214,1
4136,1
1504,0
5805,0
860,0
1389,1
2225,1
3224,1
1620,0
5501,0
988,0
60,0
255,0
2896,1
5563,1
4973,0
4841,1
3876,1
2588,1
5668,0
3350,1
1014,0
2166,0
676,0
4173,0
3347,1
2476,0
2563,1
1988,1
1080,0
5991,1
4744,1
5353,1
5551,0
4849,1
6230,1
1800,0
4511,0
2753,1
4773,1
1656,1
1989,0
283,0
4638,0
3470,0
1160,0
590,1
2187,1
1349,1
5748,0
2274,0
4036,1
1272,0
3398,1
406,1
3438,0
2017,1
5295,1
6360,0
2723,0
3377,1
1495,1
1420,1
3997,1
4695,0
424,1
2456,0
4189,1
850,1
2485,0
2021,1
4387,0
5034,0
1737,1
1061,1
4950,0
5483,0
2072,1
651,1
1601,0
6224,1
318,0
3511,1
6205,1
3839,0
1832,1
3920,0
1809,1
5202,0
4774,0
2067,1
6404,0
4979,0
354,0
733,1
5600,0
3584,1
6158,0
703,1
3795,0
4811,0
1402,0
2677,1
3092,0
4228,0
2410,0
4093,1
3145,1
5592,0
6240,1
4440,1
5175,0
1114,0
4369,0
5147,0
1106,0
2893,1
2705,0
1451,0
3022,1
5304,0
1474,0
1948,1
2043,0
3704,0
5587,0
4297,0
1518,1
4347,1
4350,1
2624,1
2454,1
6163,1
1681,1
2600,0
271,0
3565,1
910,0
3473,0
1547,0
3705,0
2513,0
5899,0
4073,0
3316,0
1805,0
4889,0
6347,0
4584,0
1540,1
4080,0
574,1
6223,1
311,1
4163,0
5349,1
5803,1
1808,1
2223,0
4411,0
2821,1
1482,0
367,0
3236,0
2987,1
6171,0
985,0
2448,1
376,0
3712,0
2381,0
2194,1
1131,1
827,0
1032,0
8,1
3738,1
5921,0
4757,0
1181,0
4900,1
3648,1
3573,0
2256,1
5632,1
4969,0
3228,1
3472,0
2312,1
5638,0
1359,0
4261,1
5141,1
3880,0
3650,1
2002,1
6307,0
1118,0
1826,1
4966,0
1894,0
4938,1
805,0
5674,0
657,0
116,1
1523,1
2875,0
1967,1
3547,0
4749,1
1233,0
6058,1
1889,0
5577,0
3018,0
4042,0
6142,0
2117,1
2211,1
1856,0
158,1
2146,1
4587,0
5069,1
6361,0
5832,1
752,0
219,0
5532,0
3610,0
4290,0
4448,0
4989,0
2444,0
5999,1
876,0
5468,1
2289,1
504,0
5561,0
2564,1
4064,0
2347,0
384,0
3657,0
4745,0
2880,0
782,0
4300,0
2945,0
163,1
4314,1
3649,0
3121,1
2580,1
3889,0
2617,1
2176,0
1585,0
6165,1
4927,0
2023,1
6027,0
1021,0
6464,1
769,0
2844,1
1679,0
1342,0
3190,1
335,0
3206,1
107,1
5620,0
230,0
2420,0
4131,1
1598,0
3604,1
969,1
2107,1
151,0
2317,0
6154,0
1364,1
2972,1
2496,0
113,0
1999,0
3779,0
1939,1
1393,0
5460,1
5906,1
1549,0
4176,0
2474,0
344,1
5142,1
2647,0
5591,0
2781,1
131,1
4758,1
5552,0
2693,0
2783,0
4029,0
3136,1
4119,1
6181,0
6106,1
2626,0
3329,0
1710,0
3891,0
2768,0
418,0
454,1
2720,0
4105,1
852,0
3030,0
4249,0
5524,1
2767,1
989,0
3597,1
2546,1
479,0
1958,1
4534,0
2137,1
4431,0
364,0
3080,0
1931,0
5970,1
1453,0
905,0
1008,0
2099,0
565,0
4684,0
5255,1
4821,1
1739,0
3823,1
765,0
5357,0
5102,1
564,1
2927,0
4424,0
3737,1
2016,0
6278,0
1312,1
5765,1
2843,0
3652,1
4768,0
5286,0
455,0
1133,1
4855,0
5702,1
3780,0
2220,0
6265,1
1915,0
5253,1
2793,0
1360,1
2297,1
3142,1
683,1
1403,0
127,0
3363,1
773,0
1224,1
2080,1
477,0
2458,0
5565,0
2281,0
2292,0
2883,0
1434,0
1853,0
2662,0
1274,1
4972,1
6235,1
259,0
277,1
2593,0
4403,0
6072,0
2651,1
487,0
3592,0
6333,1
3067,1
3458,1
4345,0
3210,1
3913,1
1136,0
3709,1
4359,1
4083,1
380,0
1102,1
2840,0
1172,1
4149,1
710,1
4532,0
5080,1
3222,1
2822,0
597,1
6238,0
5993,0
4674,1
5173,0
1029,0
6446,1
4585,1
3295,0
1275,0
562,1
4023,0
659,1
3735,0
6416,1
4586,1
4360,0
941,0
3748,1
2855,1
4086,0
5436,0
802,0
2301,1
5442,1
6441,0
4422,0
1070,0
4324,0
2509,1
772,0
3035,1
467,1
3028,1
1977,0
2152,1
1385,0
619,1
1115,0
4578,0
3153,0
3875,0
663,0
5396,0
3399,0
1517,1
1875,1
5749,0
5568,0
4884,1
5837,0
6025,0
3345,0
2836,0
4076,0
4838,1
2889,1
5594,0
1390,0
639,1
6202,1
2586,0
1103,1
2115,0
3508,1
5422,0
2490,0
4771,0
591,1
4634,1
5845,0
784,0
4862,0
2235,0
2440,0
1746,1
3770,0
5025,0
838,0
4575,0
5608,1
2639,1
165,0
1986,0
5784,0
1638,0
5925,0
4272,0
4426,1
4349,1
1311,0
2345,0
3149,0
2243,1
5941,0
5395,1
2479,0
1932,1
5081,0
1036,1
2068,1
4442,1
4617,1
483,1
3598,1
3616,0
849,1
5229,0
1599,0
3172,0
5232,1
4085,0
3743,0
1652,1
902,0
5763,1
4322,0
4636,1
5647,0
4155,0
234,1
1243,0
3218,1
6249,1
3336,1
1767,1
6073,1
3294,0
936,1
5733,1
1536,0
445,0
3237,0
2591,0
4479,1
1606,1
2589,0
2541,0
6310,0
5773,0
6028,1
1104,1
1813,1
2036,1
3451,1
121,1
5096,1
4177,1
5107,0
6096,0
1179,1
634,1
1297,0
251,1
2415,1
977,0
716,1
542,1
5816,0
5507,0
4996,0
4464,1
4100,0
4231,1
3955,0
5944,0
5296,0
2082,1
4355,1
5287,1
6195,1
3749,1
5334,0
1218,0
3873,1
5417,0
3093,1
1477,1
3693,1
2486,0
64,1
343,0
1873,1
2854,1
46,0
4301,0
3081,0
862,0
474,1
3427,0
5599,1
3431,0
2859,0
526,0
4609,0
1186,0
5183,0
83,0
3636,1
901,0
50,0
2654,1
1754,0
1830,0
3942,0
4801,1
594,1
2400,1
5934,0
6043,1
476,1
6122,0
453,1
2707,1
5479,0
3141,1
117,0
1582,0
6300,1
2811,0
5273,1
6344,0
6003,0
6454,0
3661,0
2695,0
4791,1
1260,0
4400,0
3152,0
3543,0
2238,0
1320,0
3519,1
4904,0
1432,1
2640,1
2894,0
5936,0
1608,0
5904,0
3411,1
385,0
5139,0
1820,1
1060,0
4908,0
962,1
2738,0
5545,1
5491,0
4537,1
5891,0
1861,1
2282,1
3496,0
2346,0
2562,1
1273,1
4763,1
1098,1
253,0
2747,1
811,0
1879,1
4733,0
5729,1
2453,0
3045,1
2711,1
4573,0
5704,0
818,0
3223,0
5267,1
6439,0
4962,1
4994,0
154,0
3575,0
6423,1
717,1
763,0
1868,0
300,0
2648,1
3739,0
3840,1
5881,1
1764,0
2731,0
6103,0
840,1
4798,1
4504,0
3615,0
5303,1
1706,0
1717,1
3952,0
515,1
825,1
320,1
5572,0
2990,0
4704,1
914,0
3439,0
2422,0
6282,1
6250,0
4799,0
2302,0
1629,0
1093,0
2849,1
3979,1
5153,0
2846,1
5988,1
6275,0
141,1
4439,1
5992,1
3833,0
5196,1
478,0
2269,1
3625,0
10,0
337,1
5079,1
2054,0
5355,0
304,0
3362,0
3000,0
482,1
3713,1
5715,0
2285,0
96,0
6098,1
417,0
3755,0
5465,0
3886,0
1941,0
5854,0
5235,0
4225,0
5838,0
6386,1
3020,1
3896,1
6153,1
5095,0
923,1
4157,1
42,0
686,0
1701,1
6319,1
1514,0
2776,1
2027,1
4780,0
5085,1
5367,1
6449,0
1142,1
313,1
753,0
3783,1
5610,0
1249,0
4102,0
745,1
395,1
986,0
5464,1
4396,0
4619,1
3394,0
6405,1
5776,1
5517,0
2025,0
5360,1
4635,1
4227,0
1379,1
3861,0
2160,1
5344,1
4991,1
2147,1
6232,1
5019,0
5440,1
1840,0
349,1
1497,1
27,0
1645,0
3459,0
2323,1
1960,0
1245,0
3742,0
3673,0
4242,1
65,0
1505,0
2577,1
1752,1
1647,0
3078,1
1346,1
2468,1
4456,1
3455,1
1543,1
1623,0
2224,0
609,1
2186,1
5452,0
1006,0
5310,0
685,1
1994,1
1325,0
3923,1
2625,1
1882,1
2970,1
6419,1
2190,1
1097,0
5236,0
3464,0
341,1
5870,1
1026,0
3204,1
3523,1
5683,0
3992,0
4761,0
4019,1
6276,1
1256,0
1242,0
1643,0
4627,1
6101,0
2344,0
3658,0
5380,1
1040,1
6426,1
3640,0
3031,1
2641,1
5399,1
740,0
4877,1
3380,1
312,1
3003,0
5060,1
5072,1
4207,0
830,0
1947,1
4061,1
3655,1
2825,0
3082,0
3552,0
5035,1
2527,1
5848,0
3283,1
6176,0
5217,1
2874,0
4727,1
4529,0
1458,1
1726,1
1067,0
2063,1
1253,0
4579,1
5002,0
414,1
6453,0
2417,0
369,1
2521,1
1,1
2794,1
266,1
3194,0
2745,0
2635,1
1834,0
2594,0
4284,1
4699,0
4580,0
2324,0
6019,1
1843,1
1847,0
2862,1
1377,0
5164,1
1904,1
4810,1
4527,1
1578,1
3798,1
6381,1
1975,1
2643,0
4011,1
6260,0
5159,0
5973,0
1356,1
1408,0
3996,0
1488,1
595,0
3376,0
84,0
387,0
5945,0
1650,0
5529,1
6010,0
2267,1
1970,0
4376,0
5064,0
3033,0
226,0
3263,0
4134,0
3188,0
2552,0
4430,1
2360,0
3266,0
3828,1
5609,0
6155,0
5282,1
2329,0
5050,0
924,0
5066,1
5192,0
3778,1
5863,0
4361,0
3700,0
6280,1
2861,1
6032,0
4767,1
2692,1
4980,0
4615,1
1753,1
2873,1
3065,1
1463,0
2083,0
1925,1
4693,0
5659,0
1225,1
4759,1
3874,0
2355,0
1168,0
4334,1
2954,1
3005,1
1668,1
3402,1
5564,1
1155,1
1405,0
5061,1
2351,1
1336,0
4365,0
1633,0
279,0
2744,0
2903,0
5056,0
4520,1
4554,0
944,1
6422,1
1447,1
1023,0
2930,0
4239,0
331,1
1937,0
6085,1
3192,1
30,0
415,0
992,0
3607,0
1481,1
273,0
1287,1
1368,1
3166,1
5383,1
1431,0
5860,0
5933,0
5239,0
5562,0
787,1
3908,1
736,0
5682,0
2665,1
5846,0
1446,1
381,0
1286,1
2003,0
942,1
2377,1
1613,0
3551,1
3486,0
3271,0
2039,0
795,0
3662,1
720,0
1705,0
894,0
6334,0
2462,0
72,1
1670,1
2290,1
991,1
1789,1
4412,0
3716,1
1591,1
4269,0
6069,0
843,0
6182,0
1659,0
5451,0
1433,0
213,0
2109,1
11,0
4657,1
6140,0
1251,0
4598,1
3917,1
6259,0
5972,0
2316,1
2559,1
4032,0
1984,1
386,1
3687,0
2765,1
2203,1
214,0
4062,1
1428,0
506,1
2512,0
1654,0
2113,1
5753,0
3767,0
4612,0
6340,0
2741,0
1340,0
1570,0
4875,0
2086,0
6328,0
5088,0
2006,1
1353,0
4953,0
3083,1
6125,0
1344,0
2981,0
5199,1
4480,0
5537,0
4846,0
1381,0
1596,0
3109,1
1683,0
6401,0
3968,1
2708,0
5031,1
2294,0
5578,0
674,1
3012,0
2473,1
3577,1
4500,1
593,0
954,0
1976,0
2866,0
5373,1
807,0
1973,0
6313,1
1837,0
3675,0
5471,1
4107,0
1184,1
5643,1
4955,0
5746,1
5550,1
2133,0
6379,0
1101,0
4793,0
4321,0
707,1
79,0
6346,0
1574,0
4257,1
2184,1
525,0
6430,0
1765,1
2492,1
6447,0
2038,1
2863,0
5653,0
3695,0
3668,1
3370,0
3068,1
858,0
6064,0
3692,0
3827,1
4788,0
3725,0
4948,0
3637,1
5751,1
3506,0
5247,1
1354,0
5932,0
492,1
5596,0
3253,1
5865,0
1955,1
1718,1
4917,0
4188,1
4477,1
428,0
668,1
215,0
2205,0
264,1
4726,1
790,1
6418,0
4685,0
4336,1
286,0
1573,0
5030,0
3392,1
2180,1
3934,1
2922,0
6428,0
4760,0
5075,0
5512,1
1672,0
2569,1
2632,1
1171,0
2259,0
3349,0
1785,1
4871,0
4696,1
5327,0
3932,1
1395,1
2421,0
4732,1
1695,1
555,0
4069,0
4506,0
2120,1
1512,0
5503,0
1362,1
4335,1
5111,0
431,0
5271,0
236,0
1627,1
3144,0
4338,0
4051,1
6175,0
5601,0
4742,0
2254,0
5867,0
1969,1
31,1
293,1
1009,1
2967,0
3293,0
3902,0
1090,1
3252,1
4417,1
1501,1
5514,0
632,1
3497,1
1619,1
1839,1
97,0
2482,0
6139,0
371,0
3403,0
2908,0
3105,0
1622,1
2437,1
5511,0
5542,0
6359,0
4522,0
1548,1
1042,1
3919,0
5425,1
3014,0
2074,0
4531,0
2926,0
6417,0
1315,0
6156,0
4313,0
904,0
5892,1
1337,1
1846,0
3482,1
3984,0
3837,1
1452,0
4857,1
3768,0
2839,1
268,0
6066,1
3689,1
4022,1
4816,0
1373,1
3282,0
3216,0
1653,1
4214,1
2464,1
2505,1
2173,0
1833,0
4087,0
5942,1
4385,1
1877,1
1691,0
2792,1
2770,0
5989,1
2070,1
5198,0
1146,1
2890,0
5518,0
3935,0
6164,0
4766,0
6395,0
3576,0
4747,1
1475,1
816,0
699,1
5949,1
3071,0
1215,1
2764,1
6046,1
1292,0
4654,0
1641,1
3881,0
2910,0
3219,0
4311,0
5976,1
3468,0
572,1
4294,0
2891,0
1367,0
837,0
4724,0
3590,0
2135,0
5341,1
743,0
6210,1
1625,0
5143,0
5312,0
2122,0
4120,1
5964,0
2999,0
3280,0
3503,0
2715,0
891,1
1781,0
1858,0
5108,0
4278,1
540,1
4075,1
3378,0
2688,0
3618,0
1380,0
652,1
4960,0
5885,1
5762,0
3589,1
6062,1
177,0
290,0
2949,1
2942,1
2088,0
5607,0
5924,1
6012,0
4517,1
5828,0
1050,0
3450,0
2912,0
5300,0
559,1
4296,1
45,0
1563,0
3808,0
5496,0
4919,0
5260,1
2551,1
4377,0
3292,1
579,1
912,1
2040,1
511,0
4478,0
172,1
1079,0
4205,0
5975,1
3461,0
842,0
2276,0
836,0
2678,1
3075,1
1852,1
2380,0
5187,0
2901,0
897,1
4650,0
1665,1
3671,0
2339,0
1651,1
6253,1
5497,1
5210,1
1615,1
4762,0
4949,0
2913,0
3058,0
471,0
5424,1
3290,0
5619,0
3212,1
6024,0
3688,1
2613,1
502,0
2407,1
2674,0
2507,1
4551,1
3419,1
1465,1
2976,0
3036,0
3174,0
6389,0
1437,0
6458,0
670,0
5269,1
5109,1
321,1
2933,1
4154,1
2291,1
3072,0
3756,1
1987,1
413,0
3538,1
4153,0
410,1
5459,1
5188,1
3286,1
5920,0
5350,1
427,0
5623,1
798,1
5243,1
2740,0
4926,1
2265,1
3632,1
2897,1
6013,0
2531,0
1112,0
5090,1
6049,0
1685,1
5894,0
698,0
6207,1
4063,0
5032,1
576,1
3160,1
4741,0
5809,1
498,0
1017,0
2504,0
3676,0
3101,0
6459,1
1404,0
6448,1
781,1
629,1
855,0
1981,0
5279,1
1378,0
5342,1
4045,0
2566,1
5003,0
1063,0
3322,0
4651,0
202,1
4976,1
665,0
1982,0
1291,1
3272,1
2520,1
1991,0
6317,1
269,0
4035,0
1684,0
4702,1
3151,0
0,1
1282,1
5745,1
5790,1
356,1
6390,1
6358,0
2502,0
965,0
254,0
4752,0
1887,1
5105,0
1579,0
4096,1
5156,0
2060,1
1478,1
569,0
1913,0
2681,0
589,0
5166,1
6356,0
1130,0
416,0
3862,1
1865,1
5958,0
4292,0
3630,0
5928,1
4395,0
706,1
6285,1
864,0
1936,0
727,0
5087,0
4941,0
4717,1
4557,0
3133,0
6343,0
3834,1
4802,0
229,0
4033,1
1425,1
5015,1
2646,0
2181,1
5363,0
6128,0
5318,0
1799,1
1880,0
3927,1
187,1
4071,0
3505,0
2306,0
2097,0
3914,1
2241,0
5006,0
4455,1
4876,0
6348,0
4956,0
2309,0
447,0
3487,0
2909,1
6161,0
119,1
5410,0
2694,0
4546,0
808,0
2599,0
1096,1
3734,0
6364,0
1692,0
5049,1
2044,0
1842,0
2986,1
2484,1
241,0
599,1
530,1
1687,1
2029,0
5540,0
1439,1
6362,1
4143,1
1479,0
5163,1
4543,0
1621,1
1075,0
824,0
6111,0
5935,0
4114,1
3099,1
3097,0
6190,0
2277,1
1338,1
5449,0
5755,1
5726,0
3301,1
3181,0
3752,0
4382,0
3241,0
2132,0
5291,1
3215,0
2977,0
4719,0
3936,0
2506,1
3910,0
645,1
6407,0
6298,1
3421,1
1357,1
848,1
5698,0
99,0
2904,0
3465,1
2204,1
2418,0
9,0
3819,0
1677,1
5969,1
1758,1
4524,0
1995,0
4140,1
5212,0
1321,0
3982,1
1382,0
2547,1
2304,1
585,0
167,0
3983,0
1750,1
5048,0
1438,1
854,0
5151,0
1388,1
305,1
106,0
1526,1
4560,1
5332,0
207,1
232,0
1778,1
5381,1
3024,0
4493,0
5106,0
3611,1
534,0
4118,0
2596,1
1462,1
5314,0
2427,0
493,0
2734,0
3247,1
5433,1
2974,0
3049,1
2215,1
2212,0
677,0
3777,0
4839,1
4356,0
38,1
5651,1
2724,0
4441,1
421,0
6030,1
2948,1
2217,0
3317,1
5841,0
466,0
1577,0
4830,1
5741,0
3916,0
3627,1
5481,0
1519,0
2251,1
846,1
617,0
5441,0
885,0
3163,1
6316,0
2037,0
5012,1
403,1
1203,1
600,1
5154,0
4251,0
4906,1
3537,0
692,1
4988,0
78,0
1421,0
4625,1
883,0
5688,0
2937,1
5589,0
5434,0
6149,0
2658,0
2842,1
1933,0
4357,0
3395,1
5368,0
137,0
2920,1
1127,0
3029,0
1682,0
2413,0
3429,1
4928,0
1267,1
1135,0
6288,1
5955,1
3701,0
6185,1
2533,1
6351,0
3541,0
4577,0
1707,0
4483,0
762,0
1326,1
5662,1
458,0
2114,1
5520,1
5612,0
1899,0
1900,1
276,0
2827,1
853,1
4470,1
6100,1
5515,0
4056,0
778,0
3185,1
2130,0
750,0
4608,0
1828,1
1874,0
5931,0
4113,1
959,1
5549,0
6267,0
2340,1
3281,1
6146,0
36,1
5176,1
205,1
58,1
5485,0
4123,1
2069,1
4218,1
1317,1
6211,0
6425,1
4710,1
2371,0
4822,1
4401,0
452,1
3017,1
4391,1
5980,0
888,1
1773,1
1783,0
4402,0
352,0
1963,0
4775,0
5011,1
4436,1
4000,1
449,0
5307,0
744,0
746,0
5640,1
1151,0
5664,0
258,0
1199,1
1370,0
5029,1
3443,0
5008,1
4691,1
815,1
2460,0
3832,0
5120,1
2171,1
3150,1
5781,0
228,0
4859,0
5094,0
2755,0
166,0
189,1
1782,0
2616,0
326,0
301,1
2311,0
5539,0
751,0
3781,1
3480,1
2430,0
648,0
5811,1
829,0
3304,0
1985,1
243,0
473,1
3513,1
1510,1
5604,1
2491,1
3231,0
2053,0
3274,1
5124,1
4561,1
2834,0
2610,1
875,0
2978,0
372,0
2480,0
5161,1
1920,0
281,0
2917,0
227,0
5937,0
4371,1
3026,1
4327,1
780,0
580,1
3356,1
537,0
3250,1
3079,1
1324,1
383,1
6188,0
6266,0
1729,1
37,0
336,0
5737,0
2261,0
4241,1
1845,1
1768,1
4206,0
1046,0
5727,0
5602,0
5489,0
5667,1
738,1
1113,0
3792,1
3515,0
5475,1
5916,0
4094,1
5654,0
3964,0
2824,0
3710,1
2659,0
3899,1
4929,1
2895,0
927,1
1892,1
2207,0
1148,0
3578,1
6277,0
6309,1
3491,0
700,1
2576,1
4703,0
3009,0
5830,0
323,0
4713,1
3440,0
2315,0
4171,0
3306,1
5639,1
2815,0
4985,0
5961,1
1812,0
125,0
2565,1
5713,0
2094,0
899,0
970,0
4010,1
5046,1
1105,1
5089,0
2383,1
2189,0
5007,1
2787,0
2432,1
6367,1
6199,1
2905,0
5798,1
5371,1
2548,1
5636,0
4008,1
3340,0
3969,1
3225,1
1418,0
5319,0
2467,1
5850,1
4161,0
2363,0
3893,1
103,1
2121,1
919,0
1851,1
1235,0
6090,1
3129,1
5680,0
5625,0
5660,1
4903,0
5209,1
5408,0
1952,0
4039,1
2266,1
358,1
5456,0
5821,1
3441,1
4266,0
1618,0
3372,0
2607,1
5960,1
5617,0
5791,1
3714,0
5693,0
3285,1
5775,0
3613,1
1476,1
3108,1
4971,1
2916,0
5078,0
6291,1
404,1
1734,0
4618,0
5585,1
847,0
995,1
5616,0
4498,0
5086,1
5530,1
2172,1
3027,1
6057,0
5038,0
1100,0
1498,1
4815,0
3643,0
2356,1
5004,0
4540,0
4458,1
2321,1
5696,1
5914,0
5191,1
2998,0
5407,0
803,0
1972,1
5435,0
1207,1
3599,1
1602,0
3962,1
3816,1
2608,0
859,1
