,R,Q,A
7677,6.030302127497049,1,0
8774,1.956950439899252,3,1
2398,5.055000313073123,3,1
8016,3.75061726637112,2,0
2818,4.009425504359571,1,0
5306,2.8527379235105683,3,1
9260,9.410811196769334,2,1
8682,7.300767373135356,3,1
944,1.4320743718847084,2,0
867,16.330283434970553,1,0
6805,5.188148126625047,3,1
8924,6.503736323464503,3,1
8464,10.154917330936598,3,0
8399,3.0580570910322886,3,1
7234,3.0541584569650673,2,0
6228,3.4199195193932868,3,1
1700,0.542447329936354,3,0
6517,5.0033918976371305,2,0
9465,14.11237382648001,2,0
6941,4.942416761675218,1,0
2244,3.5117276300338096,2,0
8816,4.292275814985719,2,1
3004,3.006958698895708,3,1
8414,5.722576322585594,3,1
8071,6.542234740125178,2,0
7881,9.317766979825215,3,1
4440,8.543211520676248,3,0
5721,7.514522220869978,2,0
7456,7.085729263890915,0,0
4459,0.8296300753355879,1,0
6850,15.899099968488088,2,0
1951,9.113627690852915,1,0
5598,10.162089998907353,3,1
6118,4.172461115372654,3,0
8988,4.478894940716463,3,1
8210,7.922030159037485,3,1
4376,3.037848222175323,2,0
9048,3.671145067784292,1,0
33,7.762856870123621,2,1
6271,7.641394424058831,3,1
6383,3.4251972999499287,3,1
9358,6.030932266568478,2,1
5939,6.279088660511986,3,1
41,12.306787371621631,3,0
5141,7.2177718559989845,3,1
2267,7.064944680942,3,1
3953,3.889838982559791,2,1
2042,12.57141061355821,1,0
2463,7.330877924182278,3,1
705,4.310258979538282,3,0
4049,11.093512639255545,3,1
5110,1.6268787348740261,1,0
5642,4.309076663452827,2,0
5451,4.070261022881793,3,1
8510,6.124884298819913,2,0
5470,5.69007333116825,3,1
7627,3.1593105067097746,0,0
2750,7.703480547348537,1,0
2547,8.153045834999098,3,0
7373,5.5527383897824505,3,1
2628,3.441496406357321,2,0
4349,2.693702348302467,2,1
2478,8.354479187964426,3,1
4314,9.441475430011085,3,1
2273,1.0346617236126299,1,0
4152,5.570290465907808,3,1
7073,15.853266354851726,1,0
662,1.3499247104774503,3,1
8044,3.8661579566252398,1,0
8235,3.1103736007398615,2,1
8070,4.787774350232784,1,0
4304,4.192916813143431,2,0
6605,0.296206835720358,3,1
4674,3.7111395316717517,1,0
8688,0.8162886094883832,3,1
6701,12.075170525068753,3,0
8367,5.074962518951951,3,1
7699,2.3977034613167474,3,1
5254,3.7779766538883317,3,1
7875,3.5783575600351307,3,1
9206,3.678111211062712,2,0
3192,4.640606346389537,3,1
6056,5.489939082989496,1,0
3497,7.461644328379837,2,0
2380,2.914844355191567,2,0
6340,7.431795566020468,1,0
6545,3.814707001416664,3,1
9457,2.163812555906301,2,0
966,0.43883662187701833,3,1
7327,15.872365168077714,2,0
5797,2.7592848365897393,1,0
4385,8.837016613906519,3,1
565,3.352386971178012,0,0
6163,10.584090593555104,1,0
844,2.6604468326341784,3,1
9194,2.2624430407759646,3,1
9077,5.329586478224637,1,0
3202,3.051333120458069,2,0
5870,8.760931590403068,1,0
3279,6.529933118469872,3,0
7879,8.420007444809,2,0
1325,8.728278921849991,0,0
7143,3.0269679517758945,3,1
5753,4.452161999492753,3,1
1222,1.1455784949297587,1,0
6610,3.81727629709312,1,0
964,14.204026105101008,0,0
5736,4.039408686507121,3,1
2078,17.570887947916848,2,0
3722,1.2084414186642418,0,0
2255,5.173776099243891,2,0
1924,4.753623427756985,3,1
4364,10.152691016970742,2,1
6022,4.8746919849515065,2,0
4043,2.3130381652342837,3,1
3113,5.673627743911668,3,1
7156,0.7835183448223318,3,1
1683,0.6780833699411576,0,0
7074,8.227640202903476,1,0
5382,5.88359544391721,2,0
7870,0.8552843186901654,2,1
6149,2.3188939501455827,3,1
6857,6.422030192216264,1,0
8677,6.6835334925524315,2,0
1534,8.15260582958624,3,1
4951,4.844375844504735,0,0
7778,2.1274502461270206,1,0
8839,0.20928899205102885,2,0
6888,1.8077254040600084,3,1
7278,3.3116789716391843,3,0
5084,6.80236341645981,2,0
7873,2.0831934927459117,3,1
8337,2.2423109306381637,3,0
4520,7.243243554792636,3,1
4444,3.1430296830456808,0,0
6047,8.606685008940744,3,1
2117,9.550512714346466,1,0
4931,5.458112884624187,3,1
2944,2.687563905578546,1,0
1646,4.6622991868442965,2,1
1449,5.170432204892519,2,0
3368,7.218357520518911,0,0
4957,3.2801998010167104,3,1
6040,4.526808436929096,2,0
4989,8.687822252516103,3,0
7207,6.213452334308438,3,1
7167,8.886114890038659,1,0
4006,0.5058030969101182,2,0
4142,7.521911259443865,2,0
1241,7.200537481936017,1,0
3915,3.708297647840072,2,0
104,2.3607601631337958,3,1
5919,8.566324456159194,2,1
8509,2.2708347156693236,3,1
5381,4.759863409682231,2,0
5751,6.612969297213975,1,0
5332,7.001523590757759,3,0
2928,1.2228842826479165,3,1
6916,5.2707441674280044,3,1
65,0.6423152457180019,2,0
13,4.1755565548774385,3,1
4273,1.1213702576166278,3,1
3331,8.181630266286385,3,1
6890,3.2151470399614737,3,1
2036,2.2837405719691826,3,1
279,7.512661157928138,1,0
8290,7.854412323624341,3,1
8636,3.552923649317112,3,0
1727,2.3501016870628906,2,1
9277,3.7475167244822494,1,0
3453,4.915825999914924,3,1
629,0.9513399524517884,2,1
7930,7.104557964889927,2,0
6612,1.4987910081723805,2,0
4981,1.664183258444799,2,1
7502,7.571713754147592,3,1
7101,7.007505519101491,3,1
2975,0.831751961502823,1,0
223,11.48946183800902,3,1
7660,7.844419899857479,3,0
8755,17.745800052415305,2,0
536,4.817481738179088,1,0
7077,2.4549242101896915,3,1
6208,7.245082762574933,0,0
7614,8.939988344737351,1,0
8036,8.648316464151803,1,0
875,2.138094072510637,3,1
3184,9.16674344047401,0,0
2045,4.513004978152989,2,0
6030,10.563224454728722,3,1
4081,2.20480809052545,3,1
7745,2.4365755759025225,3,0
5429,2.260849511531081,3,1
4405,6.232396990967892,3,1
6186,4.141724529074272,0,0
9113,6.630814918256422,2,1
5998,6.441455662012894,2,1
5210,3.886403501169335,3,1
4952,7.380522040863177,3,0
7979,2.286941895403003,3,1
6437,11.093351119509933,3,1
7256,5.320899014097243,2,0
6095,9.454281177933478,2,0
5817,4.117601611115643,3,1
7750,4.770148579117338,2,0
7635,14.51462549315223,1,0
7640,4.093680071191115,2,0
4508,2.088146493298713,3,1
4678,2.0654948706886938,3,1
7738,3.162612984981987,3,1
3703,5.574498295145678,2,0
5981,6.083229171339413,1,0
1195,1.222508983527,2,0
6123,6.280122625099177,2,0
6814,10.589062648053657,2,0
7498,6.005733756945409,2,0
9433,8.770346284416533,0,0
4564,5.589023185580591,1,0
177,6.363506526079917,3,1
2025,4.972764490286409,2,0
5072,6.975909985218208,3,1
1583,16.45327417770019,0,0
5195,3.8651756831483235,1,0
6657,5.0901691681036265,2,0
8239,0.5571968720901637,3,1
5568,10.720387344973265,1,0
1323,3.9955331213000003,3,1
9026,3.967596747749311,3,1
3231,2.3290354311957335,3,1
6972,2.088727822654919,3,1
5311,7.979588172466956,1,0
1330,11.535811457394972,3,1
9241,8.509566004681059,2,0
2810,2.5670853603152595,2,0
288,5.394663625371583,0,0
2086,2.5599546379607827,0,0
2866,3.778839536897061,3,1
5636,2.642928032631256,3,1
2368,2.2324623468266727,2,0
9031,12.069436496123167,2,0
3739,4.829221747577451,3,1
9041,1.0595840939770833,1,0
115,2.2986123882170917,3,1
2299,2.118201196154332,3,1
9429,3.6877602150934536,1,0
1382,4.318845214543414,3,1
2793,2.0865935946792393,3,1
4198,2.6646847634955493,3,0
3100,10.532595878572927,1,0
7831,8.04068961750027,3,1
4808,4.66241325112785,2,1
1530,3.5550990688919306,3,0
9075,3.3425875357466155,1,0
589,3.854898237536985,3,1
3093,14.675615714650945,2,0
8578,2.2511111096896173,2,0
6509,1.491613754703091,3,1
9331,4.891864024741229,2,1
1259,3.1986943809823836,1,0
8503,5.084145593713462,2,0
6450,5.475506110292619,3,1
2261,11.371617738511823,2,0
1540,9.178160824059713,1,0
2153,2.5531281964826817,3,1
4591,5.205930787008249,2,0
1146,2.4711676877792073,1,0
2202,0.09089350892084222,3,1
7701,7.082394813038601,2,0
8632,1.5911751478876879,1,0
351,0.9392736723102866,3,1
7982,2.5735361979771216,2,1
4070,11.01535466087661,3,0
7667,9.215964122578278,3,1
2974,8.561653663136536,2,1
8038,3.0476487788617086,2,1
5327,4.588602935419754,1,0
8467,4.365924746099202,1,0
2577,1.9831036828356312,3,1
7241,1.962430461363236,3,1
7152,6.439760212999447,3,1
1993,5.867238749198144,3,1
6951,5.168491074822639,3,1
6274,5.855410400988934,1,0
4103,7.9211149739051425,3,1
3441,1.9917935195422554,2,0
4186,4.906527407704674,3,1
1780,3.118441030014955,3,1
4196,4.572944485142284,3,1
868,10.457945218738674,0,0
3564,1.70310430675944,2,0
417,5.487584696098683,3,1
927,5.276247753444355,3,1
4313,8.7166035439516,2,0
3408,6.2305054202514984,3,1
8732,7.810488351993175,2,0
545,3.098040738798629,3,1
1092,6.669850304109027,1,0
3882,3.6821380457396797,3,1
7420,11.76593039924005,3,1
6959,3.513185995191245,2,0
12,13.095530602450586,2,0
5569,6.641275660724586,1,0
2350,6.812759242714423,2,1
3232,8.36410774962929,3,1
1354,6.665858657197978,3,1
3604,9.349675732218302,2,1
4635,0.9262891119340897,2,0
2872,3.183749554975255,1,0
7139,10.693627031958739,3,1
5785,15.210217450137673,1,0
2325,2.5929620480141633,3,0
793,3.4898959014998248,3,1
7337,6.196934428949563,3,1
9225,2.704153685151079,2,0
1525,15.095841177544493,0,0
483,16.104629666420106,2,0
2642,5.056403886446704,3,1
586,3.5184464195242926,3,1
3520,5.062711404624885,3,1
4023,4.214275754783283,2,0
6011,7.3207340029173436,3,1
400,5.797507280951539,3,1
4484,6.933126072858222,3,1
1343,3.551483040480913,2,0
2550,3.216943862617897,3,1
2247,11.280269598124084,3,1
7148,3.5403363573746285,3,1
9432,2.4879570100472836,0,0
8717,2.017518470908054,3,1
6086,12.443917307494022,1,0
3875,5.308247444574825,3,1
8005,2.8853917839881777,1,0
4242,10.930161988497463,3,1
2457,2.750703302267098,3,1
2655,6.487102271888985,2,0
2099,2.073100090022625,3,1
8495,0.5269764199719317,1,0
2098,7.87583047174725,2,0
2233,4.505498705028097,1,0
1600,2.1214087659313834,3,1
6541,10.071290478470793,3,1
2585,14.607971064539669,1,0
3413,6.725399643322643,3,1
3622,5.216065099795473,3,0
2180,2.7183838040599855,2,0
6201,4.873712642934496,1,0
8801,5.572059369385032,3,1
6261,6.115946452491567,3,1
9045,6.607139447445139,3,0
1135,2.428707406415172,3,1
8234,2.0328884705292163,0,0
3164,5.465233545529916,2,0
2392,6.528649131376808,3,1
7438,4.06816291545257,3,1
7641,7.339084849300969,3,1
6631,0.7004130754708278,3,1
9397,3.5702833769110374,2,1
3741,7.831748275289465,1,0
1159,3.51498741680998,3,1
7605,3.243740363639966,0,0
100,4.707291589056294,2,0
8230,2.9539574407150537,3,1
8666,6.745590396279647,2,1
8013,2.4880008650428973,1,0
9348,18.30498677582468,1,0
9193,7.415720765341885,3,1
8778,2.811418547739126,1,0
8779,0.3816183990069648,2,0
3847,0.8377912485079371,3,1
4991,12.680323611325807,2,0
7358,3.449441944472667,3,1
3388,1.3281408030465969,2,0
5471,2.9818339899814763,3,1
7319,4.0217821245399215,1,0
9068,8.019107278083492,3,1
660,4.451999881577793,3,0
1422,2.005601633424646,3,1
480,5.917772648108545,2,0
4975,4.094076911141485,1,0
2320,3.7934737082610726,3,1
7945,8.091787491782418,3,1
1804,1.4861112082019654,3,1
2285,3.1693385091895747,3,1
6746,10.25879750286235,3,1
6876,3.959021164682216,2,0
4580,4.017371430411783,3,1
5806,6.351199241441732,2,0
7100,7.597361757108118,1,0
1188,8.156956375244757,0,0
5849,5.2994475833906325,2,1
9018,8.34540193486352,3,1
5893,0.8593706471083357,3,1
9058,10.190535346591215,2,0
8609,11.735632538164452,2,0
2593,3.422358306246271,2,0
3106,4.144215743957259,3,0
1493,9.664332255180526,2,0
1946,4.599362631084334,3,1
5837,6.14839951018206,3,1
5597,4.558887793105619,1,0
2246,4.235285342110629,3,1
7837,0.8866296481508997,3,1
7798,1.5301312187308411,3,1
697,2.607012293448412,2,0
7417,12.793478599506631,2,0
7293,11.400818211766563,3,0
2363,8.004651211758546,2,0
7804,2.062518193070046,0,0
7118,6.878853574323601,1,0
1824,3.7271360091231713,1,0
3442,0.8223828145566874,3,1
1578,6.409145465404885,3,1
4302,3.283298308959182,3,1
3996,3.289156959654381,2,0
6795,1.3069940324975482,3,1
9494,3.3695655502033706,2,1
8442,10.249247472679961,2,0
8360,14.658377712961103,1,0
1310,5.148376583728508,3,1
6628,5.788563388496319,2,0
6920,0.9630427990648645,3,1
5518,1.4856212307351033,3,1
1701,1.8936442187149085,2,0
2162,14.548493824440493,2,0
8926,4.164905121457122,3,1
6720,0.8411256555215703,1,0
719,9.65294765144235,2,1
510,8.27581222746131,1,0
4144,5.00864801656401,3,1
9437,4.249729039134749,1,0
8276,2.9932811078166726,3,1
881,5.791264564435136,3,0
6330,3.542991939119518,0,0
1305,7.195695293838023,3,1
6440,4.855862526241735,3,1
1800,6.04337262416257,3,1
7935,10.238804931625271,2,0
9388,6.352909241555372,3,1
7386,9.494567763205325,2,1
303,6.579591191266082,1,0
4044,6.402488632756069,3,1
1688,9.360772084134931,3,0
75,3.111801133326681,2,0
2257,3.5763867119703336,2,0
6028,5.836302368821212,3,1
3205,10.349409083847183,2,0
4753,1.9041444606597309,3,1
8740,1.697701491408768,3,1
8461,2.7836369703967794,2,0
436,8.131125615351932,3,0
2311,0.3898882948414575,3,1
9372,5.461298590298528,2,1
9033,3.1280354824386674,2,0
5709,1.6969978271598325,3,1
7103,15.35360958463793,1,0
3354,5.285083800652187,2,1
1363,4.808067966958852,3,1
9258,5.036066654212574,1,0
4184,7.602429746221956,2,0
4287,4.992920591285096,3,0
3620,1.784698392022777,3,1
9332,2.756338316366111,2,0
4977,11.173491452860894,3,1
2564,2.7980776015362334,3,1
7925,9.898625528073183,3,0
2139,5.315481834335072,2,0
5061,7.122139588696788,3,1
3643,9.71765052979649,1,0
1395,1.9724177111546553,3,1
1179,2.883106751997527,3,1
216,2.265192505056446,1,0
3559,4.280504438634634,2,0
181,8.735528785355651,2,0
8080,8.319643104069302,3,1
599,4.478622863908946,1,0
8968,11.186390583692992,1,0
1697,2.3850466804258863,2,0
7791,11.998514392307909,2,0
7564,0.9922681198546355,3,1
9320,2.0793530781592757,1,0
4582,7.3995281241639494,3,1
8043,9.264530098249494,0,0
8504,6.206253216639002,2,0
239,8.32569232067921,3,1
4881,7.737365993085245,3,1
9125,10.663742944014043,3,1
331,8.542169782332858,3,1
7582,0.9873743191139226,3,1
4870,16.76215779512139,0,0
647,5.488770301191284,1,0
2443,6.0149174600182995,3,0
2109,14.097997723611577,2,0
1634,14.495455028162366,3,0
3235,2.2206996498320564,2,0
2406,5.855942902695643,2,0
8047,3.996480470625561,3,1
2540,1.669032911228427,3,1
5933,1.672978731851916,3,1
184,9.807281728659609,2,0
4359,3.323596548295355,3,1
4669,6.680667175525719,1,0
1581,2.353189008279711,3,1
4864,5.520569582189525,1,0
1767,0.8986041288996693,3,1
5469,15.211790484510548,0,0
8406,3.283095418051672,3,1
6110,1.4040657539879535,3,1
3706,8.160382094150318,2,1
193,1.2899072358243617,3,1
6901,5.132330632267149,3,0
7246,2.3387238663209686,3,1
1224,6.032969394525466,1,0
7025,7.38642933281635,3,1
7199,4.24630585153758,3,1
6665,9.01116163472392,3,1
135,0.5430336513634758,2,0
5229,7.31660915715419,3,1
6899,10.753262882844211,3,1
664,7.5432574538396615,3,1
7282,1.929105708216139,1,0
2295,7.6266874853816,3,1
2194,3.3148728480093164,1,0
9367,1.0941974933376428,1,0
3541,3.3052800440975973,1,0
5647,8.343667886826248,3,1
7918,5.1125656142510785,1,0
5472,1.0034401246915345,2,1
5144,7.659673817139743,2,0
8560,1.1038362335713428,3,1
8422,1.7711837060241553,3,1
514,4.625645427318386,3,1
3645,9.347357575543871,1,0
4769,7.3966528625822985,0,0
1374,5.228104535690994,3,0
6642,6.102967278864984,2,0
4468,14.877868193555258,2,0
4330,8.989768826478805,3,1
8089,5.308530780170549,2,0
3976,11.164866600372106,3,1
7421,2.3775892140165773,3,1
7972,1.7321233616870493,3,1
5611,11.60401021355735,2,0
9274,1.6924723629816996,3,1
6088,0.6070077984596708,3,0
4231,10.817618377802903,1,0
6644,15.854541848710715,1,0
5168,4.836044368826073,3,1
7496,0.9427770245567608,1,0
5211,4.299372297905819,2,0
6039,6.829676065965252,3,1
1798,6.837274576616208,3,1
1104,3.1565095213406877,2,1
6658,3.8111923127232155,2,0
5506,6.68177531392694,3,1
2163,10.396730912884944,2,0
9328,13.683141692559488,1,0
779,5.991596165291512,3,1
6649,1.7925214054117615,2,0
7375,1.3026950355653735,3,1
8606,14.681363109397772,2,0
5626,9.637467294546946,2,0
1107,12.998770188437927,0,0
6558,10.820588035514708,1,0
4729,1.681288043405659,1,1
9047,3.5274078846321153,3,0
7464,14.249503889672066,3,0
3962,2.335446807880788,1,0
3824,3.5465625365124573,3,1
822,3.2076185254166614,3,1
505,3.132671137625272,3,0
2339,6.798399237143878,1,0
6752,3.9456076102616153,2,1
6085,9.843442268936428,2,1
6436,6.385647592006333,3,0
8441,7.012473797340268,2,0
7007,7.909490800665961,3,1
9115,3.173538215427945,0,0
117,5.228846626557877,1,0
8156,6.336222967336773,1,0
222,4.56937913193362,0,0
1599,6.93810518842635,3,1
2263,3.029986606896172,1,0
1607,2.7249219749016103,3,1
2212,4.978495977371066,1,0
4124,6.7101963862874,3,1
8157,6.779247523696604,3,1
3396,9.934383925431078,1,0
7991,5.69211826244994,2,0
519,12.935145931456697,1,0
1260,0.8741442766509864,1,0
8328,13.100410425713601,1,0
3577,2.2458559876332727,3,1
810,4.686566530692188,3,1
6995,6.433637841199671,3,1
6825,2.765168808463131,3,1
3654,5.953842628448986,2,0
2486,6.213604375277218,2,0
585,1.0697310423920914,0,0
7655,8.214047164349692,3,1
8610,2.1492823431994457,3,1
2560,5.59094097626567,2,0
3429,5.580062896336684,1,0
3187,1.1376562422719885,3,1
7126,3.0539356115227427,2,0
3108,7.941887751272699,3,0
8634,4.206489930452649,3,1
6101,10.619433943363104,1,0
722,4.179029541954932,2,0
7757,4.676417019339768,3,1
8815,3.8436373694819217,1,0
5578,6.38381309010115,3,1
5543,1.816415505598583,3,1
3307,1.956472691158822,2,0
9177,5.996674053585883,1,0
3689,1.781564890510406,1,0
5122,8.534017473679516,3,1
4391,4.559785601099624,0,0
386,10.262566342192327,2,0
6409,2.172209393683479,3,1
5302,6.444607521636318,1,0
811,4.54314106840093,2,0
437,9.585428518119208,3,1
8753,1.6467218784906137,3,1
9440,3.3416126652925064,2,0
2874,15.450291193820071,3,0
987,4.497654799915746,2,0
3603,2.9676672462803824,3,1
2071,2.986238234186551,1,0
3090,6.350439229029531,3,1
2942,10.101083504180776,2,0
5856,7.208167649729827,2,1
5187,2.600112482284588,3,1
8193,2.4882858206947107,3,1
6412,14.254172086715052,1,0
1137,0.9541741702702817,3,1
2698,4.944934553542245,3,1
7200,4.436614652074498,3,1
6452,2.5594532496301436,3,1
6250,3.3869559508951825,3,1
7741,4.112546627314644,3,1
408,7.284794531157549,3,1
803,7.663839495777321,3,1
5359,6.0936336758715335,2,0
8897,2.869517529026936,3,1
859,3.952834984003844,3,1
5335,2.4558415272772827,2,0
6929,7.524240486693285,3,0
4249,8.888684965208036,3,1
6940,6.539234891288858,3,1
6055,2.1514925503731073,1,0
7783,25.85254266434616,1,0
8933,9.967182629826992,1,0
1568,5.42086833047338,3,1
8126,5.102714809185294,3,1
5897,7.80035053422262,0,0
4175,6.348797772163309,2,0
9213,9.933219937966994,3,1
1360,9.116152933959834,2,0
7221,5.0779673392273486,3,1
644,6.907324547219936,3,1
2427,4.601261342505333,3,1
1400,1.2928865522263746,3,1
8224,1.68379892590477,3,1
5668,6.1126167244089835,2,1
1401,2.2439182285162103,1,0
5953,3.2576038919882766,3,1
4571,6.222031065189608,2,1
333,6.778237027764629,3,0
6023,0.24168619169778033,3,1
6712,9.964964892383394,3,1
1098,5.351289518212704,2,0
4174,5.315940861019318,3,1
8147,6.001869722505725,2,0
3877,0.72768504434294,3,1
5404,5.206785530128573,0,0
2344,3.4181334099308724,2,0
8587,5.31570513902637,2,0
4500,3.654786098375104,3,1
2134,3.9072884862375306,3,1
2483,3.336717723523435,3,1
5395,4.422430954236581,3,1
199,3.963283630144257,1,0
5494,10.21750104294834,3,1
1678,9.317042283884383,2,0
8099,5.728017334209599,2,0
9262,1.4117976311686926,3,1
60,3.5413842408153444,3,0
8403,4.986544912101967,2,0
6406,4.012495689157509,3,1
130,10.514437668084888,1,0
2934,8.177128145792562,3,1
3394,2.965035274645948,3,1
3844,5.9961804211175975,2,0
2093,5.070104156408579,2,0
241,1.3333317549430577,3,1
2676,2.7344100359331467,3,1
2546,5.2989322938833,3,0
1451,5.994081660405914,0,0
2621,7.52218204856486,3,0
7613,11.299755802726878,3,1
5012,6.751018549003254,1,0
2101,4.699982603629904,1,0
1771,5.720501652753891,3,1
1166,5.074526264638501,1,0
8233,1.8156979531656738,3,1
776,2.877787112853548,3,1
7289,10.697825861876419,1,0
5278,3.814484288160034,2,1
6098,10.824499368340831,3,1
6350,5.941773404712263,3,1
1172,1.552448387897237,2,0
242,0.8789672159447341,0,0
5096,4.5253012060606554,1,0
497,18.92919720993099,1,0
1275,5.846469008180035,2,0
4973,8.94782890743787,3,1
3895,1.6979204333149478,3,1
3044,2.7899020351289967,1,0
7978,3.6325617665652774,3,1
8999,1.6265556782825825,3,1
1744,2.0788974341776614,0,0
2151,12.30921176732208,1,0
5727,5.741140554234001,1,0
2681,2.57921481994436,3,0
171,7.432308355434266,3,1
6678,3.1503062694048625,2,0
1930,22.12229559918822,1,0
8813,1.8351310373773313,3,1
3530,11.177205947449748,1,0
5100,9.554279827122695,3,1
9108,2.338345550345134,2,1
9021,5.3169273350769775,3,0
6528,1.1020280518792636,2,0
9175,4.39505524959662,3,1
9152,4.90696751065478,3,1
7713,5.4555985200712565,2,0
2146,1.1497286886793745,3,0
43,2.8945338692766516,3,1
5854,10.991433296699315,2,0
922,1.8998333827084517,2,0
1447,6.446516934496026,2,0
8575,3.577664011337491,3,1
5176,9.351977368128232,2,0
2228,2.2895991368486412,3,1
1848,0.7320728891195454,3,1
5459,4.067917303708067,3,1
686,9.695935402771896,1,0
1815,5.710071763425652,3,1
4311,0.7143830363192444,2,1
4978,4.262328416725278,3,1
8158,2.2396619833113522,3,1
2694,3.493867841250575,0,0
1355,5.013084678190774,1,0
2831,1.8426784936708833,1,0
2825,2.250299869441227,1,0
4677,4.813499550317658,3,1
2100,5.809633101742982,2,0
3454,8.269716667397057,1,0
6756,6.435661251298047,1,0
8820,1.813085586506697,3,1
5766,6.928138501379317,1,0
196,9.111578738658862,0,0
684,3.8958079301779094,1,0
6713,7.929384085239013,3,1
1829,4.218012172786558,2,0
8876,2.109728484320699,2,0
3050,7.2473551536962315,3,1
49,2.476895203515788,2,1
5466,13.860800946238353,2,0
4773,4.68474513831086,3,1
4888,4.399282328748588,3,1
231,11.760392221783547,3,1
3277,9.77242527245254,1,0
1987,5.734547585954315,1,0
7374,3.4779658358814576,3,0
6344,6.728556383135673,0,0
3332,3.467549259936403,3,1
4290,7.870009268346761,2,1
7020,6.163930224804922,3,1
6466,7.028693421447393,3,1
7700,7.217782687638499,3,1
430,6.997575777488272,1,0
5886,9.56984078874897,3,1
6221,1.1788132865684817,2,0
6615,8.525716497026707,1,0
7470,12.990774977913194,0,0
9267,9.145978614005775,2,0
1828,3.8373978473963843,3,1
9461,1.2087645257212452,2,1
5670,6.392486821573055,3,1
9234,3.839345111341566,1,0
5617,3.219418166550059,3,0
702,5.040202796476371,3,1
7173,5.442616379310205,3,1
7269,2.1781650293604162,2,0
4621,2.884111743562873,2,0
2712,2.3723634368248074,3,1
8693,1.8933053779090627,3,1
7075,10.964459334303616,1,0
372,11.718509216155422,3,1
4145,4.0099555588645295,3,1
6525,3.515501162903724,3,1
4015,0.45120115326246013,3,1
8938,4.814518368163908,3,1
4936,13.669610748507287,1,0
6855,7.229218633492694,3,1
3008,1.964886812591653,1,0
9042,8.287024771768802,3,1
704,2.991385930347584,1,0
6527,8.079687211678698,0,0
266,2.1371756269826157,3,1
5131,1.9579137667674482,2,0
1134,1.0094936923575943,3,0
