,R,Q,A
5689,-4.082370005779305,3,1
4516,2.9481257632416185,1,1
2681,7.0958241913321345,2,0
5355,3.4140377685285923,2,0
8551,0.9549831176919037,2,1
6130,-3.495203497930562,1,1
3112,2.4710795027807193,3,0
3218,11.215788976198168,3,0
8953,2.482142190056888,2,0
7229,-6.288766669532413,2,1
6586,-3.6130440491048175,2,1
4640,-2.1248334889918707,1,1
6271,2.7287523856517053,2,0
7845,7.55624383760213,2,0
6980,12.33331989329296,1,0
4535,10.306991830023305,3,0
7980,-2.898106028393375,1,1
176,-4.572484188503431,1,1
8053,7.028737832737999,2,1
3276,11.416900810853635,2,0
4030,3.0922888939329827,1,1
8304,3.7905049801710335,1,0
1722,1.715210963760636,1,0
5389,5.813235819194347,2,1
5488,3.66526565087419,2,1
4872,2.6429208861916598,2,0
9118,-0.7914805631732253,2,1
8840,7.161341985396767,2,0
5886,11.544160023534044,3,0
6261,10.023208012368102,2,0
7816,2.406876620640773,2,1
8536,-3.097227618345533,0,1
6155,2.7008475179654727,1,1
2842,2.7693230604468635,1,0
4066,-6.348198253720101,0,1
2041,9.006869976671394,1,0
7696,4.871301360590126,2,1
549,-1.1996029899258467,3,1
2726,-6.590643642911337,1,1
8507,5.321741245590115,1,1
6966,1.4987910081723805,2,0
4100,6.22705333001963,2,0
1257,2.2815090403887055,2,1
5579,1.1899873000309604,1,1
5436,-3.73582832556293,1,1
1258,-3.458974172249083,2,1
7383,5.035572897196772,1,1
6544,-5.403479617323577,1,1
1285,6.032969394525466,1,0
7527,13.43422913618902,2,0
6492,10.584090593555104,1,0
5574,-2.8662038028474868,2,1
9480,-0.733436394651207,2,1
2494,6.474101613031678,2,0
1621,-1.1214657258759395,0,1
320,-1.6570855268640408,2,1
3806,27.90495967743729,3,1
7827,12.793478599506631,2,0
5990,6.393239867227418,3,0
3063,3.7514666572652455,2,0
9822,-1.211848742579626,2,1
8696,3.2610115323826907,2,0
1224,5.074526264638501,1,0
2721,-0.05938207746789104,2,1
6209,-3.620442173013983,2,1
855,4.54314106840093,2,0
5402,1.3950254665250412,0,1
7882,5.40947846224868,2,0
6031,4.5563318708271865,1,1
9745,4.592600934337689,0,1
9945,-4.315955877087637,2,1
2549,5.921869743578451,1,1
9356,14.51107945433754,1,1
9276,-1.4279406306149678,1,1
7690,-3.760963745832947,2,1
5672,4.759863409682231,2,0
831,2.9906415933251003,2,0
6411,12.443917307494022,1,0
8511,4.787774350232784,1,0
6479,2.2170177940887985,1,1
1201,0.4858759407379374,1,1
2572,-4.508007729136671,1,1
6341,-4.093446576385208,0,1
5700,15.367452976771919,2,0
9052,5.31570513902637,2,0
2387,3.029986606896172,1,0
1939,-4.6850070430125585,2,1
7692,11.400818211766563,3,0
1479,0.6880703547487981,1,1
9203,5.5870223792771005,1,0
3968,4.689483850106129,2,0
7825,6.143590193376049,1,0
3696,3.158640471877147,1,0
2096,5.734547585954315,1,0
9208,6.343567379333551,0,0
9091,2.2583478100337953,3,1
6915,-1.9235307921094815,3,1
6406,-0.8398249592996594,1,1
4045,5.9961804211175975,2,0
5407,1.9579137667674482,2,0
9933,8.770346284416533,0,0
9161,-4.572876315320979,1,1
7727,-3.460023317851906,2,1
6817,0.028693421447393064,2,1
3243,2.920378921359864,2,0
2562,-6.450057244055065,0,1
7594,-2.563385347925502,2,1
2058,7.181824243602168,1,0
808,9.127847567753562,2,0
1022,5.303591340532131,2,0
3161,-0.2944954997581508,1,1
8576,5.885406320716898,2,0
7701,2.3900475731709516,2,0
5974,-0.8873832755910165,3,1
4913,-5.140404469153211,1,1
5025,7.553260493538589,2,0
2372,-5.88899845042297,1,1
2963,2.250299869441227,1,0
8974,6.124884298819913,2,0
530,-0.39215645274397115,1,1
2017,-5.192582773407908,2,1
7637,-5.037569538636764,0,1
6888,1.422891918220813,3,1
2813,-4.265589964066853,1,1
567,4.102483023934838,3,0
8787,-4.25796640909985,1,1
9867,8.205091686025888,1,0
5053,-2.3595280675687613,2,1
9577,-2.606547092195947,3,1
6562,-3.5800804806067132,1,1
9962,-5.791235474278755,3,1
2064,3.6976905688846404,0,0
8080,-4.236282883800559,1,1
3804,8.759675210664229,1,1
9590,-1.234089135066224,1,1
2922,1.1556450948738106,1,0
7118,-4.41443313632816,2,1
5682,2.0392044346030325,2,0
2320,-1.559564265011316,2,1
8898,3.459798637715478,0,0
9581,-5.732260240946506,3,1
3236,3.2499555297189335,3,0
640,10.620160459245263,2,0
8656,0.9220301590374849,1,1
9344,0.05540073186089156,3,1
9766,1.3210918617980076,2,0
5033,-0.9727625784692897,2,1
4093,1.7681531434816073,1,0
4136,-4.164814940456637,0,1
8823,-1.925037481048049,1,1
801,0.23600863304490272,0,1
5948,4.309076663452827,2,0
5158,-5.851114450944274,1,1
9532,3.671145067784292,1,0
3398,1.3641077496292908,1,1
5897,4.558887793105619,1,0
4918,5.71631685915392,2,0
166,7.00143141616952,1,1
7430,-6.200744341391972,2,1
3286,2.7065327646392596,2,0
2178,-3.9740036626423603,1,1
4607,0.5415332713017591,0,1
521,-0.9706140598497015,0,1
7984,-5.628512126202106,0,1
4252,-2.898055241726591,1,1
1842,1.9798493322861326,1,1
3777,2.619616389566753,2,0
3836,9.347357575543871,1,0
9292,-2.5537987839587633,3,1
9194,-5.0240412752918235,2,1
1159,7.708615996245248,2,0
5807,2.680985299595214,3,0
4681,-5.654288246525677,2,1
3568,9.934383925431078,1,0
8968,10.8541964048755,1,0
8714,4.1540543177685585,3,1
6316,0.24832769392167364,1,1
4803,5.589023185580591,1,0
2356,-6.430440183274004,1,1
8132,5.4555985200712565,2,0
6098,15.210217450137673,1,0
213,6.722774377717734,1,0
1176,-2.8341339052011785,1,1
8944,-2.7020580017120324,0,1
1286,0.7371634418834176,2,1
7762,-1.1707926607893793,2,1
2753,-5.352548210588617,2,1
3012,3.183749554975255,1,0
5296,-6.3117347796804895,1,1
1118,-1.12758766258266,2,1
3106,-2.6242094245976615,2,1
5462,2.4205107777055046,2,0
2880,-5.121843608271113,2,1
2035,-2.3172800671994933,1,1
6489,-6.080201141916743,2,1
180,0.43230835543426593,2,1
1374,3.413225713853432,0,1
939,3.63102693585558,1,0
1441,-2.164027159560481,2,1
2828,14.684335413416953,2,0
5608,16.393996284204377,2,0
6366,3.8693168139979974,1,1
6070,15.974865717021192,1,1
2812,-4.285771469107017,2,1
1435,-2.202926501698303,1,1
7751,-5.221741179525371,0,1
8154,0.6417720430543277,1,1
1078,3.405703323665299,0,0
6828,-2.7129615150308783,2,1
2226,14.097997723611577,2,0
2227,8.794458828351695,1,0
4215,2.04686308242231,0,0
787,1.3869455890758067,2,0
79,5.270271880824442,1,0
9186,12.385119453654873,2,1
4648,12.614164328276473,2,0
85,-5.4125858290975195,1,1
535,8.27581222746131,1,0
1140,-3.1654499765295854,1,1
4377,10.719284106705562,1,0
9583,2.6918280240503014,2,0
4576,8.771693909115347,0,0
4388,-3.3321723758196695,2,1
7666,2.1781650293604162,2,0
8949,-0.959700422120136,1,1
8016,-4.158904562453854,2,1
1274,-3.5915789416160173,2,1
8346,-3.090615379587666,1,1
495,6.190881482923267,1,0
888,-2.1367724488426,2,1
7518,3.0539356115227427,2,0
7216,15.899099968488088,2,0
6555,-5.825741521821412,0,1
5385,1.6268787348740261,1,0
9310,4.3013957094084105,1,0
1049,11.98533466516121,2,0
8958,0.5269764199719317,1,0
18,-2.0520925631792064,2,1
3214,-6.744252341523753,3,1
4382,11.334867832929966,0,1
4867,5.763806768622089,3,1
1571,9.664332255180526,2,0
7869,1.2419175309141726,2,0
5665,11.092736068283175,2,0
7356,2.8156466344324116,2,1
7167,16.739245114417063,2,0
3123,0.831751961502823,1,0
6211,3.88203615943071,2,0
3509,11.726435468587603,2,0
1568,2.039532069520803,2,1
8040,7.681779785273196,3,0
3353,-4.430624344522624,0,1
7362,-4.9527782520961985,1,1
4615,5.3673933752722505,2,0
6041,10.77001416214524,1,0
1126,-5.42766757625777,2,1
8000,-3.914078919421762,2,1
573,5.613715813111355,2,1
3267,-5.162938714085096,3,1
9494,0.7810504070097751,1,0
7351,1.1427015366150992,1,0
4781,2.192111087402875,2,1
8428,-5.222756438086625,0,1
5271,11.864309920610118,3,1
6741,0.09502331357247584,3,1
1501,-0.34729515595216043,1,1
8844,5.2119773890627155,1,1
3315,8.993608199842528,1,0
687,-3.0575482749866607,1,1
629,-0.534421503469118,2,1
4944,-3.098055549047608,1,1
4337,-5.568017637941848,2,1
5214,4.844375844504735,0,0
4621,2.4075085906391775,2,0
5958,-3.2622073646813066,1,1
4664,6.631814494474,2,1
585,0.310590741996732,3,1
6188,8.760931590403068,1,0
8052,4.95516888013346,1,0
6065,-2.649624912811932,1,1
8038,0.5819299836728486,2,1
7856,7.159973612468299,1,0
7799,7.454218558934761,0,0
6180,1.7664276518903805,2,0
1666,16.45327417770019,0,0
4742,4.381356927051601,2,0
3195,-5.41560478155335,0,1
2515,2.1139295181451683,0,0
7274,5.366555176343169,2,0
2506,-2.800665250430317,1,1
6829,-3.878919614560022,1,1
2396,10.113793051615863,2,0
6798,2.8763330222684553,1,0
433,-1.2494248858836272,1,1
2956,4.009425504359571,1,0
7009,2.2719531932112,2,0
9489,-5.531814066860764,2,1
6089,-2.1077286904355006,1,1
9395,7.202989244446248,3,0
1867,12.987496698780301,0,0
7764,18.214085589826063,1,0
724,-4.46813570885377,2,1
9448,11.186390583692992,1,0
8815,14.658377712961103,1,0
1974,3.9340862787486666,1,0
6520,-3.972411745091712,1,1
6264,-3.6664181422818776,2,1
1304,1.224284756560051,1,1
2234,9.550512714346466,1,0
8337,6.548387938840732,0,0
8921,2.7950282916975615,2,0
8310,8.322086972468629,2,0
3410,-2.583830974159784,2,1
4,13.949143236691953,2,0
5646,5.643492642280319,0,0
3729,0.8702201966398355,1,0
8198,2.1274502461270206,1,0
6532,4.873712642934496,1,0
582,-1.1936589757526708,1,1
9645,-3.3916734259811303,3,1
875,4.1731439045591605,2,0
1473,2.2439182285162103,1,0
4408,2.412880900369721,2,0
3651,-4.526089054832404,1,1
6778,2.5762835850799135,1,1
9918,6.990268612487181,1,0
7474,-2.0951893343267276,0,1
6633,-2.647119779564033,1,1
8110,-4.745061841817973,1,1
1693,2.361665488343708,1,0
9830,2.756338316366111,2,0
5614,4.588602935419754,1,0
8698,2.6967311880054203,3,0
3310,3.9245869631424135,2,1
812,0.1527803890177042,1,1
1264,6.471041255736976,2,0
6172,-2.8868832855052187,1,1
892,5.242709631027016,0,0
6080,-5.887735049096978,3,1
1726,10.260676787294349,2,0
5759,13.860800946238353,2,0
7988,1.7225286015160899,2,0
9791,8.390211982618723,3,0
3443,3.7199359528838762,2,0
5316,3.73513443901375,3,1
8942,-1.4210797885718893,3,1
2401,-0.265418140414198,1,1
5336,3.9198559575144643,0,0
5155,-0.7050163856286664,1,1
8101,-6.16290654927091,2,1
1695,3.6187666934218683,3,0
6439,-1.036296503843829,3,1
4503,6.087133901498313,2,0
5371,4.5253012060606554,1,0
8124,-1.078709919348542,3,1
852,1.7536324710632103,2,0
5843,-3.2543054977056696,0,1
9352,-3.5460228311865976,0,1
3130,-2.2091691554281523,2,1
4226,-2.158101633835275,1,1
2875,5.601465394354106,3,0
2962,-6.031409179076666,1,1
1929,4.218012172786558,2,0
8174,0.7231911399009814,0,1
2719,14.607971064539669,1,0
7492,6.698796601910782,1,1
5122,5.520569582189525,1,0
7032,1.6399227383821806,1,1
8345,5.1125656142510785,1,0
5784,-1.5893932246530573,1,1
5478,5.453131474104701,0,1
8817,15.03618117048988,1,1
8342,1.7557725768280912,1,0
5954,3.2507220976994935,2,0
7876,-3.927716752612041,1,1
6436,-5.595934246012046,1,1
1788,1.8936442187149085,2,0
9251,2.811418547739126,1,0
7724,4.7025126386689555,2,0
6391,2.3745763214639872,2,1
854,-2.313433469307812,2,1
6498,-2.6464851327844823,0,1
3721,3.3052800440975973,1,0
6879,8.079687211678698,0,0
971,4.9251646805895115,1,0
9758,-5.588202368831308,1,1
2628,2.8402587622994977,1,0
6273,-1.896257207935057,1,1
5368,-1.4237234008627544,0,1
6148,16.190402532593126,2,0
7730,7.038334203880444,1,0
6120,6.351199241441732,2,0
9734,0.6424945176611727,2,0
6540,7.245082762574933,0,0
2094,7.022754489411006,1,0
44,-2.137474105333288,2,1
9591,1.5371852536770998,3,1
3272,11.11045725669483,2,0
4417,2.6646847634955493,3,0
3663,6.590702767203038,2,0
2966,4.298799380221186,3,0
1544,-2.927998846095787,1,1
4813,-2.8706282784135304,2,1
6122,1.1169988111567473,3,0
4914,4.535352589023383,2,0
494,3.6437351815320773,1,0
9966,14.11237382648001,2,0
9181,-4.59391494485029,1,1
6793,-4.506920661566795,1,1
668,2.6114822324498173,3,0
145,0.2219029097773273,2,1
2005,6.488551019913093,1,0
5410,5.627398917625443,1,0
4275,1.3024482171584673,1,1
9793,-2.762786909563152,1,1
1133,0.22429285167763435,1,1
7157,11.175867492443896,1,0
531,6.844340789777096,1,1
3423,-3.263092522731864,0,1
4218,0.11260960639984852,1,1
5076,6.11610222544969,1,0
555,-3.5366262788033938,1,1
4402,7.602429746221956,2,0
4573,-4.306297651697533,3,1
795,-3.1485030328015515,2,1
3055,-4.637339404730574,1,1
8919,9.067415890194809,1,0
1593,0.4902816286492343,1,0
3143,-3.210465479309301,2,1
6985,5.788563388496319,2,0
9074,11.735632538164452,2,0
9121,-4.576997477473441,2,1
3343,0.6925648587947819,2,1
7682,3.8632802551685614,1,0
8046,2.564025636225427,2,0
6992,-0.22805012141756809,2,1
8436,2.8853917839881777,1,0
5200,-5.729478096763287,2,1
2495,2.2665283319715934,3,0
2761,1.2923743767264053,2,1
5957,-2.367751433465874,2,1
7817,-0.5919118732901651,2,1
3993,3.471191905035656,1,0
856,-5.010163435444099,1,1
8248,7.002180222220833,2,1
9129,-3.779775821913085,1,1
4884,-5.644098399881772,1,1
1423,-4.98852144047419,2,1
140,2.877134751088927,1,0
5571,0.9449797539756446,2,1
1612,3.2000356350240384,1,0
7122,-3.5499993074761873,2,1
2430,2.049445538266939,2,1
9122,17.285950928435106,1,0
6564,11.239561873173942,3,0
9187,10.809411359988966,2,0
8107,-4.326769680279506,1,1
8390,-4.040527879910325,1,1
5367,3.3481102294911538,2,0
7574,5.332478812947716,2,0
302,5.394663625371583,0,0
6525,-3.6677577524563842,2,1
7066,-0.504658413480179,3,1
8512,6.542234740125178,2,0
6551,-0.5506453290602327,3,1
1390,8.728278921849991,0,0
1760,1.827887624491526,1,0
3707,9.941030899257063,2,0
7529,8.909026901765543,2,0
1163,12.998770188437927,0,0
8262,-6.73345769638985,2,1
6015,-2.769183503911483,1,1
1132,7.081145643054015,2,0
6859,-1.8372943511630897,2,1
1248,8.156956375244757,0,0
171,-4.044731286394121,1,1
778,3.338388098417573,2,0
2304,-2.035888235859278,2,1
7803,0.8282174055173459,2,0
6189,-4.395594300897037,1,1
8899,9.079001918984797,2,0
12,13.095530602450586,2,0
2493,2.2324623468266727,2,0
31,-3.3480435590240374,0,1
2899,6.827954476324404,2,0
2379,5.173776099243891,2,0
3266,7.941887751272699,3,0
6964,3.81727629709312,1,0
1243,-6.4069831992408535,1,1
6334,0.32073400291734355,1,1
6077,-2.6595139472442,1,1
5038,-1.0457228327930812,1,1
9803,-4.620360699233002,1,1
4711,2.6132766292905654,2,1
8584,-3.252257585571284,1,1
345,2.0865441104532656,2,0
5946,3.6350435194841957,0,0
8210,4.48497524276436,3,1
1062,8.214175336480174,2,0
7588,-1.4211686565006598,1,1
6240,6.9267645083657285,2,0
5215,7.380522040863177,3,0
8860,-4.452026485226429,2,1
2185,2.986238234186551,1,0
6421,9.454281177933478,2,0
6776,0.7682068127963015,1,1
915,10.457945218738674,0,0
2135,4.280791802234165,3,0
4331,6.550807524492946,2,1
6137,-6.378922756821787,1,1
6363,4.526808436929096,2,0
9928,11.305042087955401,0,0
136,10.514437668084888,1,0
6156,-3.6230710652629767,2,1
772,-4.703567654035364,0,1
5504,2.4393437766071795,1,0
9084,6.557207054554314,2,0
8281,-4.058499656921162,1,1
7685,7.243978850624536,3,1
9411,-4.277221958798819,1,1
1031,4.518515473161919,3,0
8728,3.592639793547576,2,0
1283,1.1455784949297587,1,0
951,-4.9597556744747155,1,1
6869,5.0033918976371305,2,0
3347,-2.984323464503233,1,1
4235,7.411820960934808,2,0
7786,7.674049000372852,1,0
919,10.143876612990704,2,0
5331,4.972695342595713,2,0
9041,0.5852252678846703,2,1
6896,4.636997467625198,3,0
2193,11.849442242775227,2,0
4639,7.772124121637129,3,0
6990,-0.9241087443231439,0,1
6714,0.3565719899150981,0,1
9807,7.411583922491123,3,0
9643,7.549395737498742,1,1
5212,5.205594131716671,1,0
6630,2.7402404949364096,2,0
5673,5.88359544391721,2,0
5705,-5.810356777015577,1,1
1606,-2.174204917308325,1,1
9305,-6.133565515557423,1,1
4188,1.0471605570522962,1,0
2860,3.55993751337012,1,0
5168,1.9005831837951277,2,0
21,-5.39445566116288,0,1
444,-2.2827745884875306,1,1
5233,8.37817588892187,1,0
6752,-6.134646523486523,3,1
2522,1.5904454810962636,2,0
878,-2.978264464813474,3,1
1072,-6.415539284059876,1,1
196,-0.22415104683305564,1,1
7602,-4.801087041956362,2,1
6878,8.565339916056224,2,0
410,-1.5444219869177909,2,1
318,6.579591191266082,1,0
6280,5.786296448526233,1,1
5311,4.1244263850937255,1,0
3891,0.0054151321189319646,1,1
5583,-5.9092070959724365,2,1
4169,1.7789832922617568,1,0
8807,3.5404972855383336,1,0
6576,1.3175886798022238,2,0
3933,3.368274822846992,0,0
1660,-1.69387597905913,1,1
7959,7.4720778975964155,2,0
5769,-4.6454995511143595,3,1
1614,1.1526058295862391,2,1
2082,2.093901277960217,1,0
3733,-4.860796751911929,1,1
7580,-1.05681803645483,1,1
5455,9.351977368128232,2,0
4084,1.2277166216525046,1,1
3307,6.2829913291812405,0,0
8019,3.243740363639966,0,0
6983,-6.230347892505577,0,1
4810,-0.7779689348103922,3,1
1522,6.757739907671002,1,1
2164,-2.3310481654507136,3,1
9394,4.553667732276015,1,0
3845,5.953842628448986,2,0
5178,-3.6236394471017905,1,1
4527,4.192916813143431,2,0
3401,2.2206996498320564,2,0
1960,-5.187731514330719,2,1
2877,10.9715545665942,2,0
2768,14.096325790572607,2,0
5795,-3.3763724746071366,1,1
8754,0.8743040851072578,2,0
1540,-2.7556628787504636,2,1
9549,-4.326986402507403,1,1
2622,-4.6652188788288225,1,1
356,-4.4791550782220355,1,1
9245,1.07497528804722,2,1
4917,3.7111395316717517,1,0
1115,-4.483925013285573,2,1
3322,6.029681078715349,1,0
5782,-2.0375901798414375,1,1
968,10.495578144080419,3,0
1678,-1.225635899126897,3,1
7684,0.7358636676276051,0,0
6530,-6.368507089919152,2,1
6982,8.254261699963,1,1
5328,0.8353411479363189,2,1
1112,10.395374916144007,2,0
6207,-5.080049993542341,2,1
5835,3.9432406113183474,1,0
7646,2.9357088010681687,2,0
2581,3.6221261118330528,2,1
8920,7.71238713313627,0,0
418,-1.2024927190484611,1,1
7560,8.886114890038659,1,0
8498,-0.48027463567193784,3,1
1313,-0.918394569815475,2,1
5294,7.192858951362771,1,0
8895,3.768160543024212,1,1
7917,-4.675693432607248,1,1
4251,-5.589900365623309,1,1
5597,7.979588172466956,1,0
8791,2.2423109306381637,3,0
9278,1.1072069995324618,3,1
8923,2.7836369703967794,2,0
484,-3.787470332742852,2,1
77,3.111801133326681,2,0
3546,0.1550944601425579,1,1
4676,3.1430296830456808,0,0
6197,3.1340940133617545,2,0
7253,-0.7851789594350294,2,1
6229,-0.1973761497996307,2,1
8348,-1.2102871233294303,2,1
8956,7.919420860521822,2,0
9794,-0.4394545766837652,2,1
7813,3.0640484593542556,2,1
7268,-2.3141986669065524,0,1
1655,-2.4603511974924013,3,1
4605,-5.574020719336952,2,1
4611,-2.6803244794328096,2,1
5342,5.025405751706778,3,0
1397,7.433152911962127,1,0
373,9.123632356191784,3,1
2368,3.5117276300338096,2,0
3880,5.127477957124332,2,0
1327,6.077325611988418,1,0
7018,2.0424557518243396,3,0
967,-4.818342644252229,2,1
7291,-3.6528589668649944,2,1
9363,-5.04761884663011,0,1
5045,-5.453962381425953,0,1
7170,10.888241922380402,2,0
5644,2.490567774476127,2,0
8965,-5.449841911770958,2,1
502,5.917772648108545,2,0
8388,6.032734935445532,1,1
3758,13.643843782669377,2,0
3187,-1.573185750442601,2,1
8372,1.0917874917824175,1,1
6861,-5.508386245296909,1,1
4205,3.4129198027419765,2,1
6043,5.858134379845862,3,0
2220,3.2510496607990547,2,0
4208,8.254044658779844,1,0
6468,7.693347678246373,2,0
7015,3.8111923127232155,2,0
4669,-3.1454848770469197,3,1
4578,16.659069153723948,2,0
8541,16.123484618563044,3,0
7883,-4.055086335557126,2,1
8680,8.990081563032309,2,1
9388,3.305664152505334,2,0
1364,-2.255693568689776,1,1
889,-4.339553167365821,1,1
1864,-1.2794983472461086,1,1
1742,4.583525048784622,1,0
8893,1.6286303346741418,2,0
4145,-5.970301554777452,1,1
6602,-6.002454029128701,2,1
8146,2.9373770333941334,1,1
5241,4.094076911141485,1,0
6354,3.518762730273373,3,0
9901,-1.2070706520742496,2,1
6567,2.5147824875869733,1,0
4549,3.849909548953343,3,0
3871,7.170604341775782,2,1
1718,14.495455028162366,3,0
465,2.2975668011639065,3,1
414,5.691383328759463,0,0
5918,6.314309729444805,2,1
9818,2.0793530781592757,1,0
9436,-0.15820804534886435,2,1
2024,3.731185359860116,2,0
1652,-1.1855267339904474,3,1
9260,9.634910531488545,2,0
5447,3.834403194834298,2,1
4099,-3.5511915924153143,1,1
6599,4.308070695919005,2,1
4873,-3.6956375588084027,1,1
1210,-1.2498310828163461,2,1
4164,9.097382564898634,2,0
5310,2.987062835630401,2,0
5280,-0.8827747719978003,2,1
8300,0.6522266410490438,2,1
4063,-5.509669814638952,1,1
2560,-3.8113695255429993,2,1
6142,1.5931310347470813,2,1
2458,1.0274035692367374,0,1
